Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-12-01,2.500,2.350,2.200,2.000
2019-12-02,1.750,1.700,1.650,1.600
2019-12-03,1.550,1.800,2.150,2.500
2019-12-04,2.700,2.500,2.350,2.200
2019-12-05,2.550,2.650,2.400,2.150
2019-12-06,2.450,2.800,3.000,2.800
2019-12-07,2.550,2.350,2.200,2.000
2019-12-08,3.200,2.850,2.450,2.200
2019-12-09,2.800,2.500,2.150,2.000
2019-12-10,2.600,2.300,2.200,2.100
2019-12-11,1.700,1.450,1.350,1.200
2019-12-12,1.600,1.550,1.500,1.400
2019-12-13,1.850,3.500,3.800,2.500
2019-12-14,2.850,2.650,2.300,2.000
2019-12-15,1.800,1.750,1.700,1.650
2019-12-16,1.550,1.450,1.400,1.350
2019-12-17,1.200,1.150,1.100,1.050
2019-12-18,1.850,2.200,2.500,2.350
2019-12-19,3.200,3.000,2.600,2.200
2019-12-20,1.750,1.650,1.600,1.550
2019-12-21,1.450,1.350,1.300,1.250
2019-12-22,1.500,1.450,1.400,1.350
2019-12-23,1.550,1.400,1.350,1.300
2019-12-24,1.600,1.450,1.400,1.250
2019-12-25,1.450,1.420,1.370,1.330
2019-12-26,1.660,1.650,1.600,1.550
2019-12-27,1.400,1.350,1.300,1.250
2019-12-28,1.550,1.480,1.400,1.330
2019-12-29,1.450,1.400,1.360,1.280
2019-12-30,1.850,1.900,1.750,1.500
2019-12-31,1.650,1.400,1.200,1.300
