Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-05-01,1.050,1.030,1.000,0.970
2017-05-02,0.930,0.910,0.890,0.870
2017-05-03,0.850,0.830,0.800,0.780
2017-05-04,0.760,0.740,0.720,0.700
2017-05-05,0.880,0.860,0.840,0.820
2017-05-06,1.180,1.250,1.450,1.300
2017-05-07,1.200,1.170,1.150,1.120
2017-05-08,1.300,1.250,1.200,1.150
2017-05-09,1.450,1.200,1.150,1.100
2017-05-10,1.380,1.350,1.300,1.500
2017-05-11,1.650,1.550,1.450,1.350
2017-05-12,1.400,1.350,1.300,1.250
2017-05-13,1.380,1.300,1.270,1.200
2017-05-14,1.650,1.550,1.400,1.300
2017-05-15,1.500,1.470,1.440,1.380
2017-05-16,1.660,1.550,1.400,1.350
2017-05-17,1.300,1.250,1.200,1.150
2017-05-18,1.350,1.270,1.240,1.200
2017-05-19,1.550,1.450,1.400,1.350
2017-05-20,1.480,1.300,1.370,1.200
2017-05-21,1.350,1.270,1.240,1.170
2017-05-22,1.450,1.380,1.200,1.140
2017-05-23,1.300,1.250,1.230,1.170
2017-05-24,1.500,1.500,1.450,1.400
2017-05-25,1.280,1.250,1.200,1.150
2017-05-26,1.100,1.080,1.060,1.040
2017-05-27,1.350,1.280,1.200,1.150
2017-05-28,1.450,1.350,1.300,1.250
2017-05-29,1.380,1.350,1.300,1.270
2017-05-30,1.200,1.080,1.050,1.030
2017-05-31,1.180,1.150,1.130,1.080
