Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2026-01-01,1.060,1.020,0.980,1.000
2026-01-02,1.110,0.950,0.880,0.950
2026-01-03,1.050,0.950,0.960,0.970
2026-01-04,0.890,0.850,0.840,0.830
2026-01-05,1.370,1.770,1.390,1.280
2026-01-06,1.010,0.970,0.940,0.900
2026-01-07,0.880,0.820,0.810,0.800
2026-01-08,0.810,0.820,1.180,1.290
2026-01-09,0.960,0.940,0.910,0.950
2026-01-10,1.280,1.150,1.060,1.330
2026-01-11,1.300,1.200,1.130,0.940
2026-01-12,1.850,1.740,1.600,1.350
2026-01-13,1.200,1.690,2.590,2.000
2026-01-14,1.290,1.190,1.140,1.090
2026-01-15,1.000,0.980,1.400,1.600
2026-01-16,1.010,1.050,1.020,0.980
2026-01-17,0.940,0.920,0.890,0.900
2026-01-18,0.970,0.940,0.890,0.900
2026-01-19,0.930,0.940,0.920,0.900
2026-01-20,1.050,1.060,0.980,0.950
2026-01-21,2.100,1.710,1.370,1.210
2026-01-22,1.100,1.310,1.490,1.490
2026-01-23,1.110,1.070,1.100,1.080
2026-01-24,1.050,1.070,0.990,1.000
2026-01-25,0.970,0.950,0.980,1.090
2026-01-26,0.950,1.000,1.020,1.000
2026-01-27,0.900,0.880,0.890,1.150
2026-01-28,1.890,1.600,1.690,1.630
2026-01-29,1.140,1.100,1.050,1.010
2026-01-30,0.950,0.950,0.980,1.140
2026-01-31,0.970,0.950,0.930,0.910
