Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-12-01,0.920,0.950,0.950,0.910
2025-12-02,0.900,1.040,0.970,1.000
2025-12-03,0.950,0.890,0.850,0.830
2025-12-04,1.100,1.240,1.110,1.020
2025-12-05,0.890,0.980,1.040,0.950
2025-12-06,1.240,1.290,1.110,0.960
2025-12-07,0.890,0.940,0.890,0.860
2025-12-08,1.170,1.190,1.070,1.070
2025-12-09,0.920,0.900,0.830,0.840
2025-12-10,0.940,0.890,0.860,0.930
2025-12-11,0.940,0.940,0.950,0.880
2025-12-12,1.200,1.370,1.190,1.100
2025-12-13,1.240,1.110,1.030,1.250
2025-12-14,1.040,0.930,1.100,1.040
2025-12-15,2.000,1.370,1.180,1.000
2025-12-16,1.020,0.980,1.110,1.170
2025-12-17,0.980,0.950,0.940,1.200
2025-12-18,1.100,1.010,0.970,0.940
2025-12-19,0.910,0.900,0.940,0.930
2025-12-20,1.100,1.000,0.940,0.930
2025-12-21,1.100,0.880,0.880,0.910
2025-12-22,1.000,0.960,0.940,0.880
2025-12-23,0.840,0.820,0.820,0.950
2025-12-24,1.330,1.150,1.040,1.070
2025-12-25,2.110,1.550,1.340,1.220
2025-12-26,2.010,1.150,1.170,1.100
2025-12-27,1.740,1.460,1.300,1.230
2025-12-28,1.340,1.350,1.330,1.850
2025-12-29,1.250,1.170,1.130,1.070
2025-12-30,1.260,1.200,1.140,1.060
2025-12-31,0.970,1.100,1.810,1.370
