Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-08-01,0.670,0.660,0.650,0.640
2021-08-02,0.630,0.620,0.610,0.600
2021-08-03,0.590,0.580,0.570,0.560
2021-08-04,0.550,0.550,0.550,0.550
2021-08-05,0.540,0.540,0.540,0.540
2021-08-06,0.530,0.530,0.530,0.530
2021-08-07,0.520,0.520,0.520,0.520
2021-08-08,0.510,0.510,0.510,0.510
2021-08-09,0.500,0.500,0.500,0.500
2021-08-10,0.490,0.490,0.490,0.490
2021-08-11,0.480,0.480,0.480,0.480
2021-08-12,0.470,0.470,0.470,0.800
2021-08-13,0.980,0.950,0.930,0.900
2021-08-14,0.920,0.900,0.880,0.860
2021-08-15,0.840,0.820,0.800,0.780
2021-08-16,0.770,0.760,0.750,0.740
2021-08-17,0.730,0.720,0.710,0.700
2021-08-18,0.690,0.680,0.670,0.660
2021-08-19,0.650,0.640,0.630,0.620
2021-08-20,0.610,0.600,0.590,0.580
2021-08-21,0.570,0.570,0.570,0.570
2021-08-22,0.800,0.980,0.930,0.910
2021-08-23,0.880,0.860,0.840,0.820
2021-08-24,0.800,0.780,0.760,0.740
2021-08-25,0.730,0.710,0.690,0.680
2021-08-26,0.670,0.660,0.650,0.640
2021-08-27,0.630,0.620,0.610,0.600
2021-08-28,0.590,0.650,0.750,0.900
2021-08-29,1.150,1.070,1.050,1.030
2021-08-30,0.950,1.100,1.150,1.120
2021-08-31,1.000,0.980,0.950,0.930
