Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-05-01,0.780,0.760,0.740,0.720
2023-05-02,0.900,0.880,0.860,0.840
2023-05-03,1.000,0.970,0.950,0.930
2023-05-04,1.050,1.000,0.980,0.960
2023-05-05,0.920,0.900,0.880,0.860
2023-05-06,0.980,0.960,0.940,0.920
2023-05-07,1.550,1.450,1.400,1.350
2023-05-08,1.600,1.550,1.450,1.400
2023-05-09,1.300,1.250,1.200,1.150
2023-05-10,1.050,1.000,0.970,0.930
2023-05-11,1.100,1.070,1.050,1.030
2023-05-12,1.000,1.200,1.250,1.150
2023-05-13,1.180,1.150,1.120,1.080
2023-05-14,1.050,1.030,1.000,0.970
2023-05-15,0.950,0.930,0.900,0.880
2023-05-16,0.860,0.840,0.820,0.800
2023-05-17,0.770,0.750,0.730,0.700
2023-05-18,0.680,0.660,0.640,0.620
2023-05-19,0.600,0.590,0.580,0.570
2023-05-20,0.860,0.850,0.840,0.830
2023-05-21,1.300,1.550,1.450,1.400
2023-05-22,1.800,1.660,1.450,1.300
2023-05-23,1.000,1.100,1.800,1.650
2023-05-24,1.300,1.250,1.200,0.880
2023-05-25,0.900,0.870,0.850,0.830
2023-05-26,0.800,0.780,0.750,0.720
2023-05-27,0.950,0.760,0.740,0.710
2023-05-28,1.000,0.970,0.950,0.880
2023-05-29,1.150,1.100,1.050,1.000
2023-05-30,0.900,0.850,0.830,0.810
2023-05-31,0.870,0.840,0.880,0.860
