Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-02-01,1.050,1.030,1.000,0.980
2017-02-02,0.950,0.930,0.900,0.880
2017-02-03,1.500,1.450,1.400,1.350
2017-02-04,1.520,1.480,1.450,1.370
2017-02-05,1.600,1.550,1.500,1.400
2017-02-06,1.570,1.480,1.400,1.350
2017-02-07,1.650,1.600,1.550,1.450
2017-02-08,1.580,1.470,1.380,1.250
2017-02-09,1.750,1.600,1.550,1.500
2017-02-10,2.150,2.350,2.200,2.000
2017-02-11,2.300,2.250,2.150,1.950
2017-02-12,2.550,2.450,2.400,2.100
2017-02-13,2.180,2.000,1.850,1.600
2017-02-14,2.250,2.350,2.550,2.200
2017-02-15,2.400,2.100,2.000,1.800
2017-02-16,1.600,1.450,1.400,1.350
2017-02-17,1.470,1.300,1.250,1.200
2017-02-18,1.150,1.130,1.100,1.070
2017-02-19,1.180,1.250,1.300,1.200
2017-02-20,1.480,1.440,1.400,1.370
2017-02-21,1.600,1.750,1.660,1.400
2017-02-22,1.550,1.450,1.400,1.350
2017-02-23,1.200,1.330,1.480,1.370
2017-02-24,1.250,1.230,1.200,1.170
2017-02-25,1.280,1.270,1.250,1.200
2017-02-26,1.150,1.080,1.050,1.000
2017-02-27,1.500,1.660,1.450,1.380
2017-02-28,1.480,1.330,1.270,1.150
