Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-01-01,1.450,1.600,1.850,1.500
2023-01-02,1.300,1.250,1.200,1.150
2023-01-03,1.500,1.450,1.600,1.480
2023-01-04,1.660,1.550,1.450,1.300
2023-01-05,1.750,2.200,1.800,1.650
2023-01-06,3.500,2.850,2.500,2.000
2023-01-07,1.600,1.550,1.450,1.400
2023-01-08,1.250,1.200,1.150,1.100
2023-01-09,1.050,1.030,1.000,0.970
2023-01-10,1.500,1.450,1.400,1.350
2023-01-11,1.760,1.550,1.380,1.260
2023-01-12,1.480,1.350,1.250,1.580
2023-01-13,1.650,1.450,1.300,1.200
2023-01-14,1.550,1.500,1.460,1.300
2023-01-15,2.000,2.500,2.350,1.800
2023-01-16,1.400,1.300,1.200,1.150
2023-01-17,1.100,1.080,1.050,1.020
2023-01-18,1.550,1.660,1.480,1.200
2023-01-19,1.400,1.350,1.300,1.250
2023-01-20,1.600,1.800,1.550,1.350
2023-01-21,1.500,1.450,1.400,1.360
2023-01-22,1.200,1.150,1.100,1.050
2023-01-23,1.350,1.300,1.250,1.200
2023-01-24,1.100,1.070,1.050,1.030
2023-01-25,1.250,1.200,1.150,1.100
2023-01-26,1.180,1.100,1.050,1.000
2023-01-27,1.650,1.550,1.500,1.450
2023-01-28,1.700,1.600,1.480,1.300
2023-01-29,1.660,1.750,1.700,1.560
2023-01-30,1.850,2.250,2.100,1.800
2023-01-31,1.550,1.450,1.400,1.350
