Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-08-01,0.540,0.540,0.540,0.540
2023-08-02,0.530,0.530,0.530,0.530
2023-08-03,0.480,0.470,0.460,0.450
2023-08-04,0.450,0.450,0.450,0.450
2023-08-05,0.400,0.380,0.380,0.380
2023-08-06,0.540,0.530,0.520,0.510
2023-08-07,0.480,0.480,0.480,0.480
2023-08-08,0.470,0.470,0.470,0.470
2023-08-09,0.540,0.540,0.540,0.540
2023-08-10,0.500,0.480,0.480,0.480
2023-08-11,0.460,0.460,0.460,0.460
2023-08-12,0.780,0.750,0.730,0.700
2023-08-13,1.500,2.600,2.500,2.400
2023-08-14,1.850,1.600,1.550,1.450
2023-08-15,0.700,0.680,0.660,0.650
2023-08-16,0.600,0.580,0.570,0.560
2023-08-17,0.550,0.550,0.550,0.550
2023-08-18,0.560,0.560,0.560,0.560
2023-08-19,0.560,0.560,0.560,0.560
2023-08-20,0.550,0.550,0.550,0.550
2023-08-21,0.540,0.540,0.540,0.540
2023-08-22,0.530,0.520,0.510,0.500
2023-08-23,0.480,0.460,0.440,0.420
2023-08-24,0.350,0.350,0.350,0.350
2023-08-25,0.350,0.350,0.350,0.350
2023-08-26,0.340,0.340,0.340,0.340
2023-08-27,0.330,0.330,0.330,0.330
2023-08-28,0.400,0.390,0.380,0.370
2023-08-29,0.470,0.460,0.450,0.460
2023-08-30,0.440,0.410,0.410,0.410
2023-08-31,0.400,0.390,0.390,0.390
