Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-07-01,0.750,0.700,0.650,0.750
2024-07-02,0.740,0.730,0.720,0.640
2024-07-03,0.600,0.600,0.600,0.580
2024-07-04,0.550,0.550,0.550,0.530
2024-07-05,0.520,0.520,0.510,0.510
2024-07-06,0.560,0.560,0.560,0.560
2024-07-07,0.510,0.510,0.510,0.500
2024-07-08,0.600,0.590,0.580,0.520
2024-07-09,0.510,0.510,0.500,0.550
2024-07-10,0.570,0.700,0.650,0.730
2024-07-11,0.630,0.620,0.610,0.580
2024-07-12,0.710,1.630,1.390,1.250
2024-07-13,0.850,0.800,0.780,0.770
2024-07-14,0.680,0.670,0.660,0.650
2024-07-15,0.570,0.570,0.570,0.580
2024-07-16,0.550,0.550,0.550,0.550
2024-07-17,0.530,0.530,0.530,0.530
2024-07-18,0.510,0.510,0.510,0.510
2024-07-19,0.430,0.430,0.430,0.430
2024-07-20,0.420,0.420,0.420,0.420
2024-07-21,0.410,0.410,0.410,0.410
2024-07-22,0.440,0.430,0.440,0.440
2024-07-23,0.430,0.430,0.430,0.430
2024-07-24,0.420,0.420,0.430,0.430
2024-07-25,0.420,0.420,0.420,0.420
2024-07-26,0.400,0.400,0.400,0.400
2024-07-27,0.360,0.360,0.360,0.360
2024-07-28,0.360,0.360,0.360,0.360
2024-07-29,0.390,0.390,0.390,0.390
2024-07-30,0.440,0.430,0.420,0.410
2024-07-31,0.400,0.400,0.400,0.400
