Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-11-01,1.450,1.400,1.350,1.300
2020-11-02,1.200,1.150,1.100,1.050
2020-11-03,1.000,0.970,0.930,0.900
2020-11-04,0.850,0.830,0.800,0.780
2020-11-05,0.750,0.720,0.690,0.670
2020-11-06,0.630,0.600,0.580,0.560
2020-11-07,0.900,0.880,0.860,0.840
2020-11-08,0.800,0.780,0.760,0.730
2020-11-09,0.700,0.690,0.680,0.670
2020-11-10,0.650,0.640,0.630,0.620
2020-11-11,0.950,0.930,0.900,0.880
2020-11-12,0.850,0.830,0.810,0.790
2020-11-13,1.000,1.020,1.000,0.790
2020-11-14,0.930,0.900,0.860,0.000
2020-11-15,1.300,1.250,1.200,1.150
2020-11-16,1.000,0.980,0.960,0.940
2020-11-17,0.900,0.870,0.850,0.830
2020-11-18,0.800,0.780,0.760,0.740
2020-11-19,1.150,1.100,1.050,1.000
2020-11-20,0.950,1.150,1.200,1.350
2020-11-21,2.000,1.600,1.500,1.400
2020-11-22,1.200,1.150,1.100,1.050
2020-11-23,1.000,0.970,0.950,0.930
2020-11-24,1.150,1.130,1.100,1.080
2020-11-25,1.050,1.020,1.000,0.970
2020-11-26,0.900,0.870,0.850,0.830
2020-11-27,0.790,0.750,0.720,0.700
2020-11-28,1.150,1.100,1.050,1.000
2020-11-29,0.950,0.930,0.900,0.870
2020-11-30,1.500,1.450,1.400,1.350
