Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-02-01,0.960,0.910,0.940,1.000
2025-02-02,0.960,0.960,0.870,1.070
2025-02-03,0.820,0.750,0.770,0.770
2025-02-04,0.710,0.670,0.670,0.650
2025-02-05,1.000,0.870,0.870,0.780
2025-02-06,0.780,0.980,0.890,0.830
2025-02-07,0.700,0.670,0.660,0.660
2025-02-08,0.670,0.680,1.530,2.030
2025-02-09,0.850,0.800,0.800,0.710
2025-02-10,1.040,0.920,0.840,0.800
2025-02-11,0.730,0.700,0.680,0.720
2025-02-12,0.800,0.900,1.000,0.970
2025-02-13,0.790,0.820,0.820,0.700
2025-02-14,0.690,0.690,0.680,0.620
2025-02-15,1.720,1.790,1.150,0.980
2025-02-16,1.250,1.000,0.940,0.930
2025-02-22,2.120,2.330,1.550,1.290
2025-02-23,1.010,1.100,1.210,1.150
2025-02-24,0.920,1.180,1.190,1.000
2025-02-25,0.940,0.810,0.760,0.750
2025-02-26,0.700,0.590,0.590,0.590
2025-02-27,0.670,0.740,0.700,0.660
2025-02-28,0.650,0.000,0.000,0.000
