Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-02-01,3.000,2.600,2.300,2.000
2019-02-02,2.650,2.450,2.250,2.150
2019-02-03,1.600,1.550,1.450,1.400
2019-02-04,1.550,1.600,1.650,1.580
2019-02-05,1.660,1.480,1.350,1.300
2019-02-06,1.580,1.550,1.530,1.480
2019-02-07,1.500,1.450,1.400,1.600
2019-02-08,1.750,1.500,1.440,1.400
2019-02-09,1.550,1.470,1.450,1.430
2019-02-10,1.440,1.950,2.500,2.300
2019-02-11,2.600,2.400,2.250,2.800
2019-02-12,1.650,1.400,1.200,1.150
2019-02-13,1.500,1.470,1.430,1.400
2019-02-14,1.250,1.230,1.200,1.150
2019-02-15,2.700,2.850,2.650,2.200
2019-02-16,1.900,1.660,1.600,1.500
2019-02-17,1.650,1.580,1.450,1.400
2019-02-18,1.700,2.650,2.800,2.500
2019-02-19,2.000,1.850,1.700,1.650
2019-02-20,2.300,2.000,1.800,1.780
2019-02-21,2.100,1.700,1.600,1.550
2019-02-22,1.400,1.370,1.350,1.300
2019-02-23,1.500,1.450,1.400,1.350
2019-02-24,1.480,1.420,1.370,1.340
2019-02-25,1.450,1.430,1.400,1.370
2019-02-26,2.000,1.850,1.750,1.600
2019-02-27,1.780,1.740,1.700,1.650
2019-02-28,1.950,2.150,2.200,1.750
