Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/11/01,10:00,S/D,0.2
2025/11/01,11:00,S/D,0.0
2025/11/01,12:00,S/D,0.0
2025/11/01,13:00,S/D,0.0
2025/11/01,14:00,S/D,0.0
2025/11/02,09:00,S/D,0.0
2025/11/02,13:00,S/D,0.0
2025/11/03,10:00,S/D,0.0
2025/11/03,12:00,S/D,0.0
2025/11/03,13:00,S/D,0.0
2025/11/03,14:00,S/D,0.0
2025/11/03,15:00,S/D,0.0
2025/11/04,10:00,S/D,0.0
2025/11/04,12:00,S/D,0.0
2025/11/04,14:00,S/D,0.1
2025/11/04,15:00,S/D,0.0
2025/11/05,10:00,S/D,0.0
2025/11/06,09:00,S/D,0.0
2025/11/06,10:00,S/D,0.0
2025/11/06,11:00,S/D,0.0
2025/11/06,12:00,S/D,14.4
2025/11/06,13:00,S/D,0.0
2025/11/06,14:00,S/D,0.0
2025/11/07,09:00,S/D,0.0
2025/11/07,10:00,S/D,0.0
2025/11/07,15:00,S/D,0.0
2025/11/08,09:00,S/D,0.0
2025/11/08,10:00,S/D,0.0
2025/11/08,12:00,S/D,0.0
2025/11/09,12:00,S/D,0.0
2025/11/09,13:00,S/D,0.0
2025/11/09,14:00,S/D,0.0
2025/11/28,11:00,S/D,0.0
2025/11/28,12:00,S/D,0.0
2025/11/28,13:00,S/D,0.0
2025/11/28,14:00,S/D,0.0
2025/11/28,15:00,S/D,0.0
2025/11/28,16:00,S/D,0.0
2025/11/28,17:00,S/D,0.0
2025/11/28,18:00,S/D,0.0
2025/11/28,19:00,S/D,0.0
2025/11/28,20:00,S/D,0.0
2025/11/28,21:00,S/D,0.0
2025/11/28,22:00,S/D,0.0
2025/11/28,23:00,S/D,0.0
2025/11/29,00:00,S/D,0.0
2025/11/29,01:00,S/D,0.0
2025/11/29,02:00,S/D,0.0
2025/11/29,03:00,S/D,0.0
2025/11/29,04:00,S/D,0.0
2025/11/29,05:00,S/D,0.0
2025/11/29,06:00,S/D,0.0
2025/11/29,07:00,S/D,0.0
2025/11/29,08:00,S/D,0.0
2025/11/29,09:00,S/D,0.0
2025/11/29,10:00,S/D,0.0
2025/11/29,11:00,S/D,0.0
2025/11/29,12:00,S/D,0.0
2025/11/29,13:00,S/D,0.0
2025/11/29,14:00,S/D,0.0
2025/11/29,15:00,S/D,0.0
2025/11/29,16:00,S/D,0.0
2025/11/29,17:00,S/D,0.0
2025/11/29,18:00,S/D,0.0
2025/11/29,19:00,S/D,0.0
2025/11/29,20:00,S/D,0.0
2025/11/29,21:00,S/D,0.0
2025/11/29,22:00,S/D,0.0
2025/11/29,23:00,S/D,12.4
2025/11/30,00:00,S/D,0.0
2025/11/30,01:00,S/D,0.0
2025/11/30,02:00,S/D,0.0
2025/11/30,03:00,S/D,0.0
2025/11/30,04:00,S/D,0.0
2025/11/30,05:00,S/D,0.0
2025/11/30,06:00,S/D,0.0
2025/11/30,07:00,S/D,0.0
2025/11/30,08:00,S/D,0.0
2025/11/30,09:00,S/D,0.0
2025/11/30,10:00,S/D,0.0
2025/11/30,11:00,S/D,0.0
2025/11/30,12:00,S/D,0.0
2025/11/30,13:00,S/D,0.0
2025/11/30,14:00,S/D,0.0
2025/11/30,15:00,S/D,0.0
2025/11/30,16:00,S/D,0.0
2025/11/30,17:00,S/D,0.0
2025/11/30,18:00,S/D,0.0
2025/11/30,19:00,S/D,0.0
2025/11/30,21:00,S/D,0.0
2025/11/30,22:00,S/D,0.0
2025/11/30,23:00,S/D,0.0
