Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/04/10,16:00,S/D,0.0
2024/04/10,17:00,S/D,0.0
2024/04/10,18:00,S/D,0.0
2024/04/10,19:00,S/D,0.0
2024/04/10,20:00,S/D,0.0
2024/04/10,21:00,S/D,0.0
2024/04/10,22:00,S/D,0.0
2024/04/10,23:00,S/D,0.0
2024/04/11,00:00,S/D,0.0
2024/04/11,01:00,S/D,0.0
2024/04/11,02:00,S/D,0.0
2024/04/11,03:00,S/D,0.0
2024/04/11,04:00,S/D,0.0
2024/04/11,05:00,S/D,0.0
2024/04/11,06:00,S/D,0.0
2024/04/11,07:00,S/D,0.0
2024/04/11,08:00,S/D,0.0
2024/04/11,09:00,S/D,0.0
2024/04/11,10:00,S/D,0.0
2024/04/11,11:00,S/D,0.0
2024/04/11,12:00,S/D,0.0
2024/04/12,11:00,S/D,1.0
2024/04/12,12:00,S/D,0.0
2024/04/12,13:00,S/D,0.0
2024/04/12,14:00,1.12,0.0
2024/04/12,15:00,1.11,0.0
2024/04/12,16:00,1.09,0.0
2024/04/12,17:00,1.09,0.0
2024/04/12,18:00,1.10,0.0
2024/04/12,19:00,1.11,0.0
2024/04/12,20:00,1.11,0.0
2024/04/12,21:00,1.11,0.0
2024/04/12,22:00,1.12,0.0
2024/04/12,23:00,1.12,0.0
2024/04/13,00:00,1.12,0.0
2024/04/13,01:00,1.12,0.0
2024/04/13,02:00,1.12,0.0
2024/04/13,03:00,1.12,0.0
2024/04/13,04:00,1.11,0.0
2024/04/13,05:00,1.12,0.0
2024/04/13,06:00,1.13,0.0
2024/04/13,07:00,1.13,0.0
2024/04/13,08:00,1.14,0.0
2024/04/13,09:00,1.14,0.0
2024/04/13,10:00,1.13,0.0
2024/04/13,11:00,1.14,0.0
2024/04/13,12:00,1.12,0.0
2024/04/13,13:00,1.11,0.0
2024/04/13,14:00,1.10,0.0
2024/04/13,15:00,1.08,0.0
2024/04/13,16:00,1.07,0.0
2024/04/13,17:00,1.07,0.0
2024/04/13,18:00,1.06,0.0
2024/04/13,19:00,1.07,0.0
2024/04/13,20:00,1.09,0.0
2024/04/13,21:00,1.09,0.0
2024/04/13,22:00,1.10,0.0
2024/04/13,23:00,1.10,0.0
2024/04/14,00:00,1.10,0.0
2024/04/14,01:00,1.10,0.0
2024/04/14,02:00,1.09,0.0
2024/04/14,03:00,1.09,0.0
2024/04/14,04:00,1.10,0.0
2024/04/14,05:00,1.10,0.0
2024/04/14,06:00,1.10,0.2
2024/04/14,07:00,1.10,0.0
2024/04/14,08:00,1.10,0.0
2024/04/14,09:00,1.11,0.0
2024/04/14,10:00,1.10,0.0
2024/04/17,13:00,1.08,0.0
