Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/05/15,10:00,1.04,0.0
2024/05/15,11:00,1.03,0.0
2024/05/15,12:00,1.02,0.0
2024/05/15,13:00,1.01,0.0
2024/05/15,14:00,0.99,0.0
2024/05/15,15:00,0.99,0.2
2024/05/15,16:00,0.99,0.0
2024/05/15,17:00,0.99,0.0
2024/05/15,18:00,1.01,0.0
2024/05/15,19:00,1.04,0.0
2024/05/15,20:00,1.12,0.8
2024/05/15,21:00,1.43,0.0
2024/05/15,22:00,1.34,0.0
2024/05/15,23:00,1.27,0.0
2024/05/16,00:00,1.22,0.0
2024/05/16,01:00,1.22,0.0
2024/05/16,02:00,1.19,0.0
2024/05/16,03:00,1.18,0.0
2024/05/16,04:00,1.17,0.0
2024/05/16,05:00,1.16,0.0
2024/05/16,06:00,1.17,0.0
2024/05/16,07:00,1.16,0.0
2024/05/16,08:00,1.15,0.0
2024/05/16,09:00,1.15,0.0
2024/05/16,10:00,1.13,0.0
2024/05/16,11:00,1.12,0.0
2024/05/16,12:00,1.10,0.0
2024/05/16,13:00,1.09,0.0
2024/05/16,14:00,1.06,0.0
2024/05/16,15:00,1.05,0.0
2024/05/16,16:00,1.04,0.0
2024/05/16,17:00,1.03,0.0
2024/05/16,18:00,1.04,0.0
2024/05/16,19:00,1.06,0.0
2024/05/16,20:00,1.06,0.0
2024/05/16,21:00,1.06,0.0
2024/05/16,22:00,1.06,0.0
2024/05/16,23:00,1.06,0.0
2024/05/17,00:00,1.06,0.0
2024/05/17,01:00,1.06,0.0
2024/05/17,02:00,1.05,0.0
2024/05/17,03:00,1.05,0.0
2024/05/17,04:00,1.04,0.0
2024/05/17,05:00,1.05,0.0
2024/05/17,06:00,1.05,0.0
2024/05/17,07:00,1.06,0.0
2024/05/17,08:00,1.06,0.0
2024/05/17,09:00,1.06,0.0
2024/05/17,10:00,1.06,0.0
2024/05/17,11:00,1.05,0.0
2024/05/17,12:00,1.03,0.0
2024/05/17,13:00,1.02,0.0
2024/05/17,14:00,1.01,0.0
2024/05/17,15:00,1.00,0.0
2024/05/17,16:00,0.99,0.0
2024/05/17,17:00,1.00,0.0
2024/05/17,18:00,1.01,0.0
2024/05/17,19:00,1.02,0.0
2024/05/17,20:00,1.04,0.0
2024/05/17,21:00,1.04,0.0
2024/05/17,22:00,1.04,0.0
2024/05/17,23:00,1.04,0.0
2024/05/18,00:00,1.05,0.0
2024/05/18,01:00,1.05,0.0
2024/05/18,02:00,1.04,0.0
2024/05/18,03:00,1.03,0.0
2024/05/18,04:00,1.03,0.0
2024/05/18,05:00,1.04,0.0
2024/05/18,06:00,1.04,0.0
2024/05/18,07:00,1.05,0.0
2024/05/18,08:00,1.05,0.0
2024/05/18,09:00,1.05,0.0
2024/05/18,10:00,1.05,0.0
2024/05/18,11:00,1.04,0.0
2024/05/18,12:00,1.03,0.0
2024/05/18,13:00,1.02,0.0
2024/05/18,14:00,1.01,0.0
2024/05/18,15:00,0.99,0.0
2024/05/18,16:00,1.00,0.0
2024/05/18,17:00,1.01,0.4
2024/05/18,18:00,1.04,0.9
2024/05/18,19:00,1.12,0.1
2024/05/18,20:00,1.15,0.2
2024/05/18,21:00,1.14,0.9
2024/05/18,22:00,1.14,0.0
2024/05/18,23:00,1.14,0.0
2024/05/19,00:00,1.17,0.0
2024/05/19,01:00,1.15,0.0
2024/05/19,02:00,1.14,0.0
2024/05/19,03:00,1.13,0.0
2024/05/19,04:00,1.12,0.0
2024/05/19,05:00,1.12,0.0
2024/05/19,06:00,1.12,0.0
2024/05/19,07:00,1.13,0.0
2024/05/19,08:00,1.13,0.0
2024/05/19,09:00,1.13,0.2
2024/05/19,10:00,1.12,0.0
2024/05/19,11:00,1.11,0.0
2024/05/19,12:00,1.09,0.0
2024/05/19,13:00,1.08,0.0
2024/05/19,14:00,1.07,0.0
2024/05/19,15:00,1.08,3.0
2024/05/19,16:00,1.08,2.6
2024/05/19,17:00,1.08,0.0
2024/05/19,18:00,1.10,0.0
2024/05/19,19:00,1.18,0.0
2024/05/19,20:00,1.19,0.0
2024/05/19,21:00,1.18,0.0
2024/05/19,22:00,1.19,0.0
2024/05/19,23:00,1.19,0.0
2024/05/20,00:00,1.20,0.0
2024/05/20,01:00,1.20,0.0
2024/05/20,02:00,1.20,0.0
2024/05/20,03:00,1.18,0.0
2024/05/20,04:00,1.17,0.0
2024/05/20,05:00,1.17,0.0
2024/05/20,06:00,1.17,0.0
2024/05/20,07:00,1.16,0.0
2024/05/20,08:00,1.16,0.0
2024/05/20,09:00,1.16,0.0
2024/05/20,10:00,1.15,0.0
2024/05/20,11:00,1.13,0.0
2024/05/20,12:00,1.12,0.0
2024/05/20,13:00,1.10,0.0
2024/05/20,14:00,1.08,0.0
2024/05/24,18:00,0.95,0.0
2024/05/25,13:00,1.02,0.0
2024/05/25,14:00,1.01,0.0
2024/05/25,15:00,1.00,0.0
2024/05/25,17:00,0.99,0.0
2024/05/25,18:00,0.99,0.0
2024/05/25,20:00,0.99,0.0
2024/05/25,21:00,0.99,0.0
2024/05/25,22:00,1.01,0.0
2024/05/25,23:00,1.02,0.0
2024/05/26,00:00,1.02,0.0
2024/05/26,01:00,1.01,0.0
2024/05/26,02:00,1.00,0.0
2024/05/26,03:00,1.00,0.0
2024/05/26,04:00,1.00,0.0
2024/05/26,05:00,1.01,0.0
2024/05/26,06:00,1.01,0.0
2024/05/26,07:00,1.02,0.0
2024/05/26,08:00,1.02,0.0
2024/05/26,09:00,1.02,0.0
2024/05/26,10:00,1.01,0.0
2024/05/26,11:00,1.01,0.0
2024/05/26,12:00,1.00,0.0
2024/05/26,13:00,0.99,0.0
2024/05/26,14:00,0.98,0.0
2024/05/27,17:00,1.09,0.0
2024/05/27,18:00,1.08,0.0
2024/05/27,19:00,1.09,0.0
2024/05/27,20:00,1.09,0.0
2024/05/27,21:00,1.09,0.0
2024/05/27,22:00,1.10,0.0
2024/05/27,23:00,1.18,0.0
2024/05/28,00:00,1.26,0.0
2024/05/28,01:00,1.31,0.0
2024/05/28,02:00,1.29,0.0
2024/05/28,03:00,1.32,0.0
2024/05/28,04:00,1.32,0.0
2024/05/28,05:00,1.30,0.0
2024/05/28,06:00,1.29,0.0
2024/05/28,07:00,1.28,0.0
2024/05/28,08:00,1.29,0.0
2024/05/28,09:00,1.26,0.0
2024/05/28,10:00,S/D,0.0
2024/05/28,11:00,1.22,0.0
2024/05/28,12:00,1.18,0.0
2024/05/28,14:00,S/D,0.0
2024/05/28,15:00,S/D,0.0
2024/05/28,16:00,S/D,0.0
2024/05/28,17:00,1.10,0.0
2024/05/28,18:00,1.10,0.0
2024/05/28,19:00,S/D,0.0
2024/05/28,20:00,1.15,0.0
2024/05/28,21:00,1.15,0.0
2024/05/28,22:00,1.15,0.0
2024/05/28,23:00,1.15,0.0
2024/05/29,00:00,1.14,0.0
2024/05/29,01:00,1.15,0.0
2024/05/29,02:00,1.13,0.0
2024/05/29,03:00,1.12,0.0
2024/05/29,04:00,1.13,0.0
2024/05/29,05:00,1.13,0.0
2024/05/29,06:00,1.13,0.0
2024/05/29,07:00,1.13,0.0
2024/05/29,08:00,1.13,0.0
2024/05/29,09:00,1.12,0.0
2024/05/29,10:00,1.11,0.0
2024/05/29,11:00,1.10,0.0
2024/05/29,12:00,1.09,0.0
2024/05/29,13:00,1.08,0.0
2024/05/29,14:00,1.07,0.0
2024/05/29,15:00,1.05,0.0
2024/05/29,16:00,1.03,0.0
2024/05/29,17:00,S/D,0.0
2024/05/29,18:00,1.04,0.0
2024/05/29,19:00,1.04,0.0
2024/05/29,20:00,1.06,0.0
2024/05/29,21:00,1.06,0.0
2024/05/29,22:00,1.07,0.0
2024/05/29,23:00,1.06,0.0
2024/05/30,00:00,1.06,0.0
2024/05/30,01:00,1.06,0.0
2024/05/30,02:00,1.05,0.8
2024/05/30,03:00,1.05,0.0
2024/05/30,04:00,1.04,0.0
2024/05/30,05:00,1.04,0.0
2024/05/30,06:00,1.05,0.0
2024/05/30,07:00,1.05,0.0
2024/05/30,08:00,1.06,0.0
2024/05/30,09:00,1.05,0.0
2024/05/30,10:00,1.05,0.0
2024/05/30,11:00,1.04,0.0
2024/05/30,12:00,1.03,0.0
2024/05/30,13:00,1.01,0.0
2024/05/30,14:00,1.00,0.0
2024/05/30,15:00,0.99,0.0
2024/05/30,16:00,0.98,0.0
2024/05/30,17:00,0.99,0.0
2024/05/30,18:00,0.98,0.0
2024/05/30,19:00,0.99,0.0
2024/05/30,20:00,1.00,0.0
2024/05/30,21:00,1.01,0.0
2024/05/30,22:00,1.01,0.0
2024/05/30,23:00,1.02,0.0
2024/05/31,00:00,1.02,0.0
2024/05/31,01:00,1.02,0.0
2024/05/31,02:00,1.02,0.0
2024/05/31,03:00,1.01,0.0
2024/05/31,04:00,1.00,0.0
