Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
2024/07/31,09:00,0.85,0.0
2024/07/31,10:00,0.84,0.0
2024/07/31,11:00,0.83,0.0
2024/07/31,12:00,0.83,0.0
2024/07/31,13:00,0.81,0.0
2024/07/31,14:00,0.80,0.0
2024/07/31,15:00,0.79,0.0
2024/07/31,16:00,0.78,0.0
2024/07/31,17:00,0.78,0.0
2024/07/31,18:00,0.78,0.0
2024/07/31,19:00,0.79,0.0
2024/07/31,20:00,0.80,0.0
2024/07/31,21:00,0.81,0.0
2024/07/31,22:00,0.81,0.0
2024/07/31,23:00,0.81,0.0
