Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/02/01,00:00,1.26,0.0
2025/02/01,01:00,1.25,0.0
2025/02/01,02:00,1.24,0.0
2025/02/01,03:00,1.23,0.0
2025/02/01,04:00,1.23,0.0
2025/02/01,05:00,1.22,0.0
2025/02/01,06:00,1.23,0.0
2025/02/01,07:00,1.26,0.0
2025/02/01,08:00,1.31,0.0
2025/02/01,09:00,1.34,0.0
2025/02/01,10:00,1.36,0.0
2025/02/01,11:00,1.38,0.0
2025/02/01,12:00,1.37,0.0
2025/02/01,13:00,1.34,0.0
2025/02/01,14:00,1.31,0.0
2025/02/01,15:00,1.30,0.0
2025/02/01,16:00,1.29,0.0
2025/02/01,17:00,1.26,0.0
2025/02/01,18:00,1.25,0.0
2025/02/01,19:00,1.25,0.0
2025/02/01,20:00,S/D,0.0
2025/02/01,21:00,1.26,0.0
2025/02/01,22:00,1.28,0.0
2025/02/01,23:00,1.29,6.2
2025/02/02,00:00,1.28,2.1
2025/02/02,01:00,1.30,0.1
2025/02/02,02:00,1.29,1.0
2025/02/02,03:00,1.30,0.8
2025/02/02,04:00,1.56,0.0
2025/02/02,05:00,2.10,0.0
2025/02/02,06:00,2.13,0.0
2025/02/02,07:00,2.09,0.0
2025/02/02,08:00,2.10,0.0
2025/02/02,09:00,2.03,0.0
2025/02/02,10:00,1.98,0.0
2025/02/02,11:00,1.91,0.0
2025/02/02,12:00,1.83,0.0
2025/02/02,13:00,1.77,0.0
2025/02/02,14:00,1.73,0.0
2025/02/02,15:00,1.70,0.0
2025/02/02,16:00,1.73,0.0
2025/02/02,17:00,1.78,0.0
2025/02/02,18:00,1.92,0.0
2025/02/02,19:00,2.02,0.0
2025/02/02,20:00,2.07,0.0
2025/02/02,21:00,2.08,0.0
2025/02/02,22:00,2.05,0.0
2025/02/02,23:00,2.03,0.0
2025/02/03,00:00,1.97,0.0
2025/02/03,01:00,1.92,0.0
2025/02/03,02:00,1.88,0.0
