Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/12/17,14:00,S/D,0.0
2023/12/17,15:00,S/D,0.4
2023/12/17,16:00,S/D,0.0
2023/12/17,17:00,S/D,0.0
2023/12/17,18:00,S/D,0.0
2023/12/19,18:00,S/D,0.0
2023/12/19,19:00,S/D,0.0
2023/12/19,20:00,S/D,0.0
2023/12/19,21:00,S/D,2.2
2023/12/19,22:00,S/D,12.3
2023/12/19,23:00,S/D,0.0
2023/12/20,00:00,S/D,4.2
2023/12/20,01:00,S/D,0.0
2023/12/20,02:00,S/D,0.0
2023/12/20,03:00,S/D,0.0
2023/12/20,04:00,S/D,0.0
2023/12/20,05:00,S/D,0.0
2023/12/20,06:00,S/D,0.0
2023/12/20,07:00,S/D,0.0
2023/12/20,08:00,S/D,0.0
2023/12/20,09:00,S/D,0.0
2023/12/20,10:00,S/D,0.0
2023/12/20,11:00,S/D,0.0
2023/12/20,12:00,S/D,0.0
2023/12/20,13:00,S/D,0.0
2023/12/20,14:00,S/D,0.0
2023/12/20,15:00,S/D,0.0
2023/12/20,16:00,S/D,0.0
2023/12/20,17:00,S/D,0.0
2023/12/20,18:00,S/D,0.0
2023/12/20,20:00,S/D,0.0
2023/12/20,21:00,S/D,0.0
2023/12/20,22:00,S/D,0.0
2023/12/20,23:00,S/D,0.0
2023/12/21,00:00,S/D,0.0
2023/12/21,01:00,S/D,0.0
2023/12/22,10:00,S/D,0.0
2023/12/22,11:00,S/D,0.0
2023/12/22,15:00,S/D,0.0
2023/12/24,09:00,S/D,0.0
2023/12/24,10:00,S/D,0.0
2023/12/29,14:00,S/D,0.0
2023/12/29,15:00,S/D,0.0
2023/12/29,16:00,S/D,0.0
2023/12/29,17:00,S/D,0.0
2023/12/29,18:00,S/D,0.0
2023/12/29,19:00,S/D,0.5
2023/12/29,20:00,S/D,0.6
2023/12/29,21:00,S/D,1.1
2023/12/29,22:00,S/D,0.1
2023/12/29,23:00,S/D,0.0
2023/12/30,00:00,S/D,0.0
2023/12/30,01:00,S/D,0.0
2023/12/30,02:00,S/D,0.0
2023/12/30,03:00,S/D,0.0
2023/12/30,04:00,S/D,0.0
2023/12/30,05:00,S/D,0.8
2023/12/30,06:00,S/D,1.7
