Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2022/02/19,10:00,1.26,S/D
2022/02/19,11:00,1.26,0.0
2022/02/19,12:00,1.26,0.0
2022/02/19,13:00,1.26,0.0
2022/02/19,14:00,1.26,0.0
2022/02/19,15:00,1.25,0.0
2022/02/19,16:00,1.25,0.0
2022/02/19,17:00,1.25,0.0
2022/02/19,18:00,1.25,0.0
2022/02/19,19:00,1.25,0.0
2022/02/19,20:00,1.25,0.0
2022/02/19,21:00,1.24,0.0
2022/02/19,22:00,S/D,0.0
2022/02/19,23:00,1.24,0.0
2022/02/20,00:00,1.24,0.0
2022/02/20,01:00,1.24,0.0
2022/02/20,02:00,1.24,0.0
2022/02/20,03:00,1.24,0.0
2022/02/20,04:00,1.24,0.0
2022/02/20,05:00,1.24,0.0
2022/02/20,06:00,1.24,0.0
2022/02/20,07:00,1.23,0.0
2022/02/20,08:00,1.23,0.0
2022/02/20,09:00,1.23,0.0
2022/02/20,10:00,1.23,0.0
2022/02/20,11:00,1.23,0.0
2022/02/20,12:00,1.23,0.0
2022/02/20,13:00,1.23,0.0
2022/02/20,14:00,1.23,0.0
2022/02/20,15:00,1.22,0.0
2022/02/20,16:00,1.22,0.0
2022/02/20,17:00,1.22,0.0
2022/02/20,18:00,1.22,0.0
2022/02/20,19:00,1.22,0.0
2022/02/20,20:00,1.22,0.0
2022/02/20,21:00,1.22,0.0
2022/02/20,22:00,1.22,0.0
2022/02/20,23:00,1.21,0.0
2022/02/21,00:00,1.21,0.0
2022/02/21,01:00,1.21,0.0
2022/02/21,02:00,1.21,0.0
2022/02/21,03:00,1.21,0.0
2022/02/21,04:00,1.21,0.0
2022/02/21,05:00,1.21,0.0
2022/02/21,06:00,1.21,0.5
2022/02/21,07:00,1.22,22.1
2022/02/21,08:00,1.21,2.2
2022/02/21,09:00,1.21,0.0
2022/02/21,10:00,1.21,0.0
2022/02/21,11:00,1.20,0.0
2022/02/21,12:00,1.20,0.0
2022/02/21,13:00,1.20,0.0
2022/02/21,14:00,1.20,0.0
2022/02/21,15:00,1.20,0.0
2022/02/21,16:00,1.20,0.0
2022/02/21,17:00,1.20,0.0
2022/02/21,18:00,1.20,0.0
2022/02/21,19:00,1.20,0.0
2022/02/21,20:00,1.20,0.0
2022/02/21,21:00,1.19,0.0
2022/02/21,22:00,1.20,0.0
2022/02/21,23:00,1.19,0.0
2022/02/22,00:00,1.19,0.0
2022/02/22,01:00,1.19,0.0
2022/02/22,02:00,1.19,0.0
2022/02/22,03:00,1.19,0.0
2022/02/22,04:00,1.20,0.0
2022/02/22,05:00,1.20,0.0
2022/02/22,06:00,1.19,0.0
2022/02/22,07:00,1.19,0.0
2022/02/22,08:00,1.19,0.0
2022/02/22,09:00,1.19,0.0
2022/02/22,10:00,1.19,0.0
2022/02/22,11:00,1.19,0.0
2022/02/22,12:00,1.19,0.0
2022/02/22,13:00,1.19,0.0
2022/02/22,14:00,1.19,0.0
2022/02/22,15:00,1.19,0.0
2022/02/22,16:00,1.19,0.0
2022/02/22,17:00,1.19,0.0
2022/02/22,18:00,1.19,0.0
2022/02/22,19:00,1.19,0.0
2022/02/22,20:00,1.19,0.0
2022/02/22,21:00,1.19,0.0
2022/02/22,22:00,1.20,0.0
2022/02/22,23:00,1.20,0.0
2022/02/23,00:00,1.19,0.0
2022/02/23,01:00,1.20,0.0
2022/02/23,02:00,1.20,0.0
2022/02/23,03:00,1.20,0.0
2022/02/23,04:00,1.21,1.1
2022/02/23,05:00,1.21,0.1
2022/02/23,06:00,1.21,1.1
2022/02/23,07:00,1.21,0.5
2022/02/23,08:00,1.21,0.0
2022/02/23,09:00,1.22,0.0
2022/02/23,10:00,1.22,0.0
2022/02/23,11:00,1.22,0.0
2022/02/23,12:00,1.23,0.0
2022/02/23,13:00,1.23,0.1
2022/02/23,14:00,1.24,0.0
