Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/05/22,15:00,1.07,0.0
2025/05/22,16:00,1.06,0.1
2025/05/22,17:00,1.07,0.0
2025/05/22,18:00,1.06,0.0
2025/05/22,19:00,1.08,0.0
2025/05/22,20:00,1.08,0.0
2025/05/22,21:00,1.09,0.0
2025/05/22,22:00,1.10,0.0
2025/05/22,23:00,1.10,0.0
2025/05/23,00:00,1.10,0.0
2025/05/23,01:00,1.09,0.0
2025/05/23,02:00,1.09,0.0
2025/05/23,03:00,1.08,0.0
2025/05/23,04:00,1.08,0.0
2025/05/23,05:00,S/D,0.0
2025/05/23,06:00,1.10,0.1
2025/05/23,07:00,1.10,0.0
2025/05/23,08:00,1.10,0.0
2025/05/23,09:00,1.10,0.0
2025/05/23,10:00,1.10,0.0
2025/05/23,11:00,1.09,0.0
2025/05/23,12:00,1.08,0.0
2025/05/23,13:00,1.06,0.0
2025/05/23,14:00,1.05,0.0
2025/05/23,15:00,1.05,0.0
2025/05/23,16:00,1.05,0.0
2025/05/23,17:00,1.05,0.0
2025/05/23,18:00,1.05,0.8
2025/05/23,19:00,1.07,0.4
2025/05/23,20:00,1.08,0.0
2025/05/23,21:00,1.09,0.1
2025/05/23,22:00,1.09,0.5
2025/05/23,23:00,1.10,0.0
2025/05/24,00:00,1.09,0.0
2025/05/24,01:00,1.09,0.0
2025/05/24,02:00,1.08,0.0
2025/05/24,03:00,1.08,0.0
2025/05/24,04:00,1.08,0.0
2025/05/24,05:00,1.08,0.0
2025/05/24,06:00,1.08,0.0
2025/05/24,07:00,1.09,0.0
2025/05/24,08:00,1.10,0.0
2025/05/24,09:00,1.09,0.0
2025/05/24,10:00,1.09,0.0
2025/05/24,11:00,1.09,0.0
2025/05/24,12:00,1.08,0.0
2025/05/24,13:00,1.06,0.0
2025/05/24,14:00,1.06,0.0
2025/05/24,15:00,1.04,0.0
2025/05/24,16:00,1.04,0.0
2025/05/24,17:00,1.04,0.0
2025/05/24,18:00,1.04,0.0
2025/05/24,19:00,1.05,0.0
2025/05/24,20:00,1.06,0.0
2025/05/24,21:00,1.06,0.0
2025/05/24,22:00,1.06,0.0
2025/05/24,23:00,1.07,0.0
2025/05/25,00:00,1.07,0.0
2025/05/25,01:00,1.06,0.0
2025/05/25,02:00,1.07,0.0
2025/05/25,03:00,1.06,0.0
2025/05/25,04:00,1.06,0.0
2025/05/25,05:00,1.06,0.0
2025/05/25,06:00,1.07,0.0
2025/05/25,07:00,1.07,0.0
2025/05/25,08:00,1.08,0.0
2025/05/25,09:00,1.08,0.0
2025/05/25,10:00,1.08,0.0
2025/05/25,11:00,1.07,0.0
2025/05/25,12:00,1.05,0.0
2025/05/25,13:00,1.05,0.0
2025/05/25,14:00,1.03,0.0
2025/05/25,15:00,1.02,0.0
2025/05/25,16:00,1.02,0.0
2025/05/25,17:00,1.02,0.0
2025/05/25,18:00,1.03,0.7
2025/05/25,19:00,1.03,0.1
2025/05/25,20:00,1.04,0.0
2025/05/25,21:00,1.06,0.0
2025/05/25,22:00,1.06,0.0
2025/05/25,23:00,1.06,0.0
2025/05/26,00:00,1.06,0.0
