Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/07/01,00:00,4.46,0.4
2024/07/01,01:00,4.41,0.0
2024/07/01,02:00,4.43,0.0
2024/07/01,03:00,4.44,0.0
2024/07/01,04:00,4.47,0.0
2024/07/01,05:00,4.46,0.0
2024/07/01,06:00,4.48,0.0
2024/07/01,07:00,4.48,0.0
2024/07/01,08:00,4.51,0.0
2024/07/01,09:00,4.51,0.0
2024/07/01,10:00,4.53,0.1
2024/07/01,11:00,4.58,0.1
2024/07/01,12:00,4.57,0.0
2024/07/01,13:00,4.59,0.0
2024/07/01,14:00,4.76,0.0
2024/07/01,15:00,5.02,0.0
2024/07/01,16:00,5.13,0.0
2024/07/01,17:00,5.20,0.0
2024/07/01,18:00,5.23,0.0
2024/07/01,19:00,5.27,0.0
2024/07/01,20:00,5.31,0.0
2024/07/01,21:00,5.32,0.0
2024/07/01,22:00,5.31,0.0
2024/07/01,23:00,5.34,0.0
2024/07/02,00:00,5.32,0.8
2024/07/02,01:00,5.33,0.0
2024/07/02,02:00,5.32,0.0
2024/07/02,03:00,5.30,0.0
2024/07/02,04:00,5.23,0.0
2024/07/02,05:00,5.19,0.0
2024/07/02,06:00,5.16,0.1
2024/07/02,07:00,5.15,0.5
2024/07/02,08:00,5.12,2.8
2024/07/02,09:00,5.17,0.0
2024/07/02,10:00,5.17,0.0
2024/07/02,11:00,5.19,0.1
2024/07/02,12:00,5.21,0.0
2024/07/02,13:00,5.27,0.0
2024/07/02,14:00,5.27,0.0
2024/07/02,15:00,5.31,0.0
2024/07/02,16:00,5.31,0.0
2024/07/02,17:00,5.34,0.0
2024/07/02,18:00,5.47,0.0
2024/07/02,19:00,5.62,0.3
2024/07/02,20:00,5.65,0.0
2024/07/02,21:00,5.65,0.0
2024/07/02,22:00,5.69,0.0
2024/07/02,23:00,5.68,0.0
2024/07/03,00:00,5.79,0.1
2024/07/03,01:00,5.80,0.1
2024/07/03,02:00,5.86,0.0
2024/07/03,03:00,6.08,0.0
2024/07/03,04:00,6.35,0.0
2024/07/03,05:00,6.53,0.7
2024/07/03,06:00,6.73,1.2
2024/07/03,07:00,6.86,0.8
2024/07/03,08:00,6.87,0.1
2024/07/03,09:00,6.92,0.1
2024/07/03,10:00,6.84,0.2
2024/07/03,11:00,6.77,0.0
2024/07/03,12:00,6.68,0.0
2024/07/03,13:00,6.50,0.0
2024/07/03,14:00,6.39,0.0
2024/07/03,15:00,6.32,0.0
2024/07/03,16:00,6.26,0.0
2024/07/03,17:00,6.27,0.0
2024/07/03,18:00,6.23,0.0
2024/07/03,19:00,6.18,0.0
2024/07/03,20:00,6.12,0.0
2024/07/03,21:00,6.06,0.0
2024/07/03,22:00,5.96,0.0
2024/07/03,23:00,5.88,0.0
2024/07/04,00:00,5.81,0.0
2024/07/04,01:00,5.73,0.0
2024/07/04,02:00,5.69,0.0
2024/07/04,03:00,5.61,0.0
2024/07/04,04:00,5.56,0.0
2024/07/04,05:00,5.52,0.0
2024/07/04,06:00,5.45,0.0
2024/07/04,07:00,5.41,0.0
2024/07/04,08:00,5.36,0.1
2024/07/04,09:00,5.33,0.2
2024/07/04,10:00,5.32,0.0
2024/07/04,11:00,5.29,0.0
2024/07/04,12:00,5.26,0.0
2024/07/04,13:00,5.19,0.0
2024/07/04,14:00,5.14,0.0
2024/07/04,15:00,5.14,0.0
2024/07/04,16:00,5.04,0.0
2024/07/04,17:00,5.05,0.0
2024/07/04,18:00,5.02,0.0
2024/07/04,19:00,4.98,0.0
2024/07/04,20:00,4.96,0.0
2024/07/04,21:00,4.94,0.0
2024/07/04,22:00,4.92,0.0
2024/07/04,23:00,4.90,0.0
2024/07/05,00:00,4.88,0.0
2024/07/05,01:00,4.88,0.0
2024/07/05,02:00,4.87,0.0
2024/07/05,03:00,4.85,0.0
2024/07/05,04:00,4.78,0.0
2024/07/05,05:00,4.77,0.0
2024/07/05,06:00,4.78,0.0
2024/07/05,07:00,4.75,0.0
2024/07/05,08:00,4.74,0.0
2024/07/05,09:00,4.70,0.0
2024/07/05,10:00,4.67,0.0
2024/07/05,11:00,4.65,0.0
2024/07/05,12:00,4.65,0.0
2024/07/05,13:00,4.63,0.0
2024/07/05,14:00,4.63,0.0
2024/07/05,15:00,4.63,0.0
2024/07/05,16:00,4.61,0.0
2024/07/05,17:00,4.61,0.0
2024/07/05,18:00,4.59,0.0
2024/07/05,19:00,4.56,0.0
2024/07/05,20:00,4.58,0.0
2024/07/05,21:00,4.56,0.0
2024/07/05,22:00,4.56,0.0
2024/07/05,23:00,4.53,0.0
2024/07/06,00:00,4.54,0.0
2024/07/06,01:00,4.55,0.8
2024/07/06,02:00,4.54,0.1
2024/07/06,03:00,4.53,0.1
2024/07/06,04:00,4.57,0.0
2024/07/06,05:00,4.57,0.0
2024/07/06,06:00,4.55,0.5
2024/07/06,07:00,4.54,0.0
2024/07/06,08:00,4.50,0.2
2024/07/06,09:00,4.51,0.1
2024/07/06,10:00,4.51,0.0
2024/07/06,11:00,4.50,0.0
2024/07/06,12:00,4.50,0.0
2024/07/06,13:00,4.47,0.0
2024/07/06,14:00,4.49,0.0
2024/07/06,15:00,4.49,0.0
2024/07/06,16:00,4.52,0.0
2024/07/06,17:00,4.52,0.0
2024/07/06,18:00,4.52,0.0
2024/07/06,19:00,4.60,0.0
2024/07/06,20:00,4.58,0.0
2024/07/06,21:00,4.62,0.0
2024/07/06,22:00,4.68,0.0
2024/07/06,23:00,4.71,0.0
2024/07/07,00:00,4.65,0.0
2024/07/07,01:00,4.67,0.0
2024/07/07,02:00,4.69,0.7
2024/07/07,03:00,4.68,5.9
2024/07/07,04:00,4.77,3.3
2024/07/07,05:00,4.89,1.5
2024/07/07,06:00,5.00,2.2
2024/07/07,07:00,5.05,0.1
2024/07/07,08:00,5.12,0.0
2024/07/07,09:00,5.05,0.2
2024/07/07,10:00,5.01,0.0
2024/07/07,11:00,5.01,0.0
2024/07/07,12:00,4.97,0.0
2024/07/07,13:00,4.95,0.1
2024/07/07,14:00,4.89,0.0
2024/07/07,15:00,4.90,0.0
2024/07/07,16:00,4.88,0.0
2024/07/07,17:00,4.81,0.0
2024/07/07,18:00,4.82,0.0
2024/07/07,19:00,4.80,0.0
2024/07/07,20:00,4.84,0.0
2024/07/07,21:00,4.86,0.0
2024/07/07,22:00,4.90,0.0
2024/07/07,23:00,4.89,0.0
2024/07/08,00:00,4.90,0.0
2024/07/08,01:00,4.86,0.0
2024/07/08,02:00,4.90,0.0
2024/07/08,03:00,4.92,0.0
2024/07/08,04:00,4.89,0.0
2024/07/08,05:00,4.85,0.0
2024/07/08,06:00,4.83,0.0
2024/07/08,07:00,4.82,0.0
2024/07/08,08:00,4.86,0.0
2024/07/08,09:00,4.88,0.0
2024/07/08,10:00,4.92,0.0
2024/07/08,11:00,5.00,0.0
2024/07/08,12:00,5.11,0.0
2024/07/08,13:00,5.45,0.0
2024/07/08,14:00,5.91,0.0
2024/07/08,15:00,6.30,0.0
2024/07/08,16:00,6.42,0.0
2024/07/08,17:00,6.44,0.0
2024/07/08,18:00,6.39,0.0
2024/07/08,19:00,6.28,0.0
2024/07/08,20:00,6.19,0.0
2024/07/08,21:00,6.11,0.0
2024/07/08,22:00,5.99,0.0
2024/07/08,23:00,5.89,0.0
2024/07/09,00:00,5.73,0.0
2024/07/09,01:00,5.64,0.0
2024/07/09,02:00,5.54,0.0
2024/07/09,03:00,5.47,0.1
2024/07/09,04:00,5.45,0.0
2024/07/09,05:00,5.37,0.0
2024/07/09,06:00,5.30,0.0
2024/07/09,07:00,5.28,0.0
2024/07/09,08:00,5.23,0.0
2024/07/09,09:00,5.18,0.0
2024/07/09,10:00,5.12,0.0
2024/07/09,11:00,5.10,0.0
2024/07/09,12:00,5.06,0.0
2024/07/09,13:00,5.01,0.0
2024/07/09,14:00,4.98,0.0
2024/07/09,15:00,4.96,0.0
2024/07/09,16:00,4.91,0.0
2024/07/09,17:00,4.87,0.0
2024/07/09,18:00,4.87,0.0
2024/07/09,19:00,4.82,0.0
2024/07/09,20:00,4.83,0.0
2024/07/09,21:00,4.81,0.0
2024/07/09,22:00,4.77,0.0
2024/07/09,23:00,4.76,0.0
2024/07/10,00:00,4.71,3.3
2024/07/10,01:00,4.70,6.4
2024/07/10,02:00,4.65,0.7
2024/07/10,03:00,4.62,0.6
2024/07/10,04:00,4.63,6.5
2024/07/10,05:00,4.61,11.6
2024/07/10,06:00,4.61,9.7
2024/07/10,07:00,4.64,1.0
2024/07/10,08:00,4.57,0.2
2024/07/10,09:00,4.60,0.0
2024/07/10,10:00,4.55,0.1
2024/07/10,11:00,4.56,0.0
2024/07/10,12:00,4.58,0.0
2024/07/10,13:00,4.51,0.0
2024/07/10,14:00,4.48,0.0
2024/07/10,15:00,4.50,0.0
2024/07/10,16:00,4.49,0.0
2024/07/10,17:00,4.46,0.1
2024/07/10,18:00,4.51,0.0
2024/07/10,19:00,4.57,0.2
2024/07/10,20:00,4.55,0.0
2024/07/10,21:00,4.55,0.0
2024/07/10,22:00,4.52,0.0
2024/07/10,23:00,4.50,0.1
2024/07/11,00:00,4.45,0.0
2024/07/11,01:00,4.52,0.0
2024/07/11,02:00,4.50,0.0
2024/07/11,03:00,4.50,0.0
2024/07/11,04:00,4.48,0.0
2024/07/11,05:00,4.46,0.1
2024/07/11,06:00,4.46,0.4
2024/07/11,07:00,4.48,0.3
2024/07/11,08:00,4.47,0.2
2024/07/11,09:00,4.48,0.2
2024/07/11,10:00,4.46,0.1
2024/07/11,11:00,4.47,0.0
2024/07/11,12:00,4.47,0.0
2024/07/11,13:00,4.47,0.0
2024/07/11,14:00,4.48,0.0
2024/07/11,15:00,4.49,0.0
2024/07/11,16:00,4.47,0.0
2024/07/11,17:00,4.46,0.0
2024/07/11,18:00,4.43,0.0
2024/07/11,19:00,4.48,0.0
2024/07/11,20:00,4.44,0.0
2024/07/11,21:00,4.45,0.0
2024/07/11,22:00,4.43,0.0
2024/07/11,23:00,4.44,0.0
2024/07/12,00:00,4.42,0.0
2024/07/12,01:00,4.42,0.0
2024/07/12,02:00,4.40,0.0
2024/07/12,03:00,4.39,0.0
2024/07/12,04:00,4.38,0.0
2024/07/12,05:00,4.40,0.0
2024/07/12,06:00,4.39,0.0
2024/07/12,07:00,4.34,0.0
2024/07/12,08:00,4.36,0.0
2024/07/12,09:00,4.37,0.0
2024/07/12,10:00,4.36,0.0
2024/07/12,11:00,4.33,0.0
2024/07/12,12:00,4.34,0.0
2024/07/12,13:00,4.32,0.0
2024/07/12,14:00,4.33,0.0
2024/07/12,15:00,4.34,0.0
2024/07/12,16:00,4.33,0.0
2024/07/12,17:00,4.36,0.0
2024/07/12,18:00,4.36,0.0
2024/07/12,19:00,4.34,0.0
2024/07/12,20:00,4.34,0.0
2024/07/12,21:00,4.34,0.0
2024/07/12,22:00,4.34,0.0
2024/07/12,23:00,4.30,0.0
2024/07/13,00:00,4.35,0.0
2024/07/13,01:00,4.34,0.4
2024/07/13,02:00,4.33,0.1
2024/07/13,03:00,4.34,0.2
2024/07/13,04:00,4.38,0.0
2024/07/13,05:00,4.41,0.0
2024/07/13,06:00,4.41,0.0
2024/07/13,07:00,4.42,0.0
2024/07/13,08:00,4.43,0.0
2024/07/13,09:00,4.45,0.0
2024/07/13,10:00,4.45,0.0
2024/07/13,11:00,4.48,0.0
2024/07/13,12:00,4.45,0.0
2024/07/13,13:00,4.46,0.0
2024/07/13,14:00,4.49,0.0
2024/07/13,15:00,4.52,0.0
2024/07/13,16:00,4.53,0.0
2024/07/13,17:00,4.55,0.0
2024/07/13,18:00,4.53,0.0
2024/07/13,19:00,4.58,0.0
2024/07/13,20:00,4.66,0.2
2024/07/13,21:00,4.97,0.6
2024/07/13,22:00,5.09,0.0
2024/07/13,23:00,5.13,0.0
2024/07/14,00:00,5.15,0.0
2024/07/14,01:00,5.31,0.0
2024/07/14,02:00,5.66,0.2
2024/07/14,03:00,5.96,0.1
2024/07/14,04:00,6.07,0.3
2024/07/14,05:00,6.03,0.3
2024/07/14,06:00,6.02,0.0
2024/07/14,07:00,5.98,0.1
2024/07/14,08:00,5.86,0.0
2024/07/14,09:00,5.78,0.0
2024/07/14,10:00,5.67,0.0
2024/07/14,11:00,5.53,0.0
2024/07/14,12:00,5.46,0.0
2024/07/14,13:00,5.34,0.0
2024/07/14,14:00,5.24,0.0
2024/07/14,15:00,5.13,0.0
2024/07/14,16:00,5.04,0.0
2024/07/14,17:00,4.98,0.0
2024/07/14,18:00,4.98,0.1
2024/07/14,19:00,4.94,0.0
2024/07/14,20:00,4.87,0.0
2024/07/14,21:00,4.88,1.7
2024/07/14,22:00,4.86,0.4
2024/07/14,23:00,4.84,0.0
2024/07/15,00:00,4.87,0.0
2024/07/15,01:00,4.86,0.0
2024/07/15,02:00,4.81,0.0
2024/07/15,03:00,4.81,0.0
2024/07/15,04:00,4.78,0.3
2024/07/15,05:00,4.76,0.3
2024/07/15,06:00,4.80,0.2
2024/07/15,07:00,4.82,0.0
2024/07/15,08:00,4.94,0.0
2024/07/15,09:00,5.03,0.0
2024/07/15,10:00,5.11,1.4
2024/07/15,11:00,5.07,0.0
2024/07/15,12:00,5.06,0.0
2024/07/15,13:00,5.00,0.0
2024/07/15,14:00,4.93,0.0
2024/07/15,15:00,4.93,0.0
2024/07/15,16:00,4.85,0.0
2024/07/15,17:00,4.83,0.0
2024/07/15,18:00,4.76,0.0
2024/07/15,19:00,4.76,0.4
2024/07/15,20:00,4.75,0.0
2024/07/15,21:00,4.70,0.0
2024/07/15,22:00,4.65,0.0
2024/07/15,23:00,4.63,0.0
2024/07/16,00:00,4.63,0.0
2024/07/16,01:00,4.60,0.0
2024/07/16,02:00,4.59,0.0
2024/07/16,03:00,4.54,0.0
2024/07/16,04:00,4.51,0.0
2024/07/16,05:00,4.51,0.0
2024/07/16,06:00,4.51,0.0
2024/07/16,07:00,4.50,0.0
2024/07/16,08:00,4.51,0.0
2024/07/16,09:00,4.49,0.0
2024/07/16,10:00,4.48,0.0
2024/07/16,11:00,4.46,0.0
2024/07/16,12:00,4.46,0.0
