Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/03/01,00:00,6.04,0.0
2024/03/01,01:00,6.05,0.0
2024/03/01,02:00,6.00,0.0
2024/03/01,03:00,6.02,0.0
2024/03/01,04:00,6.05,0.0
2024/03/01,05:00,6.28,0.1
2024/03/01,06:00,6.39,0.1
2024/03/01,07:00,6.39,0.0
2024/03/01,08:00,6.44,0.4
2024/03/01,09:00,6.40,0.0
2024/03/01,10:00,6.43,0.0
2024/03/01,11:00,6.43,0.2
2024/03/01,12:00,6.44,1.3
2024/03/01,13:00,6.43,0.0
2024/03/01,14:00,6.45,0.0
2024/03/01,15:00,6.55,0.0
2024/03/01,16:00,6.79,0.0
2024/03/01,17:00,7.04,0.0
2024/03/01,18:00,7.34,0.0
2024/03/01,19:00,7.57,0.0
2024/03/01,20:00,7.81,0.0
2024/03/01,21:00,7.97,2.2
2024/03/01,22:00,8.11,5.6
2024/03/01,23:00,8.27,3.8
2024/03/02,00:00,8.43,0.1
2024/03/02,01:00,8.54,0.1
2024/03/02,02:00,8.55,0.0
2024/03/02,03:00,8.40,0.0
2024/03/02,04:00,8.23,0.0
2024/03/02,05:00,8.17,0.1
2024/03/02,06:00,8.17,0.3
2024/03/02,07:00,8.25,0.0
2024/03/02,08:00,8.31,0.0
2024/03/02,09:00,8.32,0.2
2024/03/02,10:00,8.36,0.0
2024/03/02,11:00,8.50,0.0
2024/03/02,12:00,8.64,0.0
2024/03/02,13:00,8.87,0.0
2024/03/02,14:00,8.91,0.0
2024/03/02,15:00,8.93,0.0
2024/03/02,16:00,8.91,0.0
2024/03/02,17:00,8.93,0.0
2024/03/02,18:00,8.90,0.0
2024/03/02,19:00,8.95,0.0
2024/03/02,20:00,9.00,0.0
2024/03/02,21:00,9.03,0.0
2024/03/02,22:00,9.16,0.0
2024/03/02,23:00,9.18,0.0
2024/03/03,00:00,9.19,0.0
2024/03/03,01:00,9.29,0.0
2024/03/03,02:00,9.29,0.0
2024/03/03,03:00,9.38,0.0
2024/03/03,04:00,9.40,0.0
2024/03/03,05:00,9.58,0.0
2024/03/03,06:00,9.61,0.0
2024/03/03,07:00,9.68,0.0
2024/03/03,08:00,9.71,0.0
2024/03/03,09:00,9.70,0.0
2024/03/03,10:00,9.72,0.0
2024/03/03,11:00,9.78,0.0
2024/03/03,12:00,9.75,0.0
2024/03/03,13:00,9.71,0.0
2024/03/03,14:00,9.84,0.0
2024/03/03,15:00,9.85,0.0
2024/03/03,16:00,9.81,0.0
2024/03/03,17:00,9.84,0.0
2024/03/03,18:00,9.87,0.0
2024/03/03,19:00,9.83,0.0
2024/03/03,20:00,9.82,0.0
2024/03/03,21:00,9.72,0.0
2024/03/03,22:00,9.65,0.0
2024/03/03,23:00,9.61,0.0
2024/03/04,00:00,9.52,0.0
2024/03/04,01:00,9.56,0.0
2024/03/04,02:00,9.55,0.0
2024/03/04,03:00,9.55,0.0
2024/03/04,04:00,9.51,0.0
2024/03/04,05:00,9.48,0.0
2024/03/04,06:00,9.50,0.0
2024/03/04,07:00,9.42,0.0
2024/03/04,08:00,9.50,0.0
2024/03/04,09:00,9.48,0.0
2024/03/04,10:00,9.61,0.0
2024/03/04,11:00,9.58,0.0
2024/03/04,12:00,9.70,0.0
2024/03/04,13:00,9.72,1.4
2024/03/04,14:00,9.77,0.4
2024/03/04,15:00,9.77,0.0
2024/03/04,16:00,9.82,0.0
2024/03/04,17:00,9.85,0.0
2024/03/04,18:00,9.84,0.0
2024/03/04,19:00,9.88,0.0
2024/03/04,20:00,9.90,0.0
2024/03/04,21:00,9.95,0.0
2024/03/04,22:00,10.17,0.0
2024/03/04,23:00,10.26,0.0
2024/03/05,00:00,10.36,0.0
2024/03/05,01:00,10.53,0.0
2024/03/05,02:00,10.60,0.0
2024/03/05,03:00,10.58,0.0
2024/03/05,04:00,10.56,0.0
2024/03/05,05:00,10.58,0.0
2024/03/05,06:00,10.59,0.0
2024/03/05,07:00,10.59,0.1
2024/03/05,08:00,10.54,0.0
2024/03/05,09:00,10.55,0.0
2024/03/05,10:00,10.60,0.1
2024/03/05,11:00,10.61,0.0
2024/03/05,12:00,10.54,0.0
2024/03/05,13:00,10.55,0.0
2024/03/05,14:00,10.50,0.0
2024/03/05,15:00,10.39,0.0
2024/03/05,16:00,10.35,0.0
2024/03/05,17:00,10.29,0.0
2024/03/05,18:00,10.20,0.0
2024/03/05,19:00,10.11,0.0
2024/03/05,20:00,10.08,0.0
2024/03/05,21:00,10.08,0.0
2024/03/05,22:00,9.97,0.0
2024/03/05,23:00,9.93,0.0
2024/03/06,00:00,9.96,0.0
2024/03/06,01:00,9.86,0.0
2024/03/06,02:00,9.87,0.0
2024/03/06,03:00,9.83,0.0
2024/03/06,04:00,9.80,0.0
2024/03/06,05:00,9.79,0.0
2024/03/06,06:00,9.74,0.0
2024/03/06,07:00,9.77,0.0
2024/03/06,08:00,9.67,0.0
2024/03/06,09:00,9.61,0.0
2024/03/06,10:00,9.68,0.0
2024/03/06,11:00,9.61,0.0
2024/03/06,12:00,9.56,0.0
2024/03/06,13:00,9.51,0.0
2024/03/06,14:00,9.48,0.0
2024/03/06,15:00,9.47,0.0
2024/03/06,16:00,9.45,0.0
2024/03/06,17:00,9.35,0.0
2024/03/06,18:00,9.29,0.0
2024/03/06,19:00,9.27,0.0
2024/03/06,20:00,9.40,0.0
2024/03/06,21:00,9.44,0.0
2024/03/06,22:00,9.51,0.0
2024/03/06,23:00,9.64,0.0
2024/03/07,00:00,9.79,0.0
2024/03/07,01:00,10.00,0.0
2024/03/07,02:00,10.07,0.0
2024/03/07,03:00,10.18,0.0
2024/03/07,04:00,10.31,0.0
2024/03/07,05:00,10.38,0.0
2024/03/07,06:00,10.46,0.0
2024/03/07,07:00,10.44,0.0
2024/03/07,08:00,10.33,0.0
2024/03/07,09:00,10.17,0.0
2024/03/07,10:00,9.97,0.0
2024/03/07,11:00,9.86,0.0
2024/03/07,12:00,9.71,0.0
2024/03/07,13:00,9.51,0.0
2024/03/07,14:00,9.47,0.0
2024/03/07,15:00,9.34,0.0
2024/03/07,16:00,9.30,0.0
2024/03/07,17:00,9.27,0.0
2024/03/07,18:00,9.22,0.0
2024/03/07,19:00,9.14,0.0
2024/03/07,20:00,9.11,0.0
2024/03/07,21:00,9.07,0.0
2024/03/07,22:00,9.03,0.0
2024/03/07,23:00,8.99,0.0
2024/03/08,00:00,9.01,0.0
2024/03/08,01:00,9.03,0.0
2024/03/08,02:00,9.04,0.0
2024/03/08,03:00,9.00,0.0
2024/03/08,04:00,9.07,0.0
2024/03/08,05:00,9.06,0.0
2024/03/08,06:00,9.08,0.0
2024/03/08,07:00,9.10,0.0
2024/03/08,08:00,9.17,0.0
2024/03/08,09:00,9.22,0.0
2024/03/08,10:00,9.30,0.0
2024/03/08,11:00,9.38,0.0
2024/03/08,12:00,9.29,0.0
2024/03/08,13:00,9.27,0.0
2024/03/08,14:00,9.22,0.0
2024/03/08,15:00,9.12,0.2
2024/03/08,16:00,9.09,2.7
2024/03/08,17:00,9.10,0.0
2024/03/08,18:00,9.03,0.0
2024/03/08,19:00,9.10,0.0
2024/03/08,20:00,9.11,0.2
2024/03/08,21:00,9.19,0.0
2024/03/08,22:00,9.34,0.0
2024/03/08,23:00,9.40,0.0
2024/03/09,00:00,9.52,0.0
2024/03/09,01:00,9.51,0.0
2024/03/09,02:00,9.61,0.3
2024/03/09,03:00,9.70,0.1
2024/03/09,04:00,9.82,0.0
2024/03/09,05:00,9.84,0.0
2024/03/09,06:00,9.91,0.0
2024/03/09,07:00,10.07,0.0
2024/03/09,08:00,10.12,0.0
2024/03/09,09:00,10.24,0.0
2024/03/09,10:00,10.32,0.0
2024/03/09,11:00,10.29,0.0
2024/03/09,12:00,10.17,0.0
2024/03/09,13:00,10.06,0.0
2024/03/09,14:00,9.91,0.0
2024/03/09,15:00,9.76,0.0
2024/03/09,16:00,9.61,0.0
2024/03/09,17:00,9.46,0.0
2024/03/09,18:00,9.31,0.0
2024/03/09,19:00,9.24,0.0
2024/03/09,20:00,9.16,0.0
2024/03/09,21:00,9.13,0.0
2024/03/09,22:00,8.97,0.0
2024/03/09,23:00,8.94,0.0
2024/03/10,00:00,8.84,0.0
2024/03/10,01:00,8.87,0.0
2024/03/10,02:00,8.79,0.0
2024/03/10,03:00,8.72,0.0
2024/03/10,04:00,S/D,0.0
2024/03/10,05:00,S/D,0.0
2024/03/10,06:00,8.68,0.0
2024/03/10,07:00,8.62,0.2
2024/03/10,08:00,8.61,0.0
2024/03/10,09:00,8.60,0.0
2024/03/10,10:00,8.57,0.0
2024/03/10,11:00,8.51,0.0
2024/03/10,12:00,8.57,0.0
2024/03/10,13:00,8.47,0.0
2024/03/10,14:00,8.47,0.0
2024/03/10,15:00,8.46,0.0
2024/03/10,16:00,8.39,0.0
2024/03/10,17:00,8.37,0.0
2024/03/10,18:00,8.40,0.0
2024/03/10,19:00,S/D,0.0
2024/03/10,20:00,8.47,0.0
2024/03/10,21:00,8.62,0.0
2024/03/10,22:00,8.70,0.0
2024/03/10,23:00,8.70,0.0
2024/03/11,00:00,8.68,0.0
2024/03/11,01:00,8.61,0.0
2024/03/11,02:00,8.58,0.0
2024/03/11,03:00,8.47,3.6
2024/03/11,04:00,8.48,3.9
2024/03/11,05:00,8.38,0.8
2024/03/11,06:00,8.33,0.1
2024/03/11,07:00,8.38,0.0
2024/03/11,08:00,8.40,0.0
2024/03/11,09:00,8.40,0.0
2024/03/11,10:00,8.42,0.0
2024/03/11,11:00,8.41,0.0
2024/03/11,12:00,8.37,0.0
2024/03/11,13:00,S/D,0.0
2024/03/11,14:00,8.35,0.1
2024/03/11,15:00,8.31,0.0
2024/03/11,16:00,8.30,0.3
2024/03/11,17:00,8.33,0.0
2024/03/11,18:00,8.45,0.0
2024/03/11,19:00,8.46,0.0
2024/03/11,20:00,8.47,0.0
2024/03/11,21:00,8.56,0.0
2024/03/11,22:00,8.62,0.0
2024/03/11,23:00,8.68,0.0
2024/03/12,00:00,8.65,0.0
2024/03/12,01:00,8.63,0.0
2024/03/12,02:00,8.67,0.0
2024/03/12,03:00,8.57,0.0
2024/03/12,04:00,8.49,0.0
2024/03/12,05:00,8.45,0.0
2024/03/12,06:00,8.36,0.0
2024/03/12,07:00,S/D,0.0
2024/03/12,08:00,8.25,0.1
2024/03/12,09:00,8.23,0.0
2024/03/12,10:00,8.22,0.1
2024/03/12,11:00,8.23,0.0
2024/03/12,12:00,8.15,0.0
2024/03/12,13:00,8.12,0.0
2024/03/12,14:00,8.11,0.0
2024/03/12,15:00,8.10,0.0
2024/03/12,16:00,8.09,0.9
2024/03/12,17:00,8.16,0.0
2024/03/12,18:00,8.22,0.0
2024/03/12,19:00,8.21,0.0
2024/03/12,20:00,8.18,0.1
2024/03/12,21:00,8.18,0.0
2024/03/12,22:00,8.13,0.0
2024/03/12,23:00,8.07,0.1
2024/03/13,00:00,8.02,0.0
2024/03/13,01:00,7.99,0.6
2024/03/13,02:00,7.96,0.1
2024/03/13,03:00,8.03,0.0
2024/03/13,04:00,8.05,0.0
2024/03/13,05:00,8.04,0.0
2024/03/13,06:00,8.07,0.0
2024/03/13,07:00,8.14,0.0
2024/03/13,08:00,8.27,0.1
2024/03/13,09:00,8.38,0.0
2024/03/13,10:00,8.45,0.1
2024/03/13,11:00,8.40,0.0
2024/03/13,12:00,8.36,0.0
2024/03/13,13:00,8.38,0.0
2024/03/13,14:00,8.34,0.0
2024/03/13,15:00,8.27,0.0
2024/03/13,16:00,8.29,0.0
2024/03/13,17:00,8.25,0.0
2024/03/13,18:00,8.21,0.0
2024/03/13,19:00,8.14,0.0
2024/03/13,20:00,8.09,0.0
2024/03/13,21:00,8.06,0.0
2024/03/13,22:00,8.06,0.0
2024/03/13,23:00,8.04,0.1
2024/03/14,00:00,8.03,0.3
2024/03/14,01:00,8.07,0.3
2024/03/14,02:00,8.04,1.0
2024/03/14,03:00,8.17,2.4
2024/03/14,04:00,8.19,1.5
2024/03/14,05:00,8.26,0.3
2024/03/14,06:00,8.46,0.7
2024/03/14,07:00,8.67,2.8
2024/03/14,08:00,8.86,5.1
2024/03/14,09:00,8.96,2.3
2024/03/14,10:00,8.98,7.0
2024/03/14,11:00,9.05,2.1
2024/03/14,12:00,9.00,0.1
2024/03/14,13:00,8.95,0.1
2024/03/14,14:00,8.98,0.0
2024/03/14,15:00,9.02,0.5
2024/03/14,16:00,9.10,1.2
2024/03/14,17:00,9.23,1.1
2024/03/14,18:00,9.28,2.2
2024/03/14,19:00,9.31,1.5
2024/03/14,20:00,9.35,0.1
2024/03/14,21:00,9.32,0.0
2024/03/14,22:00,9.33,0.0
2024/03/14,23:00,9.29,0.0
2024/03/15,00:00,9.29,0.0
2024/03/15,01:00,9.36,0.0
2024/03/15,02:00,9.38,0.0
2024/03/15,03:00,9.42,0.0
2024/03/15,04:00,9.64,0.0
2024/03/15,05:00,9.85,0.0
2024/03/15,06:00,10.28,0.0
2024/03/15,07:00,10.86,0.3
2024/03/15,08:00,11.33,0.3
2024/03/15,09:00,11.59,0.4
2024/03/15,10:00,11.81,0.0
2024/03/15,11:00,11.82,0.0
2024/03/15,12:00,11.87,0.0
2024/03/15,13:00,11.74,0.1
2024/03/15,14:00,11.55,0.0
2024/03/15,15:00,11.23,0.0
2024/03/15,16:00,10.91,0.0
2024/03/15,17:00,10.55,0.0
2024/03/15,18:00,10.26,0.0
2024/03/15,19:00,9.97,0.0
2024/03/15,20:00,9.83,0.0
2024/03/15,21:00,9.61,0.0
2024/03/15,22:00,9.48,0.0
2024/03/15,23:00,9.40,0.0
2024/03/16,00:00,9.27,0.0
2024/03/16,01:00,9.09,0.0
2024/03/16,02:00,9.01,0.0
2024/03/16,03:00,8.98,0.0
2024/03/16,04:00,8.89,0.0
2024/03/16,05:00,8.82,0.0
2024/03/16,06:00,8.72,0.0
2024/03/16,07:00,8.70,0.0
2024/03/16,08:00,8.57,0.0
2024/03/16,09:00,8.48,0.0
2024/03/16,10:00,8.41,0.0
2024/03/16,11:00,8.42,0.0
2024/03/16,12:00,8.40,0.0
2024/03/16,13:00,8.37,0.0
2024/03/16,14:00,8.35,0.0
2024/03/16,15:00,8.28,0.0
2024/03/16,16:00,8.28,0.0
2024/03/16,17:00,8.27,0.0
2024/03/16,18:00,8.23,0.0
2024/03/16,19:00,8.15,0.0
2024/03/16,20:00,8.10,0.0
2024/03/16,21:00,8.09,0.0
2024/03/16,22:00,8.06,0.0
2024/03/16,23:00,8.00,0.0
2024/03/17,00:00,7.98,0.0
2024/03/17,01:00,7.97,0.0
2024/03/17,02:00,7.96,0.0
2024/03/17,03:00,7.90,0.0
2024/03/17,04:00,7.87,0.0
2024/03/17,05:00,7.83,0.0
2024/03/17,06:00,7.81,0.0
2024/03/17,07:00,7.76,0.0
2024/03/17,08:00,7.72,0.0
2024/03/17,09:00,7.71,0.0
2024/03/17,10:00,7.69,0.1
2024/03/17,11:00,7.67,0.0
2024/03/17,12:00,7.66,0.0
2024/03/17,13:00,7.63,0.0
2024/03/17,14:00,7.62,0.0
2024/03/17,15:00,7.65,0.0
2024/03/17,16:00,7.61,0.0
2024/03/17,17:00,7.61,0.0
2024/03/17,18:00,7.62,0.0
2024/03/17,19:00,7.52,0.0
2024/03/17,20:00,7.54,0.0
2024/03/17,21:00,7.54,0.0
2024/03/17,22:00,7.50,0.0
2024/03/17,23:00,7.47,0.0
2024/03/18,00:00,7.44,0.0
2024/03/18,01:00,7.41,0.0
2024/03/18,02:00,7.42,0.0
2024/03/18,03:00,7.40,0.0
2024/03/18,04:00,7.38,0.0
2024/03/18,05:00,7.36,0.0
2024/03/18,06:00,7.29,0.0
2024/03/18,07:00,7.25,0.0
2024/03/18,08:00,7.29,0.0
2024/03/18,09:00,7.26,0.0
2024/03/18,10:00,7.22,0.0
2024/03/18,11:00,7.22,0.0
2024/03/18,12:00,7.20,0.0
2024/03/18,13:00,7.20,0.0
2024/03/18,14:00,7.17,0.0
2024/03/18,15:00,7.18,0.0
2024/03/18,16:00,7.16,0.0
2024/03/18,17:00,7.13,0.0
2024/03/18,18:00,7.10,0.0
2024/03/18,19:00,7.13,0.0
2024/03/18,20:00,7.18,0.0
2024/03/18,21:00,7.20,0.0
2024/03/18,22:00,7.28,0.0
2024/03/18,23:00,7.33,0.0
2024/03/19,00:00,7.37,0.0
2024/03/19,01:00,7.32,0.0
2024/03/19,02:00,7.37,0.0
2024/03/19,03:00,7.38,0.0
2024/03/19,04:00,7.35,0.0
2024/03/19,05:00,7.36,0.0
2024/03/19,06:00,7.36,0.0
2024/03/19,07:00,7.39,0.0
2024/03/19,08:00,7.33,0.0
2024/03/19,09:00,7.37,0.0
2024/03/19,10:00,7.27,0.0
2024/03/19,11:00,7.26,5.3
2024/03/19,12:00,7.23,0.1
2024/03/19,13:00,7.21,0.0
2024/03/19,14:00,7.26,0.0
2024/03/19,15:00,7.20,0.0
2024/03/19,16:00,7.17,0.0
2024/03/19,17:00,7.23,0.0
2024/03/19,18:00,7.25,0.0
2024/03/19,19:00,7.21,0.0
2024/03/19,20:00,7.26,0.0
2024/03/19,21:00,7.30,0.0
2024/03/19,22:00,7.34,0.0
2024/03/19,23:00,7.33,0.0
2024/03/20,00:00,7.34,0.0
2024/03/20,01:00,7.38,0.1
