Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/05/01,00:00,6.10,0.0
2024/05/01,01:00,6.11,0.0
2024/05/01,02:00,6.07,0.0
2024/05/01,03:00,6.08,0.0
2024/05/01,04:00,6.12,3.9
2024/05/01,05:00,6.20,1.6
2024/05/01,06:00,6.29,0.4
2024/05/01,07:00,6.38,0.0
2024/05/01,08:00,6.52,0.0
2024/05/01,09:00,6.54,0.0
2024/05/01,10:00,6.54,0.0
2024/05/01,11:00,6.49,0.0
2024/05/01,12:00,6.50,0.0
2024/05/01,13:00,6.44,0.0
2024/05/01,14:00,6.39,0.0
2024/05/01,15:00,6.32,0.0
2024/05/01,16:00,6.30,0.0
2024/05/01,17:00,6.27,0.0
2024/05/01,18:00,6.27,0.0
2024/05/01,19:00,6.24,0.0
2024/05/01,20:00,6.21,0.0
2024/05/01,21:00,6.20,0.0
2024/05/01,22:00,6.19,0.0
2024/05/01,23:00,6.18,0.0
2024/05/02,00:00,6.18,0.0
2024/05/02,01:00,6.21,0.0
2024/05/02,02:00,6.28,0.0
2024/05/02,03:00,6.31,0.0
2024/05/02,04:00,6.37,0.0
2024/05/02,05:00,6.43,0.0
2024/05/02,06:00,6.44,0.0
2024/05/02,07:00,6.44,0.0
2024/05/02,08:00,6.47,0.0
2024/05/02,09:00,6.50,0.0
2024/05/02,10:00,6.49,0.0
2024/05/02,11:00,6.45,0.0
2024/05/02,12:00,6.46,0.0
2024/05/02,13:00,6.45,0.0
2024/05/02,14:00,6.42,0.0
2024/05/02,15:00,6.39,0.0
2024/05/02,16:00,6.36,0.0
2024/05/02,17:00,6.28,0.0
2024/05/02,19:00,6.20,0.0
2024/05/02,20:00,6.20,0.0
2024/05/02,21:00,6.17,0.0
2024/05/02,22:00,6.13,0.0
2024/05/02,23:00,6.10,0.0
2024/05/03,00:00,6.07,0.0
2024/05/03,01:00,6.02,0.0
2024/05/03,02:00,6.01,0.0
2024/05/03,03:00,5.95,0.0
2024/05/03,04:00,6.02,0.0
2024/05/03,05:00,5.97,0.0
2024/05/03,06:00,5.90,0.0
2024/05/03,07:00,5.89,0.0
2024/05/03,08:00,5.91,0.0
2024/05/03,09:00,5.90,0.0
2024/05/03,10:00,5.88,0.0
2024/05/03,11:00,5.87,0.0
2024/05/03,12:00,5.86,0.0
2024/05/03,13:00,5.86,0.0
2024/05/03,14:00,5.85,0.0
2024/05/03,15:00,5.88,0.0
2024/05/03,16:00,5.94,0.0
2024/05/03,17:00,6.01,0.0
2024/05/03,18:00,6.03,0.0
2024/05/03,19:00,6.04,0.0
2024/05/03,20:00,6.03,0.0
2024/05/03,21:00,6.00,0.0
2024/05/03,22:00,5.99,0.0
2024/05/03,23:00,5.98,0.0
2024/05/04,00:00,6.00,0.0
2024/05/04,01:00,5.98,0.0
2024/05/04,02:00,5.99,0.0
2024/05/04,03:00,5.96,0.0
2024/05/04,04:00,5.93,0.0
2024/05/04,05:00,5.99,0.1
2024/05/04,06:00,5.98,1.1
2024/05/04,07:00,6.01,1.4
2024/05/04,08:00,6.03,2.0
2024/05/04,09:00,5.99,0.7
2024/05/04,10:00,6.01,0.0
2024/05/04,11:00,6.01,0.0
2024/05/04,12:00,6.00,0.0
2024/05/04,13:00,5.96,0.0
2024/05/04,14:00,5.96,0.7
2024/05/04,15:00,5.97,0.1
2024/05/04,16:00,5.96,0.0
2024/05/04,17:00,6.04,0.0
2024/05/04,18:00,6.19,0.0
2024/05/04,19:00,6.37,0.2
2024/05/04,20:00,6.47,0.0
2024/05/04,21:00,6.50,0.0
2024/05/04,22:00,6.54,0.0
2024/05/04,23:00,6.56,0.0
2024/05/05,00:00,6.59,0.0
2024/05/05,01:00,6.54,0.0
2024/05/05,02:00,6.53,0.0
2024/05/05,03:00,6.51,0.0
2024/05/05,04:00,6.51,0.0
2024/05/05,05:00,6.47,0.0
2024/05/05,06:00,6.55,0.0
2024/05/05,07:00,6.64,0.0
2024/05/05,08:00,6.70,0.0
2024/05/05,09:00,6.68,0.0
2024/05/05,10:00,6.65,0.0
2024/05/05,11:00,6.61,0.0
2024/05/05,12:00,6.59,0.0
2024/05/05,13:00,6.57,0.0
2024/05/05,14:00,6.63,0.0
2024/05/05,15:00,6.70,0.0
2024/05/05,16:00,6.72,0.0
2024/05/05,17:00,6.73,0.0
2024/05/05,18:00,6.71,0.0
2024/05/05,19:00,6.68,0.0
2024/05/05,20:00,6.63,0.0
2024/05/05,21:00,6.58,0.0
2024/05/05,22:00,6.56,0.5
2024/05/05,23:00,6.52,3.7
2024/05/06,00:00,6.46,0.0
2024/05/06,01:00,6.47,0.1
2024/05/06,02:00,6.45,0.0
2024/05/06,03:00,6.44,0.0
2024/05/06,04:00,6.41,0.3
2024/05/06,05:00,6.39,2.1
2024/05/06,06:00,6.41,0.0
2024/05/06,07:00,6.40,0.0
2024/05/06,08:00,6.43,0.0
2024/05/06,09:00,6.43,0.0
2024/05/06,10:00,6.61,0.0
2024/05/06,11:00,6.76,0.0
2024/05/06,12:00,6.88,0.0
2024/05/06,13:00,6.89,0.0
2024/05/06,14:00,6.85,0.0
2024/05/06,15:00,6.79,0.0
2024/05/06,16:00,6.81,0.0
2024/05/06,17:00,6.78,0.0
2024/05/06,18:00,6.78,0.0
2024/05/06,19:00,6.79,0.0
2024/05/06,20:00,6.79,0.0
2024/05/06,21:00,6.85,0.0
2024/05/06,22:00,6.86,0.1
2024/05/06,23:00,6.88,0.0
2024/05/07,00:00,6.92,0.0
2024/05/07,01:00,6.93,0.0
2024/05/07,02:00,6.94,0.1
2024/05/07,03:00,7.00,0.0
2024/05/07,04:00,7.03,0.0
2024/05/07,05:00,7.12,0.0
2024/05/07,06:00,7.19,0.0
2024/05/07,07:00,7.27,0.0
2024/05/07,08:00,7.32,0.0
2024/05/07,09:00,7.38,0.0
2024/05/07,10:00,7.32,0.0
2024/05/07,11:00,7.35,0.0
2024/05/07,12:00,7.35,0.0
2024/05/07,13:00,7.49,0.0
2024/05/07,14:00,7.62,0.0
2024/05/07,15:00,7.75,0.0
2024/05/07,16:00,7.79,0.0
2024/05/07,17:00,7.79,0.0
2024/05/07,18:00,7.80,0.0
2024/05/07,19:00,7.71,0.0
2024/05/07,20:00,7.67,0.0
2024/05/07,21:00,7.71,0.0
2024/05/07,22:00,7.71,0.0
2024/05/07,23:00,7.63,0.0
2024/05/08,00:00,7.61,0.0
2024/05/08,01:00,7.64,0.0
2024/05/08,02:00,7.71,0.0
2024/05/08,03:00,7.61,0.0
2024/05/08,04:00,7.56,0.0
2024/05/08,05:00,7.51,0.0
2024/05/08,06:00,7.43,0.0
2024/05/08,07:00,7.37,0.0
2024/05/08,08:00,7.36,0.0
2024/05/08,09:00,7.30,0.0
2024/05/08,10:00,7.24,0.0
2024/05/08,11:00,7.24,0.0
2024/05/08,12:00,7.18,0.0
2024/05/08,13:00,7.19,0.0
2024/05/08,14:00,7.14,0.0
2024/05/08,15:00,7.07,0.0
2024/05/08,16:00,6.99,0.0
2024/05/08,17:00,7.02,0.0
2024/05/08,18:00,6.94,0.0
2024/05/08,19:00,6.80,0.0
2024/05/08,20:00,6.82,0.0
2024/05/08,21:00,6.75,0.0
2024/05/08,22:00,6.72,0.0
2024/05/08,23:00,6.68,0.0
2024/05/09,00:00,6.62,0.0
2024/05/09,01:00,6.59,0.0
2024/05/09,02:00,6.52,0.0
2024/05/09,03:00,6.50,0.0
2024/05/09,04:00,6.51,0.0
2024/05/09,05:00,6.49,0.0
2024/05/09,06:00,6.45,0.0
2024/05/09,07:00,6.48,0.0
2024/05/09,08:00,6.44,0.0
2024/05/09,09:00,6.42,0.0
2024/05/09,10:00,6.36,0.0
2024/05/09,11:00,6.35,0.0
2024/05/09,12:00,6.35,0.0
2024/05/09,13:00,6.36,0.0
2024/05/09,14:00,6.34,0.0
2024/05/09,15:00,6.31,0.0
2024/05/09,16:00,6.28,0.0
2024/05/09,17:00,6.27,0.0
2024/05/09,18:00,6.24,0.0
2024/05/09,19:00,6.19,0.0
2024/05/09,20:00,6.16,0.0
2024/05/09,21:00,6.18,0.0
2024/05/09,22:00,6.17,0.0
2024/05/09,23:00,6.13,0.0
2024/05/10,00:00,6.12,0.0
2024/05/10,01:00,6.10,0.0
2024/05/10,02:00,6.08,0.0
2024/05/10,03:00,6.04,0.0
2024/05/10,04:00,6.04,0.0
2024/05/10,05:00,6.05,0.0
