Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/12/01,00:00,7.74,0.0
2025/12/01,01:00,7.62,0.0
2025/12/01,02:00,7.58,0.0
2025/12/01,03:00,7.51,0.0
2025/12/01,04:00,7.51,0.0
2025/12/01,06:00,S/D,0.0
2025/12/01,07:00,7.34,0.0
2025/12/01,08:00,7.31,0.0
2025/12/01,09:00,7.32,0.0
2025/12/01,10:00,7.31,0.1
2025/12/01,11:00,7.29,0.0
2025/12/01,12:00,7.20,0.0
2025/12/01,13:00,7.18,0.0
2025/12/01,14:00,7.23,0.0
2025/12/01,15:00,7.18,0.0
2025/12/01,17:00,7.17,0.0
2025/12/01,18:00,7.15,0.0
2025/12/01,19:00,7.13,0.0
2025/12/01,20:00,7.08,0.0
2025/12/01,21:00,S/D,0.0
2025/12/01,22:00,7.06,0.0
2025/12/01,23:00,7.01,0.0
2025/12/02,00:00,7.01,0.0
2025/12/02,01:00,6.97,0.0
2025/12/02,02:00,6.91,0.0
2025/12/02,03:00,6.89,0.0
2025/12/02,04:00,6.90,0.0
2025/12/02,05:00,6.84,0.0
2025/12/02,06:00,6.77,0.0
2025/12/02,07:00,6.80,0.0
2025/12/02,08:00,6.82,0.0
2025/12/02,09:00,6.77,0.0
2025/12/02,10:00,6.79,0.0
2025/12/02,11:00,6.76,0.0
2025/12/02,12:00,6.78,0.0
2025/12/02,17:00,6.76,0.0
2025/12/02,18:00,6.76,0.0
2025/12/02,19:00,6.76,0.0
2025/12/02,20:00,6.72,0.0
2025/12/02,21:00,6.67,0.0
2025/12/02,22:00,6.65,0.0
2025/12/02,23:00,6.60,0.0
2025/12/03,00:00,6.58,0.0
2025/12/03,01:00,6.60,0.0
2025/12/03,02:00,6.61,0.0
2025/12/03,03:00,6.58,0.0
2025/12/03,04:00,6.56,0.0
2025/12/03,05:00,6.56,0.0
2025/12/03,06:00,6.53,0.0
2025/12/03,07:00,6.54,0.0
2025/12/03,08:00,6.50,0.0
2025/12/03,09:00,6.49,0.0
2025/12/03,18:00,6.41,0.0
2025/12/03,19:00,6.39,0.0
2025/12/03,20:00,6.36,0.0
2025/12/03,21:00,6.37,0.0
