Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/10/01,00:00,4.81,0.0
2025/10/01,04:00,4.87,0.0
2025/10/01,05:00,4.84,0.0
2025/10/01,06:00,4.86,0.0
2025/10/01,07:00,4.83,0.0
2025/10/01,09:00,4.80,0.0
2025/10/01,10:00,4.82,0.0
2025/10/01,12:00,4.78,0.0
2025/10/01,13:00,4.77,0.0
2025/10/01,14:00,4.76,0.0
2025/10/01,15:00,4.73,0.0
2025/10/01,16:00,4.73,0.0
2025/10/01,23:00,4.70,1.5
2025/10/02,00:00,4.66,2.1
2025/10/02,01:00,4.72,0.0
2025/10/02,02:00,4.70,0.0
2025/10/02,03:00,4.67,0.0
2025/10/02,04:00,4.69,0.0
2025/10/02,05:00,4.69,0.1
2025/10/02,06:00,4.67,0.0
2025/10/02,07:00,4.70,0.0
2025/10/02,08:00,4.71,0.0
2025/10/02,09:00,4.71,0.1
2025/10/02,10:00,4.72,0.0
2025/10/02,11:00,4.75,1.7
2025/10/02,12:00,4.74,2.7
2025/10/02,13:00,4.79,1.3
2025/10/02,14:00,4.82,0.2
2025/10/02,15:00,5.06,0.0
2025/10/02,16:00,5.15,7.9
2025/10/02,17:00,5.26,0.2
2025/10/02,18:00,5.25,0.1
2025/10/02,19:00,5.39,0.0
2025/10/02,20:00,5.56,0.0
2025/10/02,21:00,5.83,0.0
2025/10/02,22:00,6.22,0.0
2025/10/02,23:00,6.64,0.0
2025/10/03,00:00,6.87,0.0
2025/10/03,01:00,7.08,0.0
2025/10/03,02:00,7.25,0.0
2025/10/03,03:00,7.41,0.0
2025/10/03,04:00,7.42,0.0
2025/10/03,05:00,7.41,0.0
2025/10/03,06:00,7.25,0.0
2025/10/03,07:00,7.12,0.1
2025/10/03,08:00,7.05,0.0
2025/10/03,09:00,6.96,0.0
2025/10/03,10:00,6.82,0.0
2025/10/03,11:00,6.67,0.0
2025/10/03,12:00,6.55,0.0
2025/10/03,13:00,6.40,0.0
2025/10/03,14:00,6.28,0.0
2025/10/03,15:00,6.17,0.0
2025/10/03,16:00,6.08,0.0
2025/10/03,17:00,5.99,0.0
2025/10/03,18:00,5.98,0.0
2025/10/03,19:00,5.93,0.0
2025/10/03,20:00,5.91,0.0
2025/10/03,21:00,5.93,0.0
2025/10/03,22:00,5.94,0.0
2025/10/03,23:00,5.94,0.3
2025/10/04,01:00,6.11,0.4
2025/10/04,02:00,6.19,0.1
2025/10/04,03:00,6.22,0.0
2025/10/04,04:00,6.26,0.0
2025/10/04,05:00,6.26,0.0
2025/10/04,06:00,6.22,0.0
2025/10/04,07:00,6.17,0.0
2025/10/04,09:00,6.11,0.0
2025/10/04,10:00,6.04,0.0
2025/10/04,11:00,6.01,0.0
2025/10/04,12:00,6.01,0.0
2025/10/04,13:00,6.00,0.0
2025/10/04,14:00,6.04,0.0
2025/10/04,15:00,6.17,0.0
2025/10/04,16:00,6.28,0.0
2025/10/04,17:00,6.32,0.0
2025/10/04,18:00,6.39,0.0
2025/10/04,20:00,6.22,0.0
2025/10/04,21:00,6.11,0.0
2025/10/04,22:00,6.04,0.0
2025/10/04,23:00,5.94,0.0
2025/10/05,00:00,5.95,0.0
2025/10/05,01:00,5.90,0.0
2025/10/05,02:00,5.85,0.0
2025/10/05,03:00,5.81,0.0
2025/10/05,04:00,5.80,0.0
2025/10/05,05:00,5.81,0.0
2025/10/05,06:00,5.80,0.0
2025/10/05,07:00,5.81,0.0
2025/10/05,08:00,5.86,0.0
2025/10/05,09:00,5.85,0.0
2025/10/05,10:00,5.88,0.0
2025/10/05,11:00,5.83,0.0
2025/10/05,12:00,5.73,0.0
2025/10/05,13:00,5.73,0.0
2025/10/05,14:00,5.70,0.0
2025/10/05,15:00,5.65,0.0
2025/10/05,23:00,5.43,0.0
2025/10/06,00:00,5.39,0.0
2025/10/06,01:00,5.37,0.0
2025/10/06,02:00,5.35,0.0
2025/10/06,03:00,5.29,0.0
2025/10/06,04:00,5.30,0.0
2025/10/06,05:00,5.25,0.0
2025/10/06,06:00,5.20,0.0
2025/10/06,07:00,5.23,0.0
2025/10/06,09:00,5.21,0.0
2025/10/06,10:00,5.21,0.0
2025/10/06,11:00,5.19,0.0
2025/10/06,12:00,5.20,0.0
2025/10/06,13:00,5.18,0.0
2025/10/06,14:00,5.16,0.0
2025/10/07,01:00,5.13,0.0
2025/10/07,02:00,5.12,0.0
2025/10/07,04:00,5.44,0.0
2025/10/07,11:00,5.18,0.0
2025/10/07,12:00,5.14,0.0
2025/10/07,13:00,5.10,0.0
2025/10/07,14:00,5.10,0.0
2025/10/07,15:00,5.07,0.0
2025/10/07,16:00,5.07,0.0
2025/10/07,17:00,5.04,0.0
2025/10/08,01:00,4.94,0.0
2025/10/08,02:00,4.89,0.0
2025/10/08,03:00,4.86,0.0
2025/10/08,04:00,4.87,0.0
2025/10/08,05:00,4.88,0.0
2025/10/08,06:00,4.88,0.0
2025/10/08,07:00,4.85,0.0
2025/10/08,08:00,4.85,0.0
2025/10/08,10:00,4.82,0.0
2025/10/08,11:00,4.83,0.0
2025/10/08,12:00,4.80,0.0
2025/10/08,13:00,4.79,0.0
2025/10/09,11:00,4.66,0.0
2025/10/09,12:00,4.70,0.0
2025/10/09,13:00,4.72,0.0
2025/10/09,14:00,4.73,0.0
2025/10/09,23:00,4.79,0.0
2025/10/10,00:00,4.83,0.0
2025/10/10,01:00,5.04,0.0
2025/10/10,02:00,5.06,0.0
2025/10/10,03:00,5.05,0.0
2025/10/10,04:00,5.01,0.0
2025/10/10,05:00,4.97,0.0
2025/10/10,06:00,4.94,0.0
2025/10/10,07:00,4.98,0.0
2025/10/10,08:00,4.96,0.0
2025/10/10,11:00,4.96,0.0
2025/10/10,12:00,5.00,0.0
2025/10/10,13:00,5.01,0.0
2025/10/10,14:00,5.00,0.0
2025/10/10,16:00,5.07,0.0
2025/10/10,19:00,5.13,0.0
2025/10/10,20:00,S/D,0.0
2025/10/10,21:00,5.14,0.0
2025/10/10,22:00,5.31,0.0
2025/10/10,23:00,5.45,0.0
2025/10/11,00:00,5.54,0.0
2025/10/11,01:00,5.56,0.0
2025/10/11,02:00,5.55,0.0
2025/10/11,05:00,5.73,0.0
2025/10/11,06:00,5.75,0.0
2025/10/11,08:00,6.11,0.0
