Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/02/01,00:00,5.95,0.0
2023/02/01,01:00,5.92,0.0
2023/02/01,02:00,5.91,0.0
2023/02/01,03:00,5.90,0.0
2023/02/01,04:00,5.90,0.0
2023/02/01,05:00,5.90,0.0
2023/02/01,06:00,5.90,0.0
2023/02/01,07:00,5.94,0.0
2023/02/01,08:00,5.89,0.0
2023/02/01,09:00,5.88,0.0
2023/02/01,10:00,5.86,0.0
2023/02/01,11:00,5.86,0.0
2023/02/01,12:00,5.84,0.0
2023/02/01,13:00,5.81,0.0
2023/02/01,14:00,5.81,0.0
2023/02/01,15:00,5.84,0.0
2023/02/01,16:00,5.88,0.0
2023/02/01,17:00,5.98,0.0
2023/02/01,18:00,6.20,0.0
2023/02/01,19:00,6.18,0.0
2023/02/01,20:00,6.15,0.0
2023/02/01,21:00,6.12,0.0
2023/02/01,22:00,6.13,0.0
2023/02/01,23:00,6.17,0.0
2023/02/02,00:00,6.17,0.0
2023/02/02,01:00,6.20,0.0
2023/02/02,02:00,6.18,0.0
2023/02/02,03:00,6.19,0.0
2023/02/02,04:00,6.16,0.0
2023/02/02,05:00,6.17,0.0
2023/02/02,06:00,6.17,0.0
2023/02/02,07:00,6.18,0.0
2023/02/02,08:00,6.22,0.0
2023/02/02,09:00,6.22,0.0
2023/02/02,10:00,6.17,0.0
2023/02/02,11:00,6.16,0.0
2023/02/02,12:00,6.14,0.0
2023/02/02,13:00,6.06,0.0
2023/02/02,14:00,6.06,0.0
2023/02/02,15:00,6.01,0.0
2023/02/02,16:00,5.98,0.0
2023/02/02,17:00,5.92,0.0
2023/02/02,18:00,5.92,0.0
2023/02/02,19:00,5.90,0.0
2023/02/02,20:00,5.89,0.0
2023/02/02,21:00,5.99,0.0
2023/02/02,22:00,6.08,0.0
2023/02/02,23:00,6.19,0.0
2023/02/03,00:00,6.21,0.0
2023/02/03,01:00,6.27,0.0
2023/02/03,02:00,6.20,0.0
2023/02/03,03:00,6.20,0.0
2023/02/03,04:00,6.16,0.0
2023/02/03,05:00,6.13,0.0
2023/02/03,06:00,6.11,0.0
2023/02/03,07:00,6.07,0.0
2023/02/03,08:00,6.02,0.0
2023/02/03,09:00,5.99,0.0
2023/02/03,10:00,5.94,0.0
2023/02/03,11:00,5.88,0.0
2023/02/03,12:00,5.86,0.0
2023/02/03,13:00,5.82,0.0
2023/02/03,14:00,5.79,0.0
2023/02/03,15:00,5.79,0.0
2023/02/03,16:00,5.79,0.0
2023/02/03,17:00,5.73,0.0
2023/02/03,18:00,5.73,0.0
2023/02/03,19:00,5.71,0.0
2023/02/03,20:00,5.72,0.0
2023/02/03,21:00,5.80,0.0
2023/02/03,22:00,5.89,0.0
2023/02/03,23:00,5.94,0.0
2023/02/04,00:00,5.99,0.0
2023/02/04,01:00,5.99,0.0
2023/02/04,02:00,5.92,0.0
2023/02/04,03:00,5.95,0.0
2023/02/04,04:00,5.92,0.0
2023/02/04,05:00,5.90,0.0
2023/02/04,06:00,5.87,0.0
2023/02/04,07:00,5.85,0.0
2023/02/04,08:00,5.82,0.0
2023/02/04,09:00,5.79,0.0
2023/02/04,10:00,5.77,0.0
2023/02/04,11:00,5.76,0.0
2023/02/04,12:00,5.70,0.0
2023/02/04,13:00,5.76,0.0
2023/02/04,14:00,5.70,0.0
2023/02/04,15:00,5.70,0.0
2023/02/04,16:00,5.70,0.0
2023/02/04,17:00,5.65,1.3
2023/02/04,18:00,5.66,0.0
2023/02/04,19:00,5.68,0.0
2023/02/04,20:00,5.64,0.0
2023/02/04,21:00,5.65,0.0
2023/02/04,22:00,5.61,0.0
2023/02/04,23:00,5.63,0.0
2023/02/05,00:00,5.69,0.0
2023/02/05,01:00,5.73,0.0
2023/02/05,02:00,5.74,0.0
2023/02/05,03:00,5.77,0.0
2023/02/05,04:00,5.84,0.0
2023/02/05,05:00,5.92,0.0
2023/02/05,06:00,5.99,0.0
2023/02/05,07:00,5.98,0.0
2023/02/05,08:00,6.00,0.0
2023/02/05,09:00,5.99,0.0
2023/02/05,10:00,5.99,0.0
2023/02/05,11:00,6.04,0.0
2023/02/05,12:00,6.04,0.0
2023/02/05,13:00,6.07,0.0
2023/02/05,14:00,6.01,0.0
2023/02/05,15:00,6.06,0.0
2023/02/05,16:00,6.02,0.0
2023/02/05,17:00,5.99,0.0
2023/02/05,18:00,5.98,0.0
2023/02/05,19:00,5.97,0.0
2023/02/05,20:00,5.95,0.0
2023/02/05,21:00,5.96,0.0
2023/02/05,22:00,5.94,1.2
2023/02/05,23:00,5.96,0.1
2023/02/06,00:00,6.07,1.1
2023/02/06,01:00,6.19,0.6
2023/02/06,02:00,6.19,0.7
2023/02/06,03:00,6.17,1.0
2023/02/06,04:00,6.14,0.3
2023/02/06,05:00,6.10,0.0
2023/02/06,06:00,6.09,0.0
2023/02/06,07:00,6.07,0.0
2023/02/06,08:00,6.04,0.0
