Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/05/01,00:00,7.48,0.0
2023/05/01,01:00,7.40,0.0
2023/05/01,02:00,7.35,0.0
2023/05/01,03:00,7.33,0.0
2023/05/01,04:00,7.31,0.0
2023/05/01,05:00,7.29,0.0
2023/05/01,06:00,7.28,0.0
2023/05/01,07:00,7.30,0.0
2023/05/01,08:00,7.36,0.0
2023/05/01,09:00,7.37,0.0
2023/05/01,10:00,7.38,0.0
2023/05/01,11:00,7.42,0.0
2023/05/01,12:00,7.47,0.0
2023/05/01,13:00,7.47,0.0
2023/05/01,14:00,7.49,0.0
2023/05/01,15:00,7.52,0.0
2023/05/01,16:00,7.55,0.0
2023/05/01,17:00,7.48,0.0
2023/05/01,18:00,7.48,0.0
2023/05/01,19:00,7.49,0.0
2023/05/01,20:00,7.37,0.0
2023/05/01,21:00,7.34,0.0
2023/05/01,22:00,7.30,0.0
2023/05/01,23:00,7.25,0.0
2023/05/02,00:00,7.22,0.0
2023/05/02,01:00,7.16,0.1
2023/05/02,02:00,7.11,0.0
2023/05/02,03:00,7.12,0.0
2023/05/02,04:00,7.10,0.0
2023/05/02,05:00,7.04,0.0
2023/05/02,06:00,7.07,0.0
2023/05/02,07:00,7.05,0.0
2023/05/02,08:00,7.03,0.0
2023/05/02,09:00,7.03,0.0
2023/05/02,10:00,7.03,0.0
2023/05/02,11:00,7.02,0.0
2023/05/02,12:00,7.00,0.0
2023/05/02,13:00,6.99,0.0
2023/05/02,14:00,7.02,0.0
2023/05/02,15:00,6.96,0.0
2023/05/02,16:00,6.90,0.0
2023/05/02,17:00,6.93,0.0
2023/05/02,18:00,6.90,17.9
2023/05/02,19:00,6.89,0.0
2023/05/02,20:00,6.87,0.0
2023/05/02,21:00,6.83,0.0
2023/05/02,22:00,6.85,0.0
2023/05/02,23:00,6.80,0.0
2023/05/03,00:00,6.76,0.0
2023/05/03,01:00,6.76,0.0
2023/05/03,02:00,6.78,0.0
2023/05/03,03:00,6.74,0.0
2023/05/03,04:00,6.75,1.9
2023/05/03,05:00,6.76,0.2
2023/05/03,06:00,6.74,0.0
2023/05/03,07:00,6.78,0.0
2023/05/03,08:00,6.77,0.0
2023/05/03,09:00,6.78,0.0
2023/05/03,10:00,6.81,0.0
2023/05/03,11:00,6.85,0.0
2023/05/03,12:00,6.95,0.0
