Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/10/01,00:00,4.05,0.0
2023/10/01,01:00,4.03,0.0
2023/10/01,02:00,4.02,0.0
2023/10/01,03:00,4.03,0.0
2023/10/01,04:00,3.99,0.0
2023/10/01,05:00,4.00,0.0
2023/10/01,06:00,4.05,0.0
2023/10/01,07:00,4.02,0.0
2023/10/01,08:00,4.03,0.0
2023/10/01,09:00,4.08,0.0
2023/10/01,10:00,4.17,0.0
2023/10/01,11:00,4.39,0.0
2023/10/01,12:00,4.54,0.0
2023/10/01,13:00,4.51,0.0
2023/10/01,14:00,4.52,0.0
2023/10/01,15:00,4.55,0.0
2023/10/01,16:00,4.54,0.0
2023/10/01,17:00,4.45,0.0
2023/10/01,18:00,4.52,0.0
2023/10/01,19:00,4.62,0.0
2023/10/01,20:00,4.67,0.0
2023/10/01,21:00,4.65,0.0
2023/10/01,22:00,4.64,0.0
2023/10/01,23:00,4.54,0.0
2023/10/02,00:00,4.50,0.0
2023/10/02,01:00,4.42,0.0
2023/10/02,02:00,4.39,0.0
2023/10/02,03:00,4.34,0.0
2023/10/02,04:00,4.32,0.0
2023/10/02,05:00,4.24,0.0
2023/10/02,06:00,4.20,0.0
2023/10/02,07:00,4.19,0.0
2023/10/02,08:00,4.16,0.0
2023/10/02,09:00,4.11,0.0
2023/10/02,10:00,4.11,0.0
2023/10/02,11:00,4.10,0.0
2023/10/02,12:00,4.08,0.0
2023/10/02,13:00,4.06,0.0
2023/10/02,14:00,4.07,0.0
2023/10/02,15:00,4.04,0.0
2023/10/02,16:00,4.05,0.0
2023/10/02,17:00,4.00,0.0
2023/10/02,18:00,3.99,0.0
2023/10/02,19:00,3.95,0.0
2023/10/02,20:00,S/D,0.0
2023/10/02,22:00,3.92,0.0
2023/10/02,23:00,3.89,0.0
2023/10/03,00:00,3.90,0.0
2023/10/03,01:00,3.90,0.0
2023/10/03,02:00,3.90,0.0
2023/10/03,03:00,3.90,0.0
2023/10/03,04:00,3.87,0.0
2023/10/03,05:00,3.86,0.0
2023/10/03,06:00,3.83,0.0
2023/10/03,07:00,3.83,0.0
2023/10/03,08:00,3.84,0.0
2023/10/03,09:00,3.84,0.0
2023/10/03,10:00,3.82,0.0
2023/10/03,11:00,3.84,0.0
2023/10/03,12:00,3.81,0.0
2023/10/03,13:00,3.79,0.0
2023/10/03,14:00,3.78,0.0
2023/10/03,15:00,3.77,0.0
2023/10/03,16:00,3.78,0.0
2023/10/03,17:00,3.76,0.0
2023/10/03,18:00,3.74,0.0
2023/10/03,19:00,3.75,0.0
2023/10/03,20:00,3.76,0.3
2023/10/03,21:00,3.75,0.0
2023/10/03,22:00,3.77,0.0
2023/10/03,23:00,3.76,0.0
2023/10/04,00:00,3.78,0.0
2023/10/04,01:00,3.75,0.0
2023/10/04,02:00,3.77,0.0
2023/10/04,03:00,3.75,0.0
2023/10/04,04:00,3.76,0.0
2023/10/04,05:00,3.75,0.0
2023/10/04,06:00,3.76,0.0
2023/10/04,07:00,3.79,0.0
2023/10/04,08:00,3.78,0.0
2023/10/04,09:00,3.78,0.0
2023/10/04,10:00,3.78,0.0
2023/10/04,11:00,3.82,0.0
2023/10/04,12:00,3.83,0.0
