Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUENTE SALINAS AMOJAO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,ARAMANGO
Latitud :,5°27'3.46'',Longitud :,78°29'21.84'',Altitud :,381 msnm.
Tipo :,EHA - Hidrológica,Código :,472B55E0
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/08/01,00:00,5.52,0.0
2025/08/01,01:00,5.52,0.0
2025/08/01,02:00,5.50,0.0
2025/08/01,03:00,5.49,0.0
2025/08/01,04:00,5.49,0.0
2025/08/01,05:00,5.46,0.0
2025/08/01,06:00,5.45,0.0
2025/08/01,07:00,5.40,0.0
2025/08/01,08:00,5.42,0.0
2025/08/01,09:00,5.38,0.0
2025/08/01,10:00,5.41,0.0
2025/08/01,11:00,5.37,0.0
2025/08/01,12:00,5.36,0.0
2025/08/01,13:00,5.33,0.0
2025/08/01,14:00,5.32,0.0
2025/08/01,16:00,5.27,0.0
2025/08/01,17:00,5.29,0.0
2025/08/01,18:00,5.25,0.0
2025/08/01,19:00,S/D,0.0
2025/08/01,20:00,5.26,0.0
2025/08/01,21:00,5.26,0.0
2025/08/01,22:00,5.24,0.0
2025/08/01,23:00,5.25,0.0
2025/08/02,00:00,5.23,0.0
2025/08/02,01:00,5.20,0.0
2025/08/02,02:00,5.19,0.0
2025/08/02,03:00,5.20,0.0
2025/08/02,04:00,5.18,0.0
2025/08/02,05:00,5.19,0.0
2025/08/02,06:00,5.20,0.0
2025/08/02,07:00,5.18,0.0
2025/08/02,08:00,5.16,0.0
2025/08/02,09:00,5.18,0.0
2025/08/02,10:00,5.18,0.0
2025/08/02,11:00,5.16,0.0
2025/08/02,12:00,5.13,0.0
2025/08/02,13:00,5.11,0.0
2025/08/02,14:00,5.14,0.0
2025/08/02,15:00,5.13,0.0
2025/08/02,16:00,5.14,0.0
2025/08/02,17:00,5.13,0.0
2025/08/02,18:00,5.12,0.0
2025/08/02,19:00,5.06,0.0
2025/08/02,20:00,5.07,0.0
2025/08/02,21:00,5.05,0.0
2025/08/02,22:00,5.05,0.0
2025/08/02,23:00,5.06,0.0
2025/08/03,00:00,5.05,0.0
2025/08/03,01:00,5.07,0.0
2025/08/03,02:00,5.04,0.0
2025/08/03,03:00,5.05,0.0
2025/08/03,04:00,5.03,0.0
2025/08/03,05:00,5.01,0.0
2025/08/03,06:00,5.00,0.0
2025/08/03,07:00,5.00,0.0
2025/08/03,08:00,4.98,0.0
2025/08/03,09:00,4.96,0.0
2025/08/03,10:00,4.98,0.0
2025/08/03,11:00,4.95,0.0
2025/08/03,12:00,4.96,0.0
2025/08/03,13:00,4.98,0.0
2025/08/03,14:00,4.92,0.0
2025/08/03,15:00,4.91,0.0
2025/08/03,16:00,4.89,0.0
2025/08/03,17:00,4.92,0.0
2025/08/03,18:00,4.92,0.0
2025/08/03,19:00,4.93,0.0
2025/08/03,20:00,4.91,0.0
2025/08/03,21:00,4.92,0.0
2025/08/03,22:00,4.94,0.0
2025/08/03,23:00,4.94,0.0
2025/08/04,00:00,4.89,0.0
2025/08/04,01:00,4.93,0.0
2025/08/04,02:00,4.92,0.0
2025/08/04,03:00,4.90,0.0
2025/08/04,04:00,4.96,0.0
2025/08/04,05:00,4.96,0.0
2025/08/04,06:00,4.94,0.0
2025/08/04,07:00,4.97,0.0
2025/08/04,08:00,5.02,0.0
2025/08/04,09:00,5.05,0.0
2025/08/04,10:00,5.04,0.0
2025/08/04,11:00,5.04,0.0
2025/08/04,12:00,5.05,0.0
2025/08/04,13:00,5.05,0.0
2025/08/04,14:00,5.06,0.0
2025/08/04,15:00,5.10,0.0
2025/08/04,16:00,5.10,0.0
2025/08/04,17:00,5.16,0.0
2025/08/04,18:00,5.09,0.0
2025/08/04,19:00,5.12,0.0
2025/08/04,20:00,5.10,0.0
2025/08/04,21:00,5.11,0.0
2025/08/04,22:00,5.10,0.0
2025/08/04,23:00,5.03,0.0
2025/08/05,00:00,5.06,0.0
2025/08/05,01:00,5.02,0.0
2025/08/05,02:00,4.99,0.0
