Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
2024/03/15,12:00,4.16,0.0
2024/03/15,13:00,4.12,0.0
2024/03/15,16:00,4.07,0.0
2024/03/15,20:00,4.03,0.0
2024/03/16,08:00,3.95,0.0
2024/03/16,09:00,3.95,0.0
2024/03/16,10:00,3.91,0.0
2024/03/16,11:00,3.90,0.0
2024/03/16,12:00,3.88,0.0
2024/03/16,13:00,3.88,0.0
2024/03/16,14:00,3.85,0.0
2024/03/17,13:00,3.80,0.0
2024/03/22,12:00,3.97,0.3
2024/03/22,13:00,3.91,0.0
2024/03/22,14:00,3.89,0.0
2024/03/22,15:00,3.88,0.0
2024/03/22,17:00,3.84,0.0
2024/03/22,19:00,3.82,0.0
2024/03/22,20:00,3.85,0.0
2024/03/22,23:00,3.88,0.0
2024/03/23,00:00,3.88,0.0
2024/03/23,01:00,3.85,0.0
2024/03/23,02:00,3.85,0.0
2024/03/23,03:00,3.84,0.0
2024/03/23,04:00,3.83,0.0
2024/03/23,05:00,3.83,0.0
2024/03/23,06:00,3.82,0.0
2024/03/23,07:00,3.81,0.0
2024/03/23,08:00,3.79,0.0
2024/03/23,09:00,3.79,0.0
2024/03/23,10:00,3.76,0.0
2024/03/23,11:00,3.78,0.0
2024/03/23,12:00,3.76,0.0
2024/03/23,13:00,3.78,0.0
2024/03/23,14:00,3.80,0.0
2024/03/23,15:00,3.80,0.0
2024/03/24,09:00,3.82,0.0
2024/03/24,10:00,3.82,0.0
2024/03/24,11:00,3.83,0.0
2024/03/24,12:00,3.89,0.0
2024/03/24,13:00,3.89,0.0
2024/03/24,14:00,3.86,0.0
2024/03/24,15:00,3.84,0.0
2024/03/24,16:00,3.82,0.0
2024/03/24,17:00,3.79,0.0
2024/03/25,14:00,3.61,0.0
2024/03/25,15:00,3.62,0.0
2024/03/25,16:00,3.62,0.0
2024/03/30,18:00,3.49,0.0
2024/03/30,19:00,3.49,0.0
2024/03/30,20:00,3.49,0.0
2024/03/30,21:00,3.49,0.0
2024/03/30,22:00,3.48,0.0
2024/03/30,23:00,3.48,0.0
2024/03/31,00:00,3.47,0.0
2024/03/31,01:00,3.46,0.0
2024/03/31,02:00,3.46,0.0
2024/03/31,03:00,3.46,0.0
2024/03/31,04:00,3.46,0.0
2024/03/31,05:00,3.45,0.0
2024/03/31,06:00,3.45,0.0
2024/03/31,07:00,3.45,0.0
2024/03/31,08:00,3.42,0.0
2024/03/31,09:00,3.40,0.0
2024/03/31,10:00,3.43,0.0
2024/03/31,11:00,3.41,0.0
2024/03/31,12:00,3.39,0.0
2024/03/31,13:00,3.45,0.0
2024/03/31,14:00,3.40,0.0
2024/03/31,15:00,3.39,0.0
2024/03/31,16:00,3.41,0.0
2024/03/31,17:00,3.43,0.0
2024/03/31,18:00,3.47,0.0
2024/03/31,19:00,3.46,0.0
2024/03/31,20:00,3.45,0.0
2024/03/31,21:00,3.44,0.0
2024/03/31,22:00,3.44,0.0
2024/03/31,23:00,3.44,0.0
