Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/11/01,16:00,3.66,0.0
2023/11/02,12:00,3.62,0.0
2023/11/02,13:00,3.62,0.0
2023/11/02,14:00,3.62,0.0
2023/11/02,15:00,3.62,0.0
2023/11/02,16:00,3.64,0.0
2023/11/03,09:00,3.58,0.0
2023/11/03,10:00,3.58,0.0
2023/11/03,15:00,3.58,0.0
2023/11/04,13:00,3.85,0.0
2023/11/05,13:00,4.04,0.0
2023/11/05,14:00,4.02,0.0
2023/11/06,15:00,4.11,0.0
2023/11/08,16:00,3.82,0.0
2023/11/08,17:00,3.81,0.0
2023/11/09,08:00,3.73,0.0
2023/11/09,14:00,3.71,0.0
2023/11/09,15:00,3.73,0.0
2023/11/09,16:00,3.71,0.0
2023/11/09,17:00,3.75,0.0
2023/11/10,07:00,3.67,0.0
2023/11/10,11:00,3.70,0.0
2023/11/10,13:00,3.69,0.0
2023/11/10,14:00,3.69,0.1
2023/11/10,16:00,3.67,0.0
2023/11/10,17:00,3.73,0.0
2023/11/10,18:00,3.77,0.0
2023/11/13,10:00,3.86,0.1
2023/11/13,11:00,3.87,0.1
2023/11/13,12:00,3.88,0.0
2023/11/13,13:00,3.86,0.1
2023/11/13,14:00,3.87,0.0
2023/11/13,15:00,3.84,0.0
2023/11/13,16:00,3.84,0.0
2023/11/13,17:00,3.85,0.0
2023/11/14,12:00,3.78,0.0
2023/11/14,13:00,3.79,0.0
2023/11/15,13:00,3.95,0.1
2023/11/15,14:00,3.92,0.0
2023/11/15,15:00,3.95,0.0
2023/11/16,07:00,4.59,0.0
2023/11/16,10:00,4.46,0.0
2023/11/16,11:00,4.40,0.0
2023/11/16,12:00,4.37,0.0
2023/11/16,13:00,4.36,0.0
2023/11/16,15:00,4.29,0.0
2023/11/16,16:00,4.24,0.0
2023/11/17,07:00,4.47,0.0
2023/11/17,12:00,4.32,0.0
2023/11/17,13:00,4.32,0.0
2023/11/17,14:00,4.28,0.0
2023/11/21,02:00,4.02,0.0
2023/11/21,03:00,4.01,0.0
2023/11/21,04:00,4.01,0.0
2023/11/21,05:00,4.00,0.1
2023/11/21,06:00,3.99,0.0
2023/11/21,07:00,3.98,0.0
2023/11/21,15:00,3.91,0.0
2023/11/28,04:00,3.78,0.1
2023/11/28,05:00,3.79,0.0
2023/11/28,06:00,3.79,0.0
2023/11/28,07:00,3.79,0.1
2023/11/28,08:00,3.77,0.0
2023/11/28,09:00,3.74,0.1
2023/11/28,11:00,3.72,0.0
2023/11/28,14:00,3.71,0.0
2023/11/28,15:00,3.73,0.0
2023/11/28,16:00,3.70,0.1
2023/11/28,17:00,3.76,0.0
2023/11/28,18:00,3.79,0.0
2023/11/28,20:00,3.84,0.1
2023/11/28,21:00,S/D,0.0
2023/11/28,22:00,3.83,0.0
2023/11/28,23:00,3.82,0.0
2023/11/29,00:00,3.82,0.0
2023/11/29,01:00,3.82,0.1
2023/11/29,02:00,3.84,0.0
2023/11/29,03:00,3.85,0.0
2023/11/29,04:00,3.84,0.0
2023/11/29,05:00,3.83,0.1
2023/11/29,06:00,3.83,0.0
2023/11/29,07:00,3.82,0.0
2023/11/29,08:00,3.80,0.0
2023/11/29,09:00,3.79,0.0
2023/11/29,10:00,3.77,0.1
2023/11/29,11:00,3.78,0.0
2023/11/29,12:00,3.78,0.0
2023/11/29,13:00,3.80,0.0
2023/11/29,14:00,3.80,0.0
2023/11/29,15:00,3.78,0.1
2023/11/29,16:00,3.79,0.0
2023/11/29,17:00,3.82,0.0
2023/11/29,18:00,3.81,0.0
2023/11/29,19:00,3.81,0.0
2023/11/29,21:00,3.78,0.1
2023/11/29,22:00,3.77,0.0
2023/11/30,02:00,3.75,0.0
2023/11/30,03:00,3.77,0.1
2023/11/30,04:00,3.77,0.0
2023/11/30,05:00,3.86,0.0
2023/11/30,06:00,3.90,0.0
2023/11/30,07:00,3.88,0.0
2023/11/30,08:00,3.87,0.1
2023/11/30,09:00,3.87,0.0
2023/11/30,10:00,3.92,0.0
2023/11/30,11:00,3.91,0.0
2023/11/30,12:00,3.92,0.0
2023/11/30,13:00,4.00,0.0
2023/11/30,14:00,3.97,0.0
2023/11/30,15:00,3.97,0.0
