Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/01/03,14:00,3.76,0.0
2024/01/03,15:00,3.79,0.0
2024/01/03,16:00,3.80,0.0
2024/01/03,17:00,3.85,0.0
2024/01/03,18:00,3.84,0.0
2024/01/03,21:00,3.79,0.0
2024/01/03,22:00,3.78,0.0
2024/01/03,23:00,3.79,0.0
2024/01/04,00:00,3.78,0.0
2024/01/04,01:00,3.79,0.0
2024/01/04,02:00,3.80,0.0
2024/01/04,03:00,3.80,0.0
2024/01/04,07:00,3.75,0.1
2024/01/04,08:00,3.75,0.0
2024/01/04,09:00,3.74,0.0
2024/01/04,12:00,3.73,0.0
2024/01/04,13:00,3.73,0.0
2024/01/04,14:00,3.74,0.0
2024/01/04,16:00,3.73,0.0
2024/01/04,19:00,3.76,0.0
2024/01/10,10:00,3.63,0.0
2024/01/10,11:00,3.60,0.0
2024/01/10,15:00,3.58,0.2
2024/01/11,11:00,3.69,0.0
2024/01/11,12:00,3.68,0.0
2024/01/11,13:00,3.68,0.0
2024/01/12,12:00,3.76,0.0
2024/01/12,13:00,3.73,0.0
2024/01/12,14:00,3.71,0.0
2024/01/12,15:00,3.70,0.0
2024/01/13,09:00,3.59,0.0
2024/01/13,10:00,3.59,0.0
2024/01/13,11:00,3.58,0.0
2024/01/16,11:00,4.12,0.0
2024/01/16,12:00,4.15,0.0
2024/01/16,13:00,4.23,0.0
2024/01/16,14:00,4.26,0.1
2024/01/16,18:00,4.46,0.0
2024/01/16,19:00,4.43,0.0
2024/01/16,20:00,4.42,0.0
2024/01/16,21:00,4.47,0.0
2024/01/16,22:00,4.52,0.0
2024/01/16,23:00,4.58,0.0
2024/01/17,00:00,4.62,0.0
2024/01/17,01:00,4.65,0.0
2024/01/17,02:00,4.69,0.0
2024/01/17,03:00,4.68,0.0
2024/01/17,04:00,4.67,0.0
2024/01/17,05:00,4.64,0.0
2024/01/17,06:00,4.61,0.0
2024/01/17,07:00,4.51,0.0
2024/01/17,08:00,4.46,0.0
2024/01/17,09:00,4.41,0.0
2024/01/17,10:00,4.34,0.0
2024/01/17,11:00,4.30,0.0
2024/01/17,12:00,4.23,0.0
2024/01/17,13:00,4.22,0.0
2024/01/17,14:00,4.19,0.0
2024/01/17,15:00,4.17,0.0
2024/01/17,16:00,4.16,0.0
2024/01/17,17:00,4.15,0.0
2024/01/17,18:00,4.17,0.0
2024/01/17,19:00,4.28,0.0
2024/01/17,20:00,4.38,0.0
2024/01/17,21:00,4.52,0.0
2024/01/18,09:00,4.41,0.0
2024/01/18,10:00,4.38,0.0
2024/01/18,11:00,4.34,0.5
2024/01/18,12:00,4.34,0.0
2024/01/18,13:00,4.31,0.4
2024/01/18,14:00,4.31,0.0
2024/01/18,15:00,4.33,0.0
2024/01/18,16:00,4.31,0.0
2024/01/19,07:00,4.41,0.0
2024/01/19,08:00,4.40,0.0
