Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
2023/08/10,07:00,3.61,0.0
2023/08/10,08:00,3.60,0.0
2023/08/10,09:00,3.59,0.0
2023/08/10,10:00,3.60,0.0
2023/08/10,11:00,3.59,0.0
2023/08/10,12:00,3.59,0.0
2023/08/10,13:00,3.60,0.0
2023/08/10,14:00,3.60,0.0
2023/08/10,15:00,3.60,0.0
2023/08/10,16:00,3.62,0.0
2023/08/10,17:00,3.61,0.0
2023/08/10,18:00,3.63,0.0
2023/08/10,19:00,3.62,0.0
2023/08/11,09:00,3.57,0.0
2023/08/11,10:00,3.58,0.0
2023/08/11,11:00,3.58,0.0
2023/08/11,12:00,3.60,0.0
2023/08/11,13:00,3.59,0.0
2023/08/11,14:00,3.59,0.0
2023/08/11,15:00,3.59,0.0
2023/08/11,16:00,3.60,0.0
2023/08/11,17:00,3.61,0.0
2023/08/11,18:00,3.63,0.0
2023/08/12,09:00,3.58,0.0
2023/08/12,10:00,3.57,0.0
2023/08/12,11:00,3.58,0.0
2023/08/12,12:00,3.57,0.0
2023/08/12,13:00,3.55,0.0
2023/08/12,14:00,3.61,0.0
2023/08/12,15:00,3.59,0.0
2023/08/12,16:00,3.60,0.0
2023/08/12,17:00,3.61,0.0
2023/08/13,11:00,3.59,0.0
2023/08/13,12:00,3.59,0.1
2023/08/13,13:00,3.58,0.0
2023/08/13,14:00,3.59,0.0
2023/08/13,15:00,3.60,0.0
2023/08/13,16:00,3.61,0.0
2023/08/13,17:00,3.63,0.0
2023/08/13,18:00,3.65,0.0
2023/08/13,19:00,3.63,0.0
2023/08/13,20:00,3.62,0.0
2023/08/13,21:00,3.62,0.0
2023/08/13,22:00,3.62,0.0
2023/08/13,23:00,3.62,0.0
2023/08/14,00:00,3.64,0.0
2023/08/14,01:00,3.65,0.1
2023/08/14,02:00,3.64,0.2
2023/08/14,03:00,3.63,0.0
2023/08/14,04:00,3.63,0.0
2023/08/14,05:00,3.64,0.0
2023/08/14,06:00,3.65,0.0
2023/08/14,07:00,3.66,0.2
2023/08/14,08:00,3.68,0.2
2023/08/14,09:00,3.68,0.2
2023/08/14,10:00,3.67,0.3
2023/08/14,11:00,3.69,0.3
2023/08/14,12:00,3.67,0.0
2023/08/14,13:00,3.68,0.1
2023/08/14,14:00,3.68,0.1
2023/08/14,15:00,3.68,0.1
2023/08/14,16:00,3.69,0.2
2023/08/14,17:00,3.70,0.1
2023/08/14,18:00,3.70,0.1
2023/08/14,19:00,3.70,0.1
2023/08/14,20:00,3.71,0.1
2023/08/14,21:00,3.73,0.1
2023/08/14,22:00,3.77,0.2
2023/08/14,23:00,3.86,0.1
2023/08/15,00:00,3.89,0.1
2023/08/15,01:00,3.89,0.1
2023/08/15,02:00,3.88,0.1
2023/08/15,03:00,3.88,0.1
2023/08/15,04:00,3.87,0.0
2023/08/15,05:00,3.86,0.0
2023/08/15,06:00,3.84,0.0
2023/08/15,07:00,3.83,0.0
2023/08/15,08:00,3.83,0.0
2023/08/15,09:00,3.83,0.0
2023/08/15,10:00,3.88,0.0
2023/08/15,11:00,3.90,0.0
2023/08/15,12:00,3.93,0.0
2023/08/15,13:00,3.91,0.0
2023/08/15,14:00,3.90,0.0
2023/08/15,15:00,3.89,0.0
2023/08/15,16:00,3.89,0.0
2023/08/15,17:00,3.91,0.0
2023/08/15,18:00,3.91,0.0
2023/08/15,19:00,3.89,0.0
2023/08/15,20:00,3.88,0.0
2023/08/15,21:00,3.87,0.0
2023/08/15,22:00,3.86,0.0
2023/08/15,23:00,3.86,0.0
2023/08/16,00:00,3.85,0.0
2023/08/16,01:00,3.84,0.0
2023/08/16,02:00,3.84,0.0
2023/08/16,03:00,3.84,0.0
2023/08/16,04:00,3.83,0.0
2023/08/16,05:00,3.82,0.0
2023/08/16,06:00,3.82,0.0
2023/08/16,07:00,3.81,0.0
2023/08/16,08:00,3.81,0.2
2023/08/16,09:00,3.78,0.0
2023/08/16,10:00,3.78,0.0
2023/08/16,11:00,3.78,0.0
2023/08/16,12:00,3.77,0.0
2023/08/16,13:00,3.77,0.0
2023/08/16,14:00,3.75,0.0
2023/08/16,15:00,3.77,0.0
2023/08/16,16:00,3.78,0.0
2023/08/16,17:00,3.76,0.0
2023/08/16,18:00,3.77,0.0
2023/08/16,19:00,3.76,0.0
2023/08/16,20:00,3.75,0.0
2023/08/16,21:00,3.75,0.0
2023/08/16,22:00,3.74,0.0
2023/08/16,23:00,3.73,0.0
2023/08/17,00:00,3.73,0.0
2023/08/17,01:00,3.73,0.0
2023/08/17,02:00,3.72,0.0
2023/08/17,03:00,3.72,0.0
2023/08/17,04:00,3.71,0.0
2023/08/17,05:00,3.71,0.0
2023/08/17,06:00,3.71,0.0
2023/08/17,07:00,3.70,0.0
2023/08/17,08:00,3.68,0.0
2023/08/17,09:00,3.67,0.0
2023/08/17,10:00,3.68,0.0
2023/08/17,11:00,3.69,0.0
2023/08/17,12:00,3.68,0.0
2023/08/17,13:00,3.66,0.0
2023/08/17,14:00,3.68,0.0
2023/08/17,15:00,3.68,0.0
2023/08/17,16:00,3.67,0.0
2023/08/17,17:00,3.69,0.0
2023/08/17,18:00,3.71,0.0
2023/08/18,09:00,3.63,0.0
2023/08/18,10:00,3.63,0.0
2023/08/18,11:00,3.64,0.0
2023/08/18,12:00,3.65,0.0
2023/08/18,13:00,3.64,0.0
2023/08/18,14:00,3.64,0.0
2023/08/18,15:00,3.64,0.0
2023/08/18,16:00,3.64,0.0
2023/08/18,17:00,3.64,0.0
2023/08/19,10:00,3.61,0.0
2023/08/19,11:00,3.61,0.0
2023/08/19,12:00,3.61,0.0
2023/08/19,13:00,3.61,0.0
2023/08/19,14:00,3.61,0.0
2023/08/19,15:00,3.61,0.0
2023/08/19,16:00,3.61,0.0
2023/08/20,13:00,3.59,0.0
2023/08/20,14:00,3.59,0.0
2023/08/20,15:00,3.59,0.0
2023/08/20,16:00,3.59,0.0
2023/08/21,10:00,3.57,0.2
2023/08/21,11:00,3.58,0.1
2023/08/21,12:00,3.58,0.2
2023/08/21,13:00,3.59,0.1
2023/08/21,14:00,3.57,0.1
2023/08/21,15:00,3.58,0.1
2023/08/21,16:00,3.60,0.1
2023/08/21,17:00,3.59,0.1
2023/08/21,18:00,3.62,0.0
2023/08/21,19:00,3.60,0.1
2023/08/21,20:00,3.59,0.0
2023/08/21,21:00,3.59,0.1
2023/08/21,22:00,3.59,0.0
2023/08/21,23:00,3.59,0.1
2023/08/22,00:00,3.59,0.0
2023/08/22,01:00,3.59,0.1
2023/08/22,02:00,3.59,0.0
2023/08/22,03:00,3.59,0.0
2023/08/22,04:00,3.58,0.1
2023/08/22,05:00,3.59,0.0
2023/08/22,06:00,3.59,0.1
2023/08/22,07:00,3.58,0.0
2023/08/22,08:00,3.58,0.0
2023/08/22,09:00,3.56,0.1
2023/08/22,10:00,3.57,0.0
2023/08/22,11:00,3.57,0.1
2023/08/22,12:00,3.58,0.0
2023/08/22,13:00,3.57,0.1
2023/08/22,14:00,3.59,0.0
2023/08/22,15:00,3.58,0.0
2023/08/22,16:00,3.59,0.1
2023/08/22,17:00,3.59,0.0
2023/08/22,18:00,3.59,0.0
2023/08/22,19:00,3.59,0.0
2023/08/22,20:00,3.58,0.1
2023/08/22,21:00,3.58,0.0
2023/08/22,22:00,3.58,0.0
2023/08/22,23:00,3.58,0.0
2023/08/23,00:00,3.58,0.1
2023/08/23,01:00,3.58,0.0
2023/08/23,02:00,3.58,0.0
2023/08/23,03:00,3.57,0.1
2023/08/23,04:00,3.58,0.0
2023/08/23,05:00,3.58,0.0
2023/08/23,06:00,3.58,0.0
2023/08/23,07:00,3.57,0.1
2023/08/23,08:00,3.57,0.0
2023/08/23,09:00,3.55,0.0
2023/08/23,10:00,3.55,0.0
2023/08/23,11:00,3.56,0.1
2023/08/23,12:00,3.56,0.0
2023/08/23,13:00,3.56,0.0
2023/08/23,14:00,3.57,0.0
2023/08/23,15:00,3.54,0.0
2023/08/23,16:00,3.57,0.0
2023/08/23,17:00,3.59,0.0
2023/08/23,18:00,3.59,0.0
2023/08/23,19:00,3.58,0.0
2023/08/23,20:00,3.57,0.0
2023/08/24,00:00,3.57,0.0
2023/08/24,01:00,3.57,0.0
2023/08/24,02:00,3.57,0.0
2023/08/24,03:00,3.57,0.0
2023/08/24,04:00,3.57,0.0
2023/08/24,05:00,3.57,0.0
2023/08/24,06:00,3.57,0.0
2023/08/24,08:00,3.55,0.0
2023/08/24,09:00,3.54,0.0
2023/08/24,10:00,3.56,0.0
2023/08/24,11:00,3.55,0.0
2023/08/24,12:00,3.56,0.0
2023/08/24,13:00,3.55,0.0
2023/08/24,14:00,3.54,0.0
2023/08/24,15:00,3.56,0.0
2023/08/24,16:00,3.55,0.0
2023/08/24,17:00,3.55,0.0
2023/08/25,10:00,3.54,0.0
2023/08/25,11:00,3.56,0.0
2023/08/25,12:00,3.54,0.0
2023/08/25,13:00,3.54,0.0
2023/08/25,14:00,3.55,0.0
2023/08/25,15:00,3.55,0.0
2023/08/26,13:00,3.54,0.0
2023/08/26,14:00,3.54,0.0
2023/08/27,14:00,3.53,0.0
2023/08/29,10:00,3.52,0.0
2023/08/29,13:00,3.54,0.0
2023/08/29,14:00,3.53,0.0
2023/08/29,15:00,3.54,0.0
2023/08/29,16:00,3.54,0.0
2023/08/30,02:00,3.56,0.0
2023/08/30,03:00,3.56,0.1
2023/08/30,04:00,3.56,0.1
2023/08/30,05:00,3.55,0.1
2023/08/30,06:00,3.55,0.1
2023/08/30,07:00,3.54,0.0
2023/08/30,09:00,3.52,0.1
2023/08/30,10:00,3.54,0.1
2023/08/30,11:00,3.55,0.0
2023/08/30,12:00,3.54,0.0
2023/08/30,13:00,3.53,0.0
2023/08/30,14:00,3.54,0.0
2023/08/30,15:00,3.56,0.0
2023/08/31,09:00,3.52,0.0
2023/08/31,10:00,3.53,0.0
2023/08/31,11:00,3.53,0.0
2023/08/31,12:00,3.52,0.0
2023/08/31,13:00,3.52,0.0
2023/08/31,14:00,3.52,0.0
2023/08/31,15:00,3.52,0.0
