Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/02/01,16:00,3.99,0.0
2024/02/01,17:00,4.11,0.0
2024/02/01,18:00,4.09,0.0
2024/02/01,19:00,4.05,0.0
2024/02/01,22:00,3.98,0.0
2024/02/01,23:00,3.95,0.0
2024/02/02,00:00,3.94,0.0
2024/02/02,01:00,3.92,0.0
2024/02/02,02:00,3.91,0.0
2024/02/02,03:00,3.92,0.0
2024/02/02,04:00,4.08,0.0
2024/02/02,05:00,4.34,0.0
2024/02/02,06:00,4.41,0.0
2024/02/02,07:00,4.48,0.0
2024/02/02,08:00,4.59,0.0
2024/02/02,09:00,4.63,0.0
2024/02/02,10:00,4.66,0.0
2024/02/02,11:00,4.66,0.0
2024/02/02,12:00,4.61,0.0
2024/02/02,13:00,4.47,0.0
2024/02/02,14:00,4.40,0.0
2024/02/02,15:00,4.37,0.0
2024/02/02,16:00,4.24,0.0
2024/02/02,17:00,4.30,0.0
2024/02/02,18:00,4.27,0.0
2024/02/02,19:00,4.23,0.0
2024/02/02,20:00,4.21,0.0
2024/02/03,01:00,4.17,0.0
2024/02/03,02:00,4.18,0.0
2024/02/03,03:00,4.16,6.3
2024/02/03,04:00,4.22,16.8
2024/02/03,05:00,4.19,3.1
2024/02/03,06:00,4.21,0.7
2024/02/03,07:00,4.17,2.4
2024/02/03,08:00,4.29,0.3
2024/02/03,09:00,4.26,0.1
2024/02/03,10:00,4.18,0.0
2024/02/03,11:00,4.13,0.0
2024/02/03,12:00,4.13,0.0
2024/02/03,13:00,4.07,0.0
2024/02/03,14:00,4.02,0.0
2024/02/03,15:00,4.02,0.0
2024/02/03,16:00,4.00,0.0
2024/02/03,17:00,3.99,0.0
2024/02/03,18:00,3.98,0.0
2024/02/03,19:00,3.98,0.0
2024/02/03,20:00,3.95,0.0
2024/02/03,21:00,3.94,0.0
2024/02/03,22:00,3.92,0.0
2024/02/03,23:00,3.90,0.0
2024/02/04,00:00,3.90,0.0
2024/02/04,01:00,3.91,0.0
2024/02/04,02:00,3.87,0.0
2024/02/04,03:00,3.88,0.0
2024/02/04,04:00,3.90,0.0
2024/02/04,05:00,3.92,0.0
2024/02/04,06:00,3.96,0.0
2024/02/04,07:00,3.95,0.0
2024/02/04,08:00,3.94,0.0
2024/02/04,09:00,3.89,0.0
2024/02/04,10:00,3.90,0.0
2024/02/04,11:00,3.88,0.0
2024/02/04,12:00,3.86,0.0
2024/02/04,13:00,3.86,0.0
2024/02/04,14:00,3.83,0.0
2024/02/04,15:00,3.83,0.0
2024/02/04,16:00,3.82,0.0
2024/02/04,17:00,3.84,0.0
2024/02/04,18:00,3.82,0.0
2024/02/04,19:00,3.82,0.0
2024/02/04,21:00,3.80,0.0
2024/02/04,22:00,3.81,0.0
2024/02/04,23:00,3.81,0.0
2024/02/05,00:00,3.83,0.0
2024/02/05,01:00,3.83,0.0
2024/02/05,02:00,3.98,0.0
2024/02/05,03:00,4.04,0.0
2024/02/05,04:00,4.05,0.0
2024/02/05,05:00,4.05,0.0
2024/02/05,06:00,4.05,0.0
2024/02/05,07:00,4.03,0.0
2024/02/05,08:00,4.02,0.0
2024/02/05,09:00,4.01,0.0
2024/02/05,10:00,4.01,0.0
2024/02/05,11:00,4.03,0.0
2024/02/05,12:00,4.07,0.0
2024/02/05,13:00,4.08,0.0
2024/02/05,14:00,4.06,0.0
2024/02/05,16:00,4.01,0.0
2024/02/05,17:00,3.99,0.0
2024/02/05,18:00,4.00,0.0
2024/02/05,19:00,3.96,0.0
2024/02/06,00:00,3.89,0.0
2024/02/06,01:00,3.90,0.0
2024/02/06,03:00,3.92,0.0
2024/02/06,04:00,3.91,0.0
2024/02/06,05:00,3.90,0.0
2024/02/06,06:00,3.88,0.0
2024/02/06,08:00,3.83,0.0
2024/02/06,09:00,3.81,0.0
2024/02/06,10:00,3.79,0.0
2024/02/06,11:00,3.79,0.0
2024/02/06,12:00,3.79,0.0
2024/02/06,13:00,3.79,0.0
2024/02/06,14:00,3.75,0.0
2024/02/06,23:00,3.72,0.0
2024/02/07,00:00,3.72,0.0
2024/02/07,01:00,3.72,0.0
2024/02/07,17:00,3.65,0.0
2024/02/09,09:00,3.63,0.0
2024/02/09,14:00,3.61,0.0
2024/02/09,15:00,3.60,0.0
2024/02/10,08:00,4.02,0.0
2024/02/10,09:00,4.10,0.0
2024/02/10,10:00,4.11,0.0
2024/02/10,11:00,4.15,0.0
2024/02/10,12:00,4.15,0.0
2024/02/10,13:00,4.15,0.0
2024/02/10,20:00,4.07,0.0
2024/02/10,21:00,4.04,0.0
2024/02/10,22:00,4.00,0.0
2024/02/10,23:00,3.99,0.0
2024/02/11,00:00,3.98,0.0
2024/02/11,01:00,3.95,0.0
2024/02/11,02:00,3.92,0.0
2024/02/11,03:00,3.90,0.0
2024/02/11,04:00,3.88,0.0
2024/02/11,05:00,3.87,0.0
2024/02/11,06:00,3.84,0.0
2024/02/11,07:00,3.83,0.0
2024/02/11,08:00,3.81,0.0
2024/02/11,09:00,3.80,0.0
2024/02/11,10:00,3.77,0.0
2024/02/11,11:00,3.77,0.0
2024/02/11,12:00,3.75,0.0
2024/02/11,13:00,3.74,0.0
2024/02/11,14:00,3.74,0.0
2024/02/11,15:00,3.71,0.0
2024/02/11,16:00,3.72,0.0
2024/02/11,20:00,3.71,0.0
2024/02/11,22:00,3.74,0.0
2024/02/11,23:00,3.73,0.0
2024/02/12,00:00,3.72,0.0
2024/02/12,01:00,3.75,0.0
2024/02/12,02:00,3.74,0.0
2024/02/12,03:00,3.73,0.0
2024/02/12,04:00,3.74,0.0
2024/02/12,05:00,3.75,0.0
2024/02/12,06:00,3.77,0.0
2024/02/12,07:00,3.76,0.0
2024/02/12,08:00,3.75,0.0
2024/02/12,09:00,3.74,0.0
2024/02/12,10:00,3.72,0.0
2024/02/12,11:00,3.73,0.0
2024/02/12,12:00,3.73,0.0
2024/02/12,13:00,3.73,0.0
2024/02/12,14:00,3.69,0.0
2024/02/12,15:00,3.75,0.0
2024/02/12,21:00,3.70,0.0
2024/02/13,10:00,3.81,0.0
2024/02/13,12:00,3.78,0.0
2024/02/13,13:00,3.77,0.0
2024/02/13,15:00,3.75,0.1
2024/02/13,16:00,3.72,0.0
2024/02/13,17:00,3.74,0.0
2024/02/13,18:00,3.75,0.0
2024/02/13,19:00,3.77,0.0
2024/02/13,20:00,3.78,0.0
2024/02/13,21:00,3.80,0.0
2024/02/13,22:00,3.79,0.0
2024/02/13,23:00,3.80,0.0
2024/02/14,00:00,3.81,0.0
2024/02/14,01:00,3.83,0.0
2024/02/14,02:00,3.85,0.0
2024/02/14,03:00,3.91,0.0
2024/02/14,04:00,3.95,0.0
2024/02/14,05:00,3.96,0.0
2024/02/14,06:00,3.99,0.0
2024/02/14,07:00,3.97,0.0
2024/02/14,08:00,3.95,0.0
2024/02/14,09:00,3.91,0.0
2024/02/14,10:00,3.88,0.0
