Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/09/01,12:00,3.50,0.0
2023/09/01,13:00,3.51,0.0
2023/09/01,14:00,3.51,0.0
2023/09/01,16:00,3.50,0.0
2023/09/02,16:00,3.52,0.0
2023/09/03,12:00,3.55,0.0
2023/09/06,01:00,3.55,0.1
2023/09/06,02:00,3.55,0.1
2023/09/06,03:00,3.55,0.1
2023/09/06,04:00,3.55,0.0
2023/09/06,05:00,3.55,0.1
2023/09/06,06:00,3.55,0.1
2023/09/06,08:00,3.54,0.1
2023/09/06,09:00,3.53,0.1
2023/09/06,10:00,3.54,0.1
2023/09/06,11:00,3.53,0.1
2023/09/06,12:00,3.53,0.1
2023/09/06,13:00,3.53,0.0
2023/09/06,14:00,3.53,0.1
2023/09/06,15:00,3.51,0.0
2023/09/06,16:00,3.56,0.0
2023/09/06,17:00,3.58,0.0
2023/09/06,19:00,3.54,0.0
2023/09/06,20:00,3.54,0.0
2023/09/06,21:00,3.54,0.0
2023/09/06,22:00,3.54,0.0
2023/09/06,23:00,3.54,0.0
2023/09/07,05:00,3.54,0.0
2023/09/07,06:00,3.54,0.0
2023/09/07,08:00,3.52,0.0
2023/09/07,09:00,3.51,0.0
2023/09/07,10:00,3.52,0.0
2023/09/07,11:00,3.52,0.0
2023/09/07,12:00,3.53,0.0
2023/09/07,13:00,3.52,0.0
2023/09/07,14:00,3.53,0.0
2023/09/07,15:00,3.49,0.0
2023/09/07,16:00,3.51,0.0
2023/09/07,17:00,3.54,0.0
2023/09/08,13:00,3.51,0.0
2023/09/08,14:00,3.50,0.0
2023/09/08,15:00,3.51,0.0
2023/09/08,16:00,3.52,0.0
2023/09/10,18:00,3.51,0.0
2023/09/11,08:00,3.49,0.0
2023/09/11,09:00,3.48,0.0
2023/09/11,10:00,3.48,0.0
2023/09/11,11:00,3.48,0.0
2023/09/11,12:00,3.48,0.0
2023/09/11,13:00,3.50,0.0
2023/09/11,14:00,3.50,0.0
2023/09/12,09:00,3.48,0.0
2023/09/12,10:00,3.48,0.0
2023/09/12,11:00,3.49,0.0
2023/09/12,12:00,3.49,0.0
2023/09/12,13:00,3.49,0.0
2023/09/12,14:00,3.48,0.0
2023/09/12,15:00,3.48,0.0
2023/09/12,16:00,3.47,0.0
2023/09/12,17:00,3.52,0.0
2023/09/12,18:00,3.52,0.0
2023/09/12,19:00,3.51,0.0
2023/09/12,20:00,3.50,0.0
2023/09/13,09:00,3.48,0.0
2023/09/13,10:00,3.47,0.0
2023/09/13,11:00,3.48,0.0
2023/09/13,12:00,3.48,0.0
2023/09/13,13:00,3.47,0.0
2023/09/13,14:00,3.47,0.0
2023/09/13,15:00,3.48,0.0
2023/09/13,16:00,3.49,0.0
2023/09/13,17:00,3.49,0.0
2023/09/15,22:00,3.57,0.0
2023/09/15,23:00,3.57,0.0
2023/09/16,00:00,3.59,0.0
2023/09/16,05:00,3.56,0.0
2023/09/16,06:00,3.56,0.1
2023/09/16,07:00,3.56,0.0
2023/09/16,11:00,3.55,0.0
2023/09/16,12:00,3.57,0.0
2023/09/16,13:00,3.57,0.0
2023/09/16,14:00,3.56,0.0
2023/09/16,15:00,3.56,0.0
2023/09/16,16:00,3.58,0.0
2023/09/16,17:00,3.57,0.0
2023/09/16,18:00,3.60,0.0
2023/09/16,21:00,3.59,0.0
2023/09/17,09:00,3.55,0.0
2023/09/17,10:00,3.56,0.0
2023/09/17,11:00,3.56,0.0
2023/09/17,12:00,3.57,0.0
2023/09/17,13:00,3.57,0.0
2023/09/17,14:00,3.57,0.0
2023/09/17,15:00,3.55,0.0
2023/09/17,16:00,3.56,0.0
2023/09/18,09:00,3.54,0.0
2023/09/18,14:00,3.54,0.0
2023/09/18,15:00,3.55,0.0
2023/09/20,13:00,3.51,0.0
2023/09/20,14:00,3.54,0.0
2023/09/20,15:00,3.51,0.0
2023/09/20,16:00,3.53,0.0
2023/09/20,17:00,3.52,0.0
2023/09/20,18:00,3.54,0.0
2023/09/21,08:00,3.51,0.0
2023/09/21,09:00,3.50,0.0
2023/09/21,10:00,3.49,0.0
2023/09/21,11:00,3.51,0.0
2023/09/21,12:00,3.50,0.0
2023/09/21,13:00,3.52,0.0
2023/09/21,14:00,3.50,0.0
2023/09/21,15:00,3.49,0.0
2023/09/21,16:00,3.51,0.0
2023/09/21,17:00,3.53,0.0
2023/09/21,18:00,3.53,0.0
2023/09/22,08:00,3.48,0.0
2023/09/22,09:00,3.48,0.0
2023/09/22,10:00,3.50,0.0
2023/09/22,11:00,3.50,0.0
2023/09/22,12:00,3.49,0.0
2023/09/22,13:00,3.50,0.0
2023/09/22,14:00,3.50,0.0
2023/09/22,15:00,3.50,0.0
2023/09/22,16:00,3.52,0.0
2023/09/22,17:00,3.53,0.0
2023/09/22,18:00,3.51,0.0
2023/09/23,08:00,3.51,0.0
2023/09/23,09:00,3.51,0.0
2023/09/23,10:00,3.50,0.0
2023/09/23,11:00,3.51,0.0
2023/09/23,12:00,3.52,0.0
2023/09/23,13:00,3.53,0.0
2023/09/23,14:00,3.52,0.0
2023/09/23,15:00,3.49,0.0
2023/09/23,16:00,3.54,0.0
2023/09/23,17:00,3.52,0.0
2023/09/23,18:00,3.55,0.0
2023/09/23,19:00,3.55,0.0
2023/09/24,08:00,3.50,0.0
2023/09/24,09:00,3.49,0.0
2023/09/24,10:00,3.50,0.0
2023/09/24,11:00,3.50,0.0
2023/09/24,12:00,3.51,0.0
2023/09/24,13:00,3.52,0.0
2023/09/24,14:00,3.52,0.0
2023/09/24,15:00,3.53,0.0
2023/09/24,16:00,3.48,0.0
2023/09/24,17:00,3.52,0.0
2023/09/24,18:00,3.55,0.0
2023/09/24,19:00,3.53,0.0
2023/09/25,07:00,3.56,0.0
2023/09/25,08:00,3.54,0.0
2023/09/25,09:00,3.56,0.0
2023/09/25,10:00,3.55,0.0
2023/09/25,11:00,3.56,0.0
2023/09/25,12:00,3.55,0.0
2023/09/25,13:00,3.54,0.0
2023/09/25,14:00,3.55,0.0
2023/09/25,15:00,3.54,0.0
2023/09/25,16:00,3.55,0.0
2023/09/25,17:00,3.57,0.0
2023/09/25,18:00,3.57,0.0
2023/09/25,19:00,3.57,0.0
2023/09/26,08:00,3.52,0.0
2023/09/26,09:00,3.52,0.0
2023/09/26,10:00,3.53,0.0
2023/09/26,11:00,3.53,0.0
2023/09/26,12:00,3.53,0.0
2023/09/26,13:00,3.52,0.0
2023/09/26,14:00,3.53,0.0
2023/09/26,15:00,3.53,0.0
2023/09/26,16:00,3.56,0.0
2023/09/26,17:00,3.55,0.0
2023/09/26,18:00,3.54,0.0
2023/09/27,08:00,3.49,0.0
2023/09/27,09:00,3.49,0.0
2023/09/27,10:00,3.50,0.0
2023/09/27,11:00,3.51,0.0
2023/09/27,12:00,3.51,0.0
2023/09/27,13:00,3.49,0.0
2023/09/27,14:00,3.50,0.0
2023/09/27,15:00,3.52,0.0
2023/09/27,16:00,3.48,0.0
2023/09/27,17:00,3.55,0.0
2023/09/27,18:00,3.53,0.0
2023/09/28,08:00,3.52,0.0
2023/09/28,09:00,3.52,0.0
2023/09/28,10:00,3.53,0.0
2023/09/28,11:00,3.52,0.0
2023/09/28,12:00,3.53,0.0
2023/09/28,13:00,3.51,0.0
2023/09/28,14:00,3.52,0.0
2023/09/28,15:00,3.53,0.0
2023/09/28,16:00,3.53,0.0
2023/09/28,17:00,3.54,0.0
2023/09/28,18:00,3.60,0.0
2023/09/29,08:00,3.52,0.0
2023/09/29,09:00,3.52,0.0
2023/09/29,10:00,3.53,0.0
2023/09/29,11:00,3.51,0.0
2023/09/29,12:00,3.52,0.0
2023/09/29,13:00,3.52,0.0
2023/09/29,14:00,3.53,0.0
2023/09/29,15:00,3.53,0.0
2023/09/29,16:00,3.51,0.0
2023/09/29,17:00,3.57,0.0
2023/09/30,09:00,3.56,0.0
2023/09/30,10:00,3.57,0.0
2023/09/30,11:00,3.58,0.0
2023/09/30,12:00,3.58,0.0
2023/09/30,13:00,3.56,0.0
2023/09/30,14:00,3.56,0.0
2023/09/30,15:00,3.55,0.0
2023/09/30,16:00,3.54,0.0
2023/09/30,17:00,3.56,0.0
