Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/10/01,09:00,3.54,0.0
2023/10/01,10:00,3.55,0.0
2023/10/01,11:00,3.55,0.0
2023/10/01,12:00,3.56,0.0
2023/10/01,13:00,3.57,0.0
2023/10/01,14:00,3.55,0.0
2023/10/01,15:00,3.55,0.0
2023/10/01,16:00,3.56,0.0
2023/10/01,17:00,3.57,0.0
2023/10/01,18:00,3.58,0.0
2023/10/02,08:00,3.53,0.0
2023/10/02,09:00,3.53,0.0
2023/10/02,10:00,3.54,0.0
2023/10/02,11:00,3.54,0.0
2023/10/02,12:00,3.54,0.0
2023/10/02,13:00,3.52,0.0
2023/10/02,14:00,3.55,0.0
2023/10/02,15:00,3.51,0.0
2023/10/02,16:00,3.54,0.0
2023/10/02,17:00,3.56,0.0
2023/10/03,07:00,3.52,0.0
2023/10/03,08:00,3.52,0.0
2023/10/03,09:00,3.51,0.0
2023/10/03,10:00,3.52,0.0
2023/10/03,11:00,3.52,0.0
2023/10/03,12:00,3.53,0.0
2023/10/03,13:00,3.54,0.0
2023/10/03,14:00,3.54,0.0
2023/10/03,15:00,3.58,0.0
2023/10/03,16:00,3.48,0.0
2023/10/03,17:00,3.54,0.0
2023/10/03,18:00,3.55,0.0
2023/10/03,19:00,3.54,0.0
2023/10/03,20:00,3.54,0.0
2023/10/03,21:00,3.54,0.0
2023/10/03,22:00,3.54,0.0
2023/10/03,23:00,3.54,0.0
2023/10/04,00:00,3.53,0.0
2023/10/04,01:00,3.53,0.0
2023/10/04,02:00,3.54,0.0
2023/10/04,03:00,3.53,0.1
2023/10/04,04:00,3.53,0.0
2023/10/04,06:00,3.53,0.3
2023/10/04,07:00,3.54,0.1
2023/10/04,08:00,3.54,0.2
2023/10/04,09:00,3.56,0.2
2023/10/04,10:00,3.72,0.1
2023/10/04,11:00,3.71,0.1
2023/10/04,12:00,3.70,0.1
2023/10/04,13:00,3.67,0.0
2023/10/04,14:00,3.65,0.0
2023/10/04,15:00,3.71,0.0
2023/10/04,16:00,3.70,0.0
2023/10/04,17:00,3.69,0.0
2023/10/04,18:00,3.66,0.1
2023/10/04,19:00,3.67,0.1
2023/10/04,20:00,3.66,0.1
2023/10/04,21:00,3.65,0.0
2023/10/04,22:00,3.67,0.0
2023/10/04,23:00,3.68,0.0
2023/10/05,00:00,3.69,0.0
2023/10/05,01:00,3.70,0.0
2023/10/05,02:00,3.70,0.0
2023/10/05,03:00,3.71,0.0
2023/10/05,04:00,3.72,0.0
2023/10/05,07:00,3.72,0.0
2023/10/05,08:00,3.71,0.0
2023/10/05,09:00,3.69,0.0
2023/10/05,10:00,3.69,0.0
2023/10/05,11:00,3.72,0.0
2023/10/05,12:00,3.74,0.0
2023/10/05,13:00,3.74,0.0
2023/10/05,14:00,3.78,0.0
2023/10/05,15:00,3.77,0.0
2023/10/05,16:00,3.78,0.0
2023/10/05,17:00,3.77,0.0
2023/10/05,18:00,3.75,0.0
2023/10/05,19:00,3.74,0.0
2023/10/05,20:00,3.72,0.0
2023/10/05,21:00,3.72,0.0
2023/10/05,22:00,3.71,0.0
2023/10/05,23:00,3.69,0.0
2023/10/06,00:00,3.68,0.0
2023/10/06,01:00,3.68,0.0
2023/10/06,02:00,3.67,0.0
2023/10/06,03:00,3.67,0.0
2023/10/06,04:00,3.67,0.0
2023/10/06,05:00,3.66,0.0
2023/10/06,06:00,3.65,0.0
2023/10/06,07:00,3.64,0.0
2023/10/06,08:00,3.62,0.0
2023/10/06,09:00,3.63,0.0
2023/10/06,10:00,3.63,0.0
2023/10/06,11:00,3.64,0.0
2023/10/06,12:00,3.63,0.0
