Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : TAMBOPATA
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'33'',Longitud :,69°10'31.04'',Altitud :,198 msnm.
Tipo :,EHA - Hidrológica,Código :,260002
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/07/26,00:00,S/D,S/D
2024/07/27,00:00,S/D,S/D
2024/07/28,00:00,S/D,S/D
2024/07/29,00:00,S/D,S/D
2024/07/30,00:00,S/D,S/D
2024/07/31,00:00,S/D,S/D
