Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO ESPERANZA
Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
Latitud :,9°46'14.98'',Longitud :,70°42'23.97'',Altitud :,237 msnm.
Tipo :,EMA - Meteorológica,Código :,47E87066
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/10/01,08:00,32.0,S/D,51,289,2.5
2022/10/01,09:00,32.0,S/D,51,289,2.5
2022/10/01,10:00,32.0,S/D,51,289,2.5
2022/10/01,13:00,32.0,S/D,51,289,2.5
2022/10/01,14:00,32.0,S/D,51,289,2.5
2022/10/02,08:00,32.0,S/D,51,289,2.5
2022/10/02,09:00,32.0,S/D,51,289,2.5
2022/10/02,10:00,32.0,S/D,51,289,2.5
2022/10/02,11:00,32.0,S/D,51,289,2.5
2022/10/02,13:00,32.0,S/D,51,289,2.5
2022/10/03,08:00,32.0,S/D,51,289,2.5
2022/10/03,09:00,32.0,S/D,51,289,2.5
2022/10/03,10:00,32.0,S/D,51,289,2.5
2022/10/03,11:00,32.0,S/D,51,289,2.5
2022/10/03,14:00,32.0,S/D,51,289,2.5
2022/10/04,08:00,32.0,S/D,51,289,2.5
2022/10/04,09:00,32.0,S/D,51,289,2.5
2022/10/04,10:00,32.0,S/D,51,289,2.5
2022/10/04,11:00,32.0,S/D,51,289,2.5
2022/10/04,12:00,32.0,S/D,51,289,2.5
2022/10/04,14:00,32.0,S/D,51,289,2.5
2022/10/05,09:00,32.0,S/D,51,289,2.5
2022/10/05,10:00,32.0,S/D,51,289,2.5
2022/10/05,11:00,32.0,S/D,51,289,2.5
2022/10/05,12:00,32.0,S/D,51,289,2.5
2022/10/05,13:00,32.0,S/D,51,289,2.5
2022/10/06,09:00,32.0,S/D,51,289,2.5
2022/10/06,10:00,32.0,S/D,51,289,2.5
2022/10/06,12:00,32.0,S/D,51,289,2.5
2022/10/07,09:00,32.0,S/D,51,289,2.5
2022/10/07,13:00,32.0,S/D,51,289,2.5
2022/10/07,14:00,32.0,S/D,51,289,2.5
2022/10/08,10:00,32.0,S/D,51,289,2.5
2022/10/08,11:00,32.0,S/D,51,289,2.5
2022/10/09,09:00,32.0,S/D,51,289,2.5
2022/10/09,11:00,32.0,S/D,51,289,2.5
2022/10/10,08:00,32.0,S/D,51,289,2.5
2022/10/10,09:00,32.0,S/D,51,289,2.5
2022/10/10,11:00,32.0,S/D,51,289,2.5
2022/10/10,12:00,32.0,S/D,51,289,2.5
2022/10/11,08:00,32.0,S/D,51,289,2.5
2022/10/11,09:00,32.0,S/D,51,289,2.5
2022/10/11,11:00,32.0,S/D,51,S/D,S/D
2022/10/11,12:00,32.0,S/D,51,289,2.5
2022/10/12,11:00,32.0,S/D,51,289,2.5
2022/10/12,12:00,32.0,S/D,51,289,2.5
2022/10/13,08:00,32.0,S/D,51,289,2.5
2022/10/13,09:00,32.0,S/D,51,289,2.5
2022/10/13,12:00,32.0,S/D,51,289,2.5
2022/10/14,12:00,32.0,S/D,51,289,2.5
2022/10/15,13:00,32.0,S/D,51,289,2.5
2022/10/16,08:00,32.0,S/D,51,289,2.5
2022/10/16,09:00,32.0,S/D,51,289,2.5
2022/10/17,08:00,32.0,S/D,51,289,2.5
2022/10/17,09:00,32.0,S/D,51,289,2.5
2022/10/17,12:00,32.0,S/D,51,289,2.5
2022/10/19,08:00,32.0,S/D,51,289,2.5
2022/10/19,10:00,32.0,S/D,51,289,2.5
2022/10/19,11:00,32.0,S/D,51,289,2.5
2022/10/19,12:00,32.0,S/D,51,289,2.5
2022/10/20,09:00,32.0,S/D,51,289,2.5
2022/10/20,10:00,32.0,S/D,51,289,2.5
2022/10/21,08:00,32.0,S/D,51,289,2.5
2022/10/21,09:00,32.0,S/D,51,289,2.5
2022/10/21,12:00,32.0,S/D,51,289,2.5
2022/10/22,10:00,32.0,S/D,51,289,2.5
2022/10/23,12:00,32.0,S/D,51,289,2.5
2022/10/23,13:00,32.0,S/D,51,289,2.5
2022/10/23,15:00,32.0,S/D,51,289,2.5
2022/10/24,10:00,32.0,S/D,51,289,2.5
2022/10/24,11:00,32.0,S/D,51,289,2.5
2022/10/24,12:00,32.0,S/D,51,289,2.5
2022/10/24,15:00,32.0,S/D,51,289,2.5
2022/10/25,09:00,32.0,S/D,51,289,2.5
2022/10/25,12:00,32.0,S/D,51,289,2.5
2022/10/25,13:00,32.0,S/D,51,289,2.5
2022/10/25,15:00,32.0,S/D,51,289,2.5
2022/10/26,08:00,32.0,S/D,51,289,2.5
2022/10/26,09:00,32.0,S/D,51,289,2.5
2022/10/26,12:00,32.0,S/D,51,289,2.5
2022/10/27,08:00,32.0,S/D,51,289,2.5
2022/10/27,09:00,32.0,S/D,51,289,2.5
2022/10/27,12:00,32.0,S/D,51,289,2.5
2022/10/28,11:00,32.0,S/D,51,289,2.5
2022/10/29,13:00,32.0,S/D,51,289,2.5
2022/10/29,15:00,32.0,S/D,51,289,2.5
2022/10/30,08:00,32.0,S/D,51,289,2.5
2022/10/30,09:00,32.0,S/D,51,289,2.5
2022/10/30,12:00,32.0,S/D,51,289,2.5
2022/10/31,08:00,32.0,S/D,51,289,2.5
2022/10/31,09:00,32.0,S/D,51,289,2.5
2022/10/31,10:00,32.0,S/D,51,289,2.5
2022/10/31,13:00,32.0,S/D,51,289,2.5
