Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO ESPERANZA
Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
Latitud :,9°46'14.98'',Longitud :,70°42'23.97'',Altitud :,237 msnm.
Tipo :,EMA - Meteorológica,Código :,47E87066
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/04/01,00:00,23.7,0.0,100,226,0.5
2026/04/01,01:00,23.4,0.0,100,242,0.4
2026/04/01,02:00,23.2,0.0,100,247,0.0
2026/04/01,03:00,23.2,0.0,100,97,0.0
2026/04/01,04:00,23.3,0.0,100,79,0.3
2026/04/01,05:00,23.3,0.0,100,96,0.8
2026/04/01,06:00,23.0,0.0,100,151,0.0
2026/04/01,07:00,22.8,0.0,100,261,0.4
2026/04/01,08:00,23.1,0.0,100,237,0.9
2026/04/01,09:00,23.6,0.0,100,236,0.5
2026/04/01,10:00,24.3,0.0,99,303,1.0
2026/04/01,11:00,25.3,0.0,92,278,1.1
2026/04/01,12:00,26.6,0.0,84,118,1.2
2026/04/01,13:00,28.1,0.0,80,37,1.5
2026/04/01,14:00,29.7,0.0,73,278,0.7
2026/04/01,15:00,30.4,0.0,71,312,1.2
2026/04/01,16:00,30.3,0.0,73,282,1.8
2026/04/01,17:00,29.3,0.0,84,340,0.8
2026/04/01,18:00,26.8,0.0,96,233,1.1
2026/04/01,19:00,26.2,0.0,96,98,1.0
2026/04/01,20:00,25.6,0.0,100,100,0.0
2026/04/01,21:00,24.9,0.0,100,133,0.7
2026/04/01,22:00,24.3,0.0,100,95,0.2
2026/04/01,23:00,23.9,0.0,100,85,0.4
2026/04/02,00:00,23.7,0.0,100,129,0.0
2026/04/02,01:00,23.2,0.0,100,210,0.6
2026/04/02,02:00,22.9,0.0,100,174,0.2
2026/04/02,03:00,22.6,0.0,100,26,0.0
2026/04/02,04:00,22.5,0.0,100,160,0.0
2026/04/02,05:00,22.5,0.0,100,234,0.1
2026/04/02,06:00,22.5,0.0,100,276,0.4
2026/04/02,07:00,22.5,0.0,100,203,0.2
2026/04/02,08:00,23.0,0.0,100,24,0.4
2026/04/02,09:00,24.9,0.0,96,133,0.9
2026/04/02,10:00,27.3,0.0,83,107,1.1
2026/04/02,11:00,29.1,0.0,78,33,0.9
2026/04/02,12:00,30.5,0.0,72,133,1.5
2026/04/02,13:00,31.4,0.0,71,127,1.6
2026/04/02,14:00,30.9,0.0,74,122,1.8
2026/04/02,15:00,32.8,0.0,63,140,1.4
2026/04/02,16:00,33.0,0.0,60,156,1.2
2026/04/02,17:00,32.4,0.0,64,124,1.0
2026/04/02,18:00,30.4,0.0,76,126,0.8
2026/04/02,19:00,27.5,0.0,94,131,0.3
2026/04/02,20:00,26.3,0.0,100,108,0.6
2026/04/02,21:00,25.5,0.0,100,81,2.6
2026/04/02,22:00,25.3,0.0,97,153,0.5
2026/04/02,23:00,24.4,0.0,99,125,1.1
2026/04/03,00:00,24.2,0.0,100,197,0.3
2026/04/03,01:00,24.0,0.0,100,296,0.5
2026/04/03,02:00,23.8,0.0,100,187,0.2
2026/04/03,03:00,23.6,0.0,100,132,0.5
2026/04/03,04:00,23.4,0.0,100,209,0.5
2026/04/03,05:00,23.3,0.0,100,191,0.2
2026/04/03,06:00,23.0,0.0,100,240,0.1
2026/04/03,07:00,22.7,0.0,100,58,0.6
2026/04/03,08:00,23.1,0.0,100,23,0.4
2026/04/03,09:00,24.6,0.0,96,241,1.3
2026/04/03,10:00,26.3,0.0,88,228,1.1
2026/04/03,11:00,28.4,0.0,78,154,1.2
2026/04/03,12:00,29.7,0.0,74,131,1.8
2026/04/03,13:00,30.5,0.0,74,101,0.7
2026/04/03,14:00,28.1,0.0,85,17,2.6
2026/04/03,15:00,24.9,0.0,100,118,2.1
2026/04/03,16:00,24.0,0.0,100,74,2.0
2026/04/03,17:00,23.9,0.0,100,112,1.3
2026/04/03,18:00,23.9,0.0,100,151,0.3
2026/04/03,19:00,23.7,0.0,100,242,0.9
2026/04/03,20:00,23.7,0.0,100,75,0.7
2026/04/03,21:00,23.5,0.0,100,297,0.5
2026/04/03,22:00,23.6,0.0,100,12,0.1
2026/04/03,23:00,23.4,0.0,100,189,0.1
2026/04/04,00:00,23.4,0.0,100,86,0.6
2026/04/04,01:00,23.1,0.0,100,173,0.3
2026/04/04,02:00,23.0,0.0,100,122,0.0
2026/04/04,03:00,22.8,0.0,100,112,0.0
2026/04/04,04:00,22.5,0.0,100,225,1.2
2026/04/04,05:00,22.7,0.0,100,322,0.6
2026/04/04,06:00,22.7,0.0,100,250,0.7
2026/04/04,07:00,22.5,0.0,100,234,0.1
2026/04/04,08:00,22.8,0.0,100,212,0.1
2026/04/04,09:00,24.0,0.0,98,240,0.8
2026/04/04,10:00,26.9,0.0,83,145,1.0
2026/04/04,11:00,29.4,0.0,72,106,1.1
2026/04/04,12:00,30.0,0.0,71,102,1.5
2026/04/04,13:00,31.4,0.0,68,187,1.4
2026/04/04,14:00,31.8,0.0,67,141,1.7
2026/04/04,15:00,32.9,0.0,62,194,0.7
2026/04/04,16:00,29.1,0.0,84,269,1.6
2026/04/04,17:00,29.2,0.0,82,214,3.1
2026/04/04,18:00,27.0,0.0,88,161,2.2
2026/04/04,19:00,26.0,0.0,93,56,0.7
2026/04/04,20:00,25.6,0.0,100,10,1.1
2026/04/04,21:00,25.1,0.0,100,135,0.9
2026/04/04,22:00,24.7,0.0,100,60,0.5
2026/04/04,23:00,24.5,0.0,100,154,0.5
2026/04/05,00:00,24.5,0.0,100,125,0.6
2026/04/05,01:00,24.4,0.0,100,90,0.3
2026/04/05,02:00,24.2,0.0,100,251,0.5
2026/04/05,03:00,24.1,0.0,100,174,0.4
2026/04/05,04:00,23.8,0.0,100,139,0.2
2026/04/05,05:00,23.6,0.0,100,202,0.4
2026/04/05,06:00,23.5,0.0,100,157,0.1
2026/04/05,07:00,23.4,0.0,100,131,0.4
2026/04/05,08:00,23.7,0.0,100,137,0.7
2026/04/05,09:00,24.5,0.0,98,153,1.0
2026/04/05,10:00,25.3,0.0,92,186,1.2
2026/04/05,11:00,27.6,0.0,81,190,1.4
2026/04/05,12:00,29.8,0.0,73,172,1.8
2026/04/05,13:00,30.6,0.0,70,141,1.5
2026/04/05,14:00,31.3,0.0,67,129,3.0
2026/04/05,15:00,31.9,0.0,65,148,1.9
2026/04/05,16:00,31.9,0.0,65,145,1.4
2026/04/05,17:00,31.8,0.0,67,212,1.5
2026/04/05,18:00,29.8,0.0,76,215,1.9
2026/04/05,19:00,27.4,0.0,89,159,0.0
2026/04/05,20:00,26.3,0.0,96,218,0.2
2026/04/05,21:00,25.4,0.0,100,183,0.3
2026/04/05,22:00,24.9,0.0,100,184,0.5
2026/04/05,23:00,24.4,0.0,100,162,0.2
2026/04/06,00:00,24.0,0.0,100,86,0.2
2026/04/06,01:00,23.7,0.0,100,261,0.1
2026/04/06,02:00,23.6,0.0,100,228,0.4
2026/04/06,03:00,23.5,0.0,100,134,0.3
2026/04/06,04:00,23.3,0.0,100,183,0.3
2026/04/06,05:00,23.3,0.0,100,202,0.1
2026/04/06,06:00,23.3,0.0,100,170,0.2
2026/04/06,07:00,22.9,0.0,100,168,0.2
2026/04/06,08:00,23.5,0.0,100,225,0.5
2026/04/06,09:00,25.8,0.0,92,132,1.1
2026/04/06,10:00,28.0,0.0,80,121,2.9
2026/04/06,11:00,29.2,0.0,77,120,2.2
2026/04/06,12:00,30.6,0.0,72,136,1.7
2026/04/06,13:00,31.8,0.0,67,91,1.4
2026/04/06,14:00,32.3,0.0,64,56,2.7
2026/04/06,15:00,28.4,0.0,89,211,1.1
2026/04/06,16:00,29.8,0.0,80,241,1.1
2026/04/06,17:00,29.4,0.0,84,239,1.5
2026/04/06,18:00,29.1,0.0,88,269,0.8
2026/04/06,19:00,28.1,0.0,94,179,0.0
2026/04/06,20:00,27.0,0.0,100,53,0.0
2026/04/06,21:00,26.3,0.0,100,42,0.7
2026/04/06,22:00,26.0,0.0,100,27,1.4
2026/04/06,23:00,25.4,0.0,100,347,0.5
2026/04/07,00:00,25.0,0.0,100,145,0.1
2026/04/07,01:00,24.8,0.0,100,309,0.8
2026/04/07,02:00,24.4,0.0,100,272,0.6
2026/04/07,03:00,24.3,0.0,100,179,0.3
2026/04/07,04:00,24.2,0.0,100,165,0.0
2026/04/07,05:00,24.1,0.0,100,207,0.2
2026/04/07,06:00,24.0,0.0,100,107,0.1
2026/04/07,07:00,24.1,0.0,100,184,0.3
2026/04/07,08:00,24.3,0.0,100,211,0.8
2026/04/07,09:00,24.9,0.0,99,282,0.9
2026/04/07,10:00,26.1,0.0,91,40,0.7
2026/04/07,11:00,28.0,0.0,81,141,0.8
2026/04/07,12:00,30.2,0.0,75,60,1.3
2026/04/07,13:00,30.6,0.0,74,298,1.4
2026/04/07,14:00,28.7,0.0,83,30,0.7
2026/04/07,15:00,31.8,0.0,69,28,1.5
2026/04/07,16:00,32.5,0.0,66,64,2.0
2026/04/07,17:00,32.6,0.0,62,73,2.0
2026/04/07,18:00,31.0,0.0,72,54,1.4
2026/04/07,19:00,29.0,0.0,84,20,4.8
2026/04/07,20:00,25.5,0.0,100,264,1.8
2026/04/07,21:00,24.7,0.0,100,215,0.9
2026/04/07,22:00,24.3,0.0,100,245,0.7
2026/04/07,23:00,24.2,0.0,100,134,0.0
2026/04/08,00:00,24.1,0.0,100,213,0.2
2026/04/08,01:00,24.0,0.0,100,243,1.3
2026/04/08,02:00,24.0,0.0,100,241,0.8
2026/04/08,03:00,23.9,0.0,100,294,0.5
2026/04/08,04:00,23.8,0.0,100,231,1.1
2026/04/08,05:00,23.6,0.0,100,263,0.1
2026/04/08,06:00,23.6,0.0,100,352,0.5
2026/04/08,07:00,23.5,0.0,100,123,0.1
2026/04/08,08:00,23.7,0.0,100,207,0.6
2026/04/08,09:00,24.9,0.0,96,151,0.9
2026/04/08,10:00,26.8,0.0,87,162,0.9
2026/04/08,11:00,29.8,0.0,77,298,1.0
2026/04/08,12:00,31.1,0.0,72,7,2.3
2026/04/08,13:00,32.2,0.0,67,96,1.2
2026/04/08,14:00,29.4,0.0,78,27,1.6
2026/04/08,15:00,28.9,0.0,75,306,2.5
2026/04/08,16:00,31.8,0.0,71,278,2.1
2026/04/08,17:00,31.3,0.0,73,358,0.8
2026/04/08,18:00,30.2,0.0,80,359,0.8
2026/04/08,19:00,28.8,0.0,90,102,1.3
2026/04/08,20:00,27.5,0.0,98,264,0.5
2026/04/08,21:00,27.1,0.0,100,105,0.5
2026/04/08,22:00,26.2,0.0,100,116,0.6
2026/04/08,23:00,25.5,0.0,100,106,0.1
2026/04/09,00:00,25.1,0.0,100,212,0.9
2026/04/09,01:00,24.7,0.0,100,253,0.1
2026/04/09,02:00,24.6,0.0,100,91,0.3
2026/04/09,03:00,24.3,0.0,100,98,0.0
2026/04/09,04:00,23.9,0.0,100,350,0.4
2026/04/09,05:00,23.8,0.0,100,134,0.0
2026/04/09,06:00,23.5,0.0,100,233,0.3
2026/04/09,07:00,23.8,0.0,100,176,0.2
2026/04/09,08:00,24.2,0.0,100,105,0.3
2026/04/09,09:00,24.6,0.0,100,135,0.5
2026/04/09,10:00,25.9,0.0,91,350,1.0
2026/04/09,11:00,27.1,0.0,87,328,0.6
2026/04/09,12:00,28.1,0.0,83,228,1.0
2026/04/09,13:00,29.9,0.0,75,314,0.5
2026/04/09,14:00,30.8,0.0,73,162,0.5
2026/04/09,15:00,31.1,0.0,69,353,3.5
2026/04/09,16:00,25.7,0.0,98,146,1.3
