Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.8'',Altitud :,244 msnm.
Tipo :,CO - Meteorológica,Código :,110129
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-12-01,35,22,78.0,1.3
2019-12-02,30,24,95.7,36.4
2019-12-03,35,22.6,81.8,2.0
2019-12-04,33.4,23,76.3,0.0
2019-12-05,34,23,81.0,1.0
2019-12-06,33,23.6,86.1,0.0
2019-12-07,33.8,22.2,78.9,0.0
2019-12-08,34,23,74.7,5.8
2019-12-09,32.4,23.4,79.6,0.0
2019-12-10,32,23.2,92.6,21.7
2019-12-11,29.4,21.8,91.0,17.2
2019-12-12,31,23.2,89.5,29.5
2019-12-13,25.4,23,96.1,31.7
2019-12-14,29.6,22,89.2,2.2
2019-12-15,31,23,84.9,5.4
2019-12-16,33,23,79.1,0.0
2019-12-17,33.2,22.8,83.9,10.8
2019-12-18,25.2,23.2,95.1,57.2
2019-12-19,30.4,21.8,88.3,0.0
2019-12-20,33.2,19.2,80.5,6.5
2019-12-21,34,22,77.0,0.0
2019-12-22,34.2,24,80.2,76.4
2019-12-23,27.6,22.2,90.5,3.2
2019-12-24,30.4,22.2,85.8,0.0
2019-12-25,33.6,23.4,76.9,0.0
2019-12-26,35,22.6,79.6,2.4
2019-12-27,31.8,23.2,83.5,0.0
2019-12-28,27.2,23.4,96.7,13.2
2019-12-29,30.2,22,90.0,14.4
2019-12-30,31.4,22,92.6,2.2
2019-12-31,33.4,23,84.4,14.0
2020-01-01,27.2,23.4,93.4,15.8
