Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.8'',Altitud :,244 msnm.
Tipo :,CO - Meteorológica,Código :,110129
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-09-01,S/D,S/D,S/D,S/D
2020-09-02,S/D,S/D,S/D,S/D
2020-09-03,S/D,S/D,S/D,S/D
2020-09-04,S/D,S/D,S/D,S/D
2020-09-05,S/D,S/D,S/D,S/D
2020-09-06,S/D,S/D,S/D,S/D
2020-09-07,S/D,S/D,S/D,S/D
2020-09-08,S/D,S/D,S/D,S/D
2020-09-09,S/D,S/D,S/D,S/D
2020-09-10,S/D,S/D,S/D,S/D
2020-09-11,S/D,S/D,S/D,S/D
2020-09-12,S/D,S/D,S/D,S/D
2020-09-13,S/D,S/D,S/D,S/D
2020-09-14,S/D,S/D,S/D,S/D
2020-09-15,S/D,S/D,S/D,S/D
2020-09-16,S/D,S/D,S/D,S/D
2020-09-17,S/D,S/D,S/D,S/D
2020-09-18,S/D,S/D,S/D,S/D
2020-09-19,S/D,S/D,S/D,S/D
2020-09-20,S/D,S/D,S/D,S/D
2020-09-21,S/D,S/D,S/D,S/D
2020-09-22,S/D,S/D,S/D,S/D
2020-09-23,S/D,S/D,S/D,S/D
2020-09-24,S/D,S/D,S/D,S/D
2020-09-25,S/D,S/D,S/D,S/D
2020-09-26,S/D,S/D,S/D,S/D
2020-09-27,S/D,S/D,S/D,S/D
2020-09-28,S/D,S/D,S/D,S/D
2020-09-29,S/D,S/D,S/D,S/D
2020-09-30,S/D,S/D,S/D,S/D
2020-10-01,37,S/D,75.4,0.0
