Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.8'',Altitud :,244 msnm.
Tipo :,CO - Meteorológica,Código :,110129
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-04-01,33.2,23,87.9,3.7
2019-04-02,27.6,23.2,94.2,18.2
2019-04-03,32.6,22.2,86.5,2.2
2019-04-04,30,23.6,95.2,0.0
2019-04-05,32.2,23.4,86.6,12.8
2019-04-06,28.6,18,87.6,23.4
2019-04-07,28,18,91.7,0.0
2019-04-08,30.4,17.8,93.0,0.0
2019-04-09,31.4,16.4,88.7,0.0
2019-04-10,33.4,15.4,83.5,0.0
2019-04-11,33.2,19,91.8,0.0
2019-04-12,33.2,19.8,87.9,0.0
2019-04-13,32.6,19.8,90.6,0.0
2019-04-14,31.4,19,86.3,0.0
2019-04-15,33.4,18.8,83.3,0.0
2019-04-16,32.2,19,86.1,1.5
2019-04-17,32.4,19.4,79.3,36.4
2019-04-18,33,18.8,77.8,0.0
2019-04-19,33.6,22.8,79.2,0.0
2019-04-20,33.6,23.4,87.9,17.2
2019-04-21,32.8,22.2,79.5,0.0
2019-04-22,33.2,22.4,76.3,0.0
2019-04-23,32.4,21.8,89.5,11.7
2019-04-24,30.2,22.4,91.5,30.2
2019-04-25,33.4,22.8,83.1,0.0
2019-04-26,33.2,23,89.1,0.1
2019-04-27,31.8,19,83.7,2.4
2019-04-28,32.4,18.8,81.6,11.6
2019-04-29,32,23.2,81.3,0.0
2019-04-30,31.4,23,83.5,0.0
2019-05-01,31,19,86.2,9.8
