Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/11/01,00:00,18.8,0.0,88,129,5.5
2022/11/01,01:00,17.4,0.6,93,132,4.5
2022/11/01,02:00,16.2,1.5,94,131,3.5
2022/11/01,03:00,15.9,0.0,84,123,5.5
2022/11/01,04:00,14.6,0.3,91,131,4.6
2022/11/01,05:00,13.7,0.9,93,153,4.7
2022/11/01,06:00,13.4,1.5,96,156,3.4
2022/11/01,07:00,13.9,0.6,92,141,3.3
2022/11/01,08:00,15.0,0.0,86,128,2.8
2022/11/01,09:00,16.1,0.0,76,120,4.3
2022/11/01,10:00,17.7,0.0,68,130,4.0
2022/11/01,11:00,18.6,0.0,64,138,4.0
2022/11/01,12:00,19.0,0.0,63,134,4.4
2022/11/01,13:00,19.5,0.0,68,164,4.6
2022/11/01,14:00,19.2,0.0,67,153,5.2
2022/11/01,15:00,18.4,0.0,72,171,4.3
2022/11/01,16:00,18.1,0.0,74,157,3.4
2022/11/01,17:00,17.8,0.0,75,172,3.1
2022/11/01,18:00,17.5,0.0,74,136,2.1
2022/11/01,19:00,17.0,0.0,79,138,0.7
2022/11/01,20:00,16.6,0.0,82,162,1.3
2022/11/01,21:00,16.4,0.0,84,185,2.1
2022/11/01,22:00,16.5,0.0,84,195,2.2
2022/11/01,23:00,16.6,0.0,82,176,1.7
2022/11/02,00:00,17.4,0.0,76,163,2.4
2022/11/02,01:00,18.2,0.0,69,152,2.9
2022/11/02,02:00,18.1,0.0,68,129,2.1
2022/11/02,03:00,17.8,0.0,69,141,1.8
2022/11/02,04:00,17.4,0.0,78,108,1.9
2022/11/02,05:00,17.4,0.0,73,125,1.7
2022/11/02,06:00,17.7,0.0,71,165,2.1
2022/11/02,07:00,19.4,0.0,65,157,2.4
2022/11/02,08:00,21.1,0.0,53,138,3.5
2022/11/02,09:00,23.5,0.0,42,105,5.0
2022/11/02,10:00,24.2,0.0,37,126,6.1
2022/11/02,11:00,26.6,0.0,36,119,4.1
2022/11/02,12:00,26.9,0.0,35,138,6.3
2022/11/02,13:00,28.4,0.0,37,167,5.3
2022/11/02,14:00,28.5,0.0,34,131,5.0
2022/11/02,15:00,28.3,0.0,33,143,5.0
2022/11/02,16:00,28.2,0.0,35,142,3.0
2022/11/02,17:00,26.6,0.0,38,169,2.4
2022/11/02,18:00,23.2,0.0,48,174,2.1
2022/11/02,19:00,20.6,0.0,68,177,1.8
2022/11/02,20:00,18.3,0.0,87,242,0.0
2022/11/02,21:00,17.7,0.0,91,268,0.0
2022/11/02,22:00,17.7,0.0,91,263,0.2
2022/11/02,23:00,17.7,0.0,94,265,0.0
2022/11/03,00:00,17.9,0.0,88,273,0.1
2022/11/03,01:00,18.8,0.0,67,179,1.6
2022/11/03,02:00,18.6,0.0,67,182,1.0
2022/11/03,03:00,18.7,0.0,72,184,1.2
2022/11/03,04:00,17.9,0.0,91,8,0.0
2022/11/03,05:00,17.7,0.0,92,185,0.6
2022/11/03,06:00,18.3,0.0,78,175,0.1
2022/11/03,07:00,19.7,0.0,72,169,1.8
2022/11/03,08:00,22.2,0.0,57,159,2.0
2022/11/03,09:00,24.7,0.0,50,130,3.5
2022/11/03,10:00,26.9,0.0,39,110,5.5
2022/11/03,11:00,28.3,0.0,35,146,5.2
2022/11/03,12:00,29.4,0.0,29,104,5.7
2022/11/03,13:00,30.4,0.0,27,106,4.8
2022/11/03,14:00,30.1,0.0,30,111,5.3
2022/11/03,15:00,30.8,0.0,28,119,4.1
2022/11/03,16:00,30.8,0.0,31,99,2.3
2022/11/03,17:00,28.6,0.0,36,158,1.7
2022/11/03,18:00,24.1,0.0,55,163,1.1
2022/11/03,19:00,20.8,0.0,77,152,0.0
2022/11/03,20:00,19.0,0.0,87,273,0.3
2022/11/03,21:00,17.9,0.0,92,264,0.0
2022/11/03,22:00,16.9,0.0,95,239,0.0
2022/11/03,23:00,16.1,0.0,96,221,0.0
2022/11/04,00:00,15.5,0.0,97,248,0.5
2022/11/04,01:00,15.0,0.0,98,267,0.0
2022/11/04,02:00,14.5,0.0,99,248,0.7
2022/11/04,03:00,14.1,0.0,99,251,0.0
2022/11/04,04:00,13.6,0.0,99,278,0.5
2022/11/04,05:00,13.4,0.0,99,255,0.7
2022/11/04,06:00,14.6,0.0,100,216,0.7
2022/11/04,07:00,17.7,0.0,87,256,0.6
2022/11/04,08:00,24.2,0.0,64,219,1.3
2022/11/04,09:00,28.5,0.0,44,182,2.9
2022/11/04,10:00,30.4,0.0,37,161,5.2
2022/11/04,11:00,31.3,0.0,37,163,4.6
2022/11/04,12:00,32.5,0.0,28,131,4.0
2022/11/04,13:00,32.3,0.0,29,159,3.7
2022/11/04,14:00,32.4,0.0,29,129,3.2
2022/11/04,15:00,32.0,0.0,30,109,4.3
2022/11/04,16:00,31.4,0.0,30,91,3.4
2022/11/04,17:00,29.9,0.0,34,110,2.2
2022/11/04,18:00,24.6,0.0,59,70,0.1
2022/11/04,19:00,21.7,0.0,75,15,0.0
2022/11/04,20:00,20.0,0.0,86,230,0.0
2022/11/04,21:00,18.7,0.0,90,177,0.0
2022/11/04,22:00,17.8,0.0,94,244,0.0
2022/11/04,23:00,17.0,0.0,95,266,0.0
2022/11/05,00:00,16.6,0.0,97,201,0.0
2022/11/05,01:00,15.9,0.0,98,238,0.0
2022/11/05,02:00,15.3,0.0,98,239,0.0
