Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/02/01,00:00,24.2,0.0,98,208,0.1
2026/02/01,01:00,24.0,0.0,98,321,0.9
2026/02/01,02:00,23.7,0.0,98,205,0.9
2026/02/01,03:00,23.5,0.0,98,149,0.2
2026/02/01,04:00,23.3,0.0,99,269,1.0
2026/02/01,05:00,23.5,0.0,99,92,0.3
2026/02/01,06:00,23.6,0.0,99,49,0.7
2026/02/01,07:00,25.5,0.0,93,334,2.5
2026/02/01,08:00,27.3,0.0,82,330,4.5
2026/02/01,09:00,28.0,0.0,81,316,3.7
2026/02/01,10:00,28.6,0.0,77,314,5.5
2026/02/01,11:00,29.9,0.0,74,314,4.9
2026/02/01,12:00,28.5,0.3,80,324,4.3
2026/02/01,13:00,31.9,0.0,65,340,4.8
2026/02/01,14:00,24.4,0.6,92,6,7.3
2026/02/01,15:00,25.6,0.0,82,5,5.0
2026/02/01,16:00,25.7,0.0,83,311,1.9
2026/02/01,17:00,25.5,0.0,86,280,2.5
2026/02/01,18:00,24.4,0.0,92,279,2.9
2026/02/01,19:00,23.5,0.0,88,327,3.2
2026/02/01,20:00,22.9,0.0,92,325,2.5
2026/02/01,21:00,22.5,0.0,94,179,1.1
2026/02/01,22:00,22.4,0.0,96,228,1.4
2026/02/01,23:00,22.1,0.0,98,25,0.9
2026/02/02,00:00,21.9,0.0,97,9,1.7
2026/02/02,01:00,21.5,0.0,98,10,0.1
2026/02/02,02:00,21.4,0.0,98,37,0.3
2026/02/02,03:00,21.2,0.0,98,10,0.9
2026/02/02,04:00,21.2,0.0,98,343,0.7
2026/02/02,05:00,21.1,0.0,97,338,0.1
2026/02/02,06:00,21.2,0.0,99,301,0.8
2026/02/02,07:00,22.2,0.0,95,297,1.9
2026/02/02,08:00,24.3,0.0,87,314,4.4
2026/02/02,09:00,26.7,0.0,82,290,4.5
2026/02/02,10:00,29.1,0.0,73,333,4.1
2026/02/02,11:00,30.1,0.0,66,345,5.9
2026/02/02,12:00,31.1,0.0,62,321,5.9
2026/02/02,13:00,31.6,0.0,61,332,7.1
2026/02/02,14:00,32.2,0.0,60,338,5.1
2026/02/02,15:00,32.1,0.0,58,330,7.1
2026/02/02,16:00,32.6,0.0,57,329,3.6
2026/02/02,17:00,31.3,0.0,60,335,3.1
2026/02/02,18:00,29.5,0.0,67,357,3.6
2026/02/02,19:00,27.4,0.0,78,14,1.4
2026/02/02,20:00,26.4,0.0,83,20,2.1
2026/02/02,21:00,25.7,0.0,84,346,1.2
2026/02/02,22:00,25.4,0.0,87,352,1.4
2026/02/02,23:00,24.9,0.0,90,336,1.4
2026/02/03,00:00,24.8,0.0,91,5,2.1
2026/02/03,01:00,24.6,0.0,92,4,1.6
2026/02/03,02:00,24.0,0.0,94,309,1.8
2026/02/03,03:00,23.8,0.0,95,288,0.7
2026/02/03,04:00,23.0,0.0,98,72,0.0
2026/02/03,05:00,23.5,0.0,96,357,1.5
2026/02/03,06:00,23.1,0.0,97,158,0.0
2026/02/03,07:00,24.8,0.0,92,263,0.6
2026/02/03,08:00,27.5,0.0,85,321,3.6
2026/02/03,09:00,28.1,0.0,78,304,4.8
2026/02/03,10:00,30.1,0.0,72,340,4.4
2026/02/03,11:00,31.7,0.0,64,323,6.5
2026/02/03,12:00,27.7,2.7,89,323,2.4
2026/02/03,13:00,28.7,0.0,81,300,4.3
2026/02/03,14:00,30.5,0.0,69,279,4.2
2026/02/03,15:00,28.6,0.0,74,356,4.3
2026/02/03,16:00,24.6,15.9,98,301,1.4
2026/02/03,17:00,25.7,0.0,95,58,1.3
2026/02/03,18:00,25.3,0.0,97,96,0.6
2026/02/03,19:00,24.9,0.0,98,70,1.2
2026/02/03,20:00,24.9,0.0,99,100,0.1
2026/02/03,21:00,24.6,0.0,99,317,0.0
2026/02/03,22:00,24.3,0.0,96,297,0.7
2026/02/03,23:00,24.0,0.0,98,219,0.9
2026/02/04,00:00,24.0,0.0,97,225,0.5
2026/02/04,01:00,23.8,0.0,98,124,0.5
2026/02/04,02:00,23.7,0.0,98,301,0.0
2026/02/04,03:00,23.6,0.0,98,85,0.1
2026/02/04,04:00,23.8,0.6,96,301,3.1
2026/02/04,05:00,23.0,0.0,97,307,1.8
2026/02/04,06:00,23.1,0.0,95,326,1.9
2026/02/04,07:00,24.3,0.0,91,6,1.3
2026/02/04,08:00,25.4,0.0,90,321,2.2
2026/02/04,09:00,26.9,0.0,83,322,3.1
2026/02/04,11:00,29.9,0.0,76,320,3.6
2026/02/04,12:00,31.7,0.0,61,346,5.4
2026/02/04,13:00,32.4,0.0,62,322,5.3
2026/02/04,14:00,32.4,0.0,61,340,4.0
2026/02/04,15:00,31.1,0.0,64,310,4.1
2026/02/04,16:00,30.1,0.0,75,243,5.7
2026/02/04,18:00,23.6,8.4,98,282,5.2
2026/02/04,20:00,23.4,0.0,96,311,2.7
2026/02/04,21:00,23.2,0.3,95,327,2.1
2026/02/04,22:00,23.0,0.3,98,106,0.0
2026/02/04,23:00,22.9,0.9,98,320,2.8
2026/02/05,00:00,22.8,0.0,98,228,1.8
2026/02/05,01:00,22.6,0.0,99,74,0.5
2026/02/05,02:00,22.5,0.0,99,134,0.0
2026/02/05,03:00,22.5,0.0,99,251,2.5
2026/02/05,04:00,22.3,0.0,99,302,0.8
2026/02/05,05:00,22.3,0.0,99,110,0.0
2026/02/05,06:00,22.6,0.0,99,63,1.0
2026/02/05,07:00,23.1,0.0,99,330,1.5
2026/02/05,08:00,24.8,0.0,91,352,3.4
2026/02/05,09:00,27.6,0.0,79,340,4.0
2026/02/05,10:00,27.3,0.0,82,353,4.4
2026/02/05,12:00,29.1,0.0,75,318,3.9
2026/02/05,13:00,29.4,0.0,74,327,4.3
2026/02/05,14:00,31.4,0.0,68,327,2.6
2026/02/05,16:00,31.1,0.0,66,307,4.3
2026/02/05,17:00,29.4,0.0,74,326,2.7
2026/02/05,18:00,28.5,0.0,78,336,1.6
2026/02/05,19:00,26.7,0.0,87,347,0.5
2026/02/05,20:00,25.5,0.0,92,306,1.9
2026/02/05,21:00,25.3,0.0,91,355,1.2
2026/02/05,22:00,24.4,0.0,94,349,0.7
2026/02/06,00:00,23.4,0.0,97,71,0.0
2026/02/06,01:00,23.1,0.0,98,261,1.6
2026/02/06,02:00,23.2,0.0,98,74,0.4
2026/02/06,03:00,23.5,0.0,98,281,0.0
2026/02/06,04:00,23.6,0.0,97,238,0.1
2026/02/06,05:00,23.6,0.0,97,177,0.1
2026/02/06,06:00,23.5,0.0,99,305,0.0
2026/02/06,07:00,24.8,0.0,95,251,1.8
2026/02/06,08:00,26.6,0.0,83,341,3.0
2026/02/06,09:00,29.1,0.0,73,302,4.8
2026/02/06,10:00,30.7,0.0,65,319,4.7
2026/02/06,11:00,31.9,0.0,60,312,4.9
2026/02/06,12:00,32.0,0.0,62,296,4.7
2026/02/06,13:00,31.5,0.0,64,313,3.9
2026/02/06,14:00,32.4,0.0,62,317,4.2
2026/02/06,15:00,32.2,0.0,61,310,4.6
2026/02/06,16:00,32.0,0.0,59,293,5.5
2026/02/06,17:00,31.9,0.0,62,323,3.1
2026/02/06,18:00,29.7,0.0,70,329,1.7
2026/02/06,19:00,28.2,0.0,77,8,2.4
2026/02/06,20:00,26.5,0.0,88,35,0.4
2026/02/06,21:00,25.4,0.0,93,331,0.5
2026/02/06,22:00,24.9,0.0,94,179,0.7
2026/02/06,23:00,24.3,0.0,97,327,0.0
2026/02/07,00:00,24.1,0.0,97,297,0.4
2026/02/07,01:00,24.6,0.0,94,331,1.4
2026/02/07,02:00,24.6,0.0,94,15,0.7
2026/02/07,03:00,24.1,0.0,96,300,1.7
2026/02/07,04:00,23.6,0.0,97,287,1.1
2026/02/07,05:00,23.4,0.0,98,116,0.0
2026/02/07,06:00,24.0,0.0,98,306,0.7
2026/02/07,07:00,25.0,0.0,93,346,1.2
2026/02/07,08:00,26.4,0.0,89,317,3.6
2026/02/07,09:00,29.3,0.0,77,308,4.0
2026/02/07,10:00,30.8,0.0,67,316,4.5
2026/02/07,11:00,32.3,0.0,62,334,2.7
2026/02/07,12:00,33.1,0.0,57,291,5.3
2026/02/07,13:00,34.3,0.0,58,298,3.4
2026/02/07,14:00,33.1,0.0,58,320,3.3
2026/02/07,15:00,31.8,0.0,63,314,3.1
2026/02/07,16:00,33.6,0.0,54,276,3.8
2026/02/07,17:00,33.1,0.0,58,319,2.1
2026/02/07,18:00,30.4,0.0,67,322,1.0
2026/02/07,19:00,27.1,0.0,88,122,0.0
2026/02/07,20:00,26.1,0.0,94,236,0.0
2026/02/07,21:00,25.5,0.0,96,196,0.0
2026/02/07,22:00,25.1,0.0,97,85,0.0
2026/02/07,23:00,24.7,0.0,98,215,0.0
2026/02/08,00:00,24.3,0.0,98,272,0.3
2026/02/08,01:00,24.3,0.0,99,248,0.0
2026/02/08,02:00,24.3,0.0,99,183,0.0
2026/02/08,03:00,24.3,0.0,99,248,0.3
2026/02/08,04:00,24.5,0.0,97,315,1.0
2026/02/08,05:00,24.7,0.0,94,324,2.2
2026/02/08,06:00,24.4,0.0,95,282,1.8
2026/02/08,07:00,25.0,0.0,93,3,1.5
2026/02/08,08:00,25.0,0.0,93,141,1.0
2026/02/08,09:00,21.2,10.8,98,96,10.5
2026/02/08,10:00,20.7,37.5,99,85,1.8
2026/02/08,11:00,20.8,3.6,99,262,1.4
2026/02/08,12:00,20.8,5.4,99,241,1.5
2026/02/08,13:00,21.3,3.3,99,252,3.0
2026/02/08,14:00,22.3,0.0,97,280,2.5
2026/02/08,15:00,23.6,0.0,91,249,2.1
2026/02/08,16:00,24.0,0.0,86,266,1.0
2026/02/08,17:00,24.0,0.0,89,176,1.2
2026/02/08,18:00,23.3,0.0,93,299,1.6
2026/02/08,19:00,22.4,0.0,98,50,0.6
2026/02/08,20:00,22.1,0.0,99,171,1.8
2026/02/08,21:00,21.7,0.0,99,216,0.2
2026/02/08,22:00,21.6,0.0,99,44,0.5
2026/02/08,23:00,21.4,0.0,99,303,0.3
2026/02/09,00:00,21.0,0.0,99,260,0.2
2026/02/09,01:00,21.1,0.0,99,166,0.7
2026/02/09,02:00,21.1,0.0,99,278,1.6
2026/02/09,03:00,21.2,0.0,99,0,0.1
2026/02/09,04:00,21.2,0.0,99,243,0.2
2026/02/09,05:00,21.2,0.0,99,304,1.6
2026/02/09,06:00,21.5,0.0,99,225,1.4
2026/02/09,07:00,21.8,0.0,99,272,1.7
2026/02/09,08:00,23.4,0.0,98,313,1.9
2026/02/09,09:00,27.1,0.0,75,305,2.5
2026/02/09,10:00,28.2,0.0,74,282,3.2
2026/02/09,11:00,29.5,0.0,72,287,3.9
2026/02/09,12:00,31.0,0.0,68,290,6.0
2026/02/09,13:00,30.6,0.0,71,283,5.8
2026/02/09,14:00,32.4,0.0,64,284,4.5
2026/02/09,15:00,32.1,0.0,63,264,6.2
2026/02/09,16:00,32.1,0.0,66,268,4.9
2026/02/09,17:00,31.1,0.0,67,276,4.5
2026/02/09,18:00,29.5,0.0,74,275,1.7
2026/02/09,19:00,26.8,0.0,91,46,0.3
2026/02/09,20:00,25.7,0.0,96,5,0.0
2026/02/09,21:00,24.9,0.0,98,116,0.0
2026/02/09,22:00,24.5,0.0,98,79,0.1
2026/02/09,23:00,24.3,S/D,98,S/D,S/D
2026/02/10,00:00,24.2,0.0,99,80,0.4
2026/02/10,01:00,24.4,0.0,98,45,0.3
2026/02/10,02:00,24.4,0.0,97,109,0.1
2026/02/10,03:00,24.2,0.0,97,27,1.1
2026/02/10,04:00,24.0,0.0,97,27,0.3
2026/02/10,06:00,23.5,0.0,99,55,0.7
2026/02/10,07:00,24.4,0.0,95,22,0.7
2026/02/10,08:00,26.1,0.0,89,315,3.3
2026/02/10,09:00,28.3,0.0,80,311,3.7
2026/02/10,10:00,30.3,0.0,73,304,5.9
2026/02/10,11:00,31.1,0.0,69,315,4.8
2026/02/10,12:00,31.2,0.0,67,315,5.1
2026/02/10,13:00,32.5,0.0,62,299,6.9
2026/02/10,14:00,33.1,0.0,61,330,3.9
2026/02/10,15:00,31.8,0.0,63,294,4.9
2026/02/10,16:00,31.3,0.0,65,319,2.8
2026/02/10,17:00,32.1,0.0,61,324,2.2
2026/02/10,18:00,28.8,0.0,78,16,1.7
2026/02/10,19:00,27.1,0.0,87,21,1.4
2026/02/10,20:00,26.4,0.0,87,31,2.4
2026/02/10,21:00,26.3,0.0,87,36,2.0
