Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/05/01,00:00,23.5,0.0,100,265,0.0
2025/05/01,01:00,23.1,0.0,100,89,0.0
2025/05/01,02:00,22.5,0.0,100,247,0.2
2025/05/01,03:00,22.1,0.0,100,272,0.8
2025/05/01,04:00,21.9,0.0,100,230,0.1
2025/05/01,05:00,21.6,0.0,100,245,0.0
2025/05/01,06:00,21.4,0.0,100,236,0.4
2025/05/01,07:00,21.8,0.0,100,257,0.7
2025/05/01,08:00,23.4,0.0,100,259,1.8
2025/05/01,09:00,27.1,0.0,84,203,2.1
2025/05/01,10:00,29.2,0.0,73,79,1.6
2025/05/01,11:00,31.5,0.0,64,32,3.7
2025/05/01,12:00,31.4,0.0,64,61,2.1
2025/05/01,13:00,30.9,0.0,68,80,0.8
2025/05/01,14:00,32.2,0.0,63,65,0.7
2025/05/01,15:00,30.8,0.0,64,275,1.2
2025/05/01,16:00,32.7,0.0,60,333,1.2
2025/05/01,17:00,32.0,0.0,63,340,0.3
2025/05/01,18:00,26.9,0.0,89,255,0.2
2025/05/01,19:00,25.7,0.0,97,164,0.2
2025/05/01,20:00,25.0,0.0,99,296,0.1
2025/05/01,21:00,24.7,0.0,99,148,0.0
2025/05/01,22:00,24.3,0.0,99,19,0.1
2025/05/01,23:00,23.9,0.0,100,66,0.1
2025/05/02,00:00,23.6,0.0,100,133,0.0
2025/05/02,01:00,23.6,0.0,100,336,0.5
2025/05/02,02:00,23.6,0.0,100,227,0.4
2025/05/02,03:00,23.6,0.0,100,63,0.4
2025/05/02,04:00,23.5,0.0,100,19,0.0
2025/05/02,05:00,23.5,0.0,100,183,0.0
2025/05/02,06:00,23.4,0.0,100,241,0.0
2025/05/02,07:00,24.3,0.0,99,147,0.8
2025/05/02,08:00,26.4,0.0,91,179,0.1
2025/05/02,09:00,29.1,0.0,82,90,0.6
2025/05/02,10:00,30.4,0.0,74,117,0.8
2025/05/02,11:00,32.9,0.0,66,56,1.3
2025/05/02,12:00,33.5,0.0,64,48,1.8
2025/05/02,13:00,32.7,0.0,64,111,1.3
2025/05/02,14:00,31.0,0.0,71,215,3.4
2025/05/02,15:00,30.2,0.3,80,359,2.1
2025/05/02,16:00,26.9,0.0,90,83,2.5
2025/05/02,17:00,26.9,0.0,91,63,0.2
2025/05/02,18:00,25.7,0.0,98,142,0.0
2025/05/02,19:00,25.4,0.0,99,30,1.7
2025/05/02,20:00,24.9,0.0,99,191,0.0
2025/05/02,21:00,24.5,0.0,100,112,0.0
2025/05/02,22:00,24.3,0.0,100,192,0.9
2025/05/02,23:00,24.0,0.0,100,105,0.0
2025/05/03,00:00,23.9,0.0,100,77,0.7
2025/05/03,01:00,23.6,0.0,100,293,1.2
2025/05/03,02:00,23.5,0.0,100,208,0.4
2025/05/03,03:00,23.4,0.0,100,177,0.0
2025/05/03,04:00,23.3,0.0,100,261,0.1
2025/05/03,05:00,23.1,0.0,100,251,0.1
2025/05/03,06:00,23.1,0.0,100,127,0.2
