Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO MALDONADO
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'14.28'',Longitud :,69°12'31.68'',Altitud :,209 msnm.
Tipo :,EMA - Meteorológica,Código :,112279
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/06/01,00:00,20.6,0.0,91,2.5,0.2
2025/06/01,01:00,20.5,0.0,94,1,0.6
2025/06/01,02:00,20.6,0.0,93,1.3,0.1
2025/06/01,03:00,20.7,0.0,91,9.8,0.5
2025/06/01,04:00,21.0,0.0,86,9.1,1.3
2025/06/01,05:00,20.8,0.0,86,9.3,1.2
2025/06/01,06:00,20.8,0.0,85,13.5,0.8
2025/06/01,07:00,20.6,0.0,85,15.7,1.0
2025/06/01,08:00,21.0,0.0,84,16.1,1.4
2025/06/01,09:00,21.8,0.0,81,11.7,1.7
2025/06/01,10:00,22.7,0.0,77,10.4,2.0
2025/06/01,11:00,23.6,0.0,75,10.8,1.8
2025/06/01,12:00,24.6,0.0,70,13.7,1.5
2025/06/01,13:00,25.2,0.0,70,13.9,1.1
2025/06/01,14:00,25.7,0.0,69,10.5,1.3
2025/06/01,15:00,25.7,0.0,70,8.8,1.5
2025/06/01,16:00,25.0,0.0,73,10.9,1.1
2025/06/01,17:00,24.3,0.0,76,8.3,1.3
2025/06/01,18:00,23.7,0.0,79,8.7,0.8
2025/06/01,19:00,22.9,0.0,84,20.5,0.4
2025/06/01,20:00,22.2,0.0,87,21.1,0.4
2025/06/01,21:00,21.8,0.0,88,19.9,0.0
2025/06/01,22:00,21.9,0.0,87,18.1,0.4
2025/06/01,23:00,21.6,0.0,88,17.8,1.3
2025/06/02,00:00,21.0,0.0,89,16.9,1.2
2025/06/02,01:00,20.4,0.0,90,17.4,0.7
2025/06/02,02:00,19.2,0.0,94,16.1,0.1
2025/06/02,03:00,18.8,0.0,96,4.5,0.2
2025/06/02,04:00,18.5,0.0,96,3,0.0
2025/06/02,05:00,18.3,0.0,97,8.9,0.0
2025/06/02,06:00,18.4,0.0,98,2,0.4
2025/06/02,07:00,18.8,0.0,98,4.9,0.4
2025/06/02,08:00,21.1,0.0,90,10.2,1.1
2025/06/02,09:00,22.7,0.0,82,13.1,1.1
2025/06/02,10:00,24.2,0.0,77,15.2,1.1
2025/06/02,11:00,25.2,0.0,73,17.6,0.8
2025/06/02,12:00,26.7,0.0,69,20.1,0.6
2025/06/02,13:00,27.4,0.0,68,21.9,0.7
2025/06/02,14:00,28.3,0.0,65,30.5,0.9
2025/06/02,15:00,28.5,0.0,65,33.1,1.3
2025/06/02,16:00,27.1,0.0,70,28.7,0.9
2025/06/02,17:00,27.2,0.0,70,25.6,0.9
2025/06/02,18:00,24.3,0.0,80,24.2,0.1
2025/06/02,19:00,22.5,0.0,87,S/D,0.0
2025/06/02,20:00,22.4,0.0,90,18.9,0.6
2025/06/02,21:00,21.9,0.0,92,18.4,0.2
2025/06/02,22:00,20.9,0.0,95,S/D,0.0
2025/06/02,23:00,20.4,0.0,96,25.6,0.0
2025/06/03,00:00,20.2,0.0,97,35.9,0.2
2025/06/03,01:00,19.8,0.0,97,33.3,0.1
2025/06/03,02:00,19.6,0.0,97,S/D,0.0
2025/06/03,03:00,19.4,0.0,98,S/D,0.0
2025/06/03,04:00,18.9,0.0,98,15.8,0.1
2025/06/03,05:00,18.7,0.0,98,22.2,0.1
2025/06/03,06:00,18.6,0.0,98,18.7,0.3
2025/06/03,07:00,19.0,0.0,98,21.2,0.1
2025/06/03,08:00,21.1,0.0,95,18,0.6
2025/06/03,09:00,23.6,0.0,85,20,0.6
2025/06/03,10:00,25.7,0.0,79,18.9,0.6
2025/06/03,11:00,27.5,0.0,74,28.8,0.7
2025/06/03,12:00,28.6,0.0,70,32.9,1.7
2025/06/03,13:00,29.2,0.0,67,32.1,2.0
2025/06/03,14:00,29.2,0.0,65,32,1.9
2025/06/03,15:00,28.9,0.0,68,30.2,1.0
2025/06/03,16:00,29.3,0.0,68,32,0.9
2025/06/03,17:00,29.2,0.0,68,30.8,0.7
2025/06/03,18:00,26.0,0.0,79,30.7,0.2
2025/06/03,19:00,24.3,0.0,86,S/D,0.0
2025/06/03,20:00,23.5,0.0,92,23.4,0.1
2025/06/03,21:00,22.7,0.0,94,1.7,0.0
2025/06/03,22:00,22.3,0.0,95,S/D,0.0
2025/06/03,23:00,22.2,0.0,96,3.2,0.6
2025/06/04,00:00,21.8,0.0,95,8.2,0.0
2025/06/04,01:00,21.5,0.0,96,20.3,0.8
2025/06/04,02:00,21.2,0.0,96,19.3,0.9
2025/06/04,03:00,20.7,0.0,96,21.2,0.2
2025/06/04,04:00,20.3,0.0,97,S/D,0.0
2025/06/04,05:00,20.1,0.0,97,1.8,0.0
2025/06/04,06:00,20.0,0.0,98,1.6,0.0
2025/06/04,07:00,20.3,0.0,98,29.1,0.4
2025/06/04,08:00,22.7,0.0,94,24.3,1.0
2025/06/04,09:00,25.6,0.0,83,28.6,0.5
2025/06/04,10:00,27.5,0.0,79,33.5,1.1
2025/06/04,11:00,28.8,0.0,73,31.8,1.3
2025/06/04,12:00,30.0,0.0,69,32.6,1.3
2025/06/04,13:00,30.6,0.0,66,31,1.3
2025/06/04,14:00,30.5,0.0,66,32,1.5
2025/06/04,15:00,30.8,0.0,65,31.8,0.9
2025/06/04,16:00,31.3,0.0,64,31.2,1.0
2025/06/04,17:00,30.6,0.0,65,31,0.8
2025/06/04,18:00,27.4,0.0,76,S/D,0.0
2025/06/04,19:00,25.4,0.0,86,1.6,0.1
2025/06/04,20:00,24.6,0.0,90,3.2,0.1
2025/06/04,21:00,23.8,0.0,93,1.8,0.2
2025/06/04,22:00,23.7,0.0,94,3.3,0.8
2025/06/04,23:00,23.5,0.0,93,18.6,0.3
2025/06/05,00:00,22.6,0.0,95,20.6,0.1
2025/06/05,01:00,22.1,0.0,96,S/D,0.0
2025/06/05,02:00,21.7,0.0,96,S/D,0.0
2025/06/05,03:00,21.5,0.0,97,28.4,0.0
2025/06/05,04:00,21.3,0.0,97,S/D,0.0
2025/06/05,05:00,21.1,0.0,98,23.8,0.2
2025/06/05,06:00,20.7,0.0,98,24.8,0.0
2025/06/05,07:00,21.4,0.0,98,S/D,0.0
2025/06/05,08:00,23.6,0.0,95,30.5,0.1
2025/06/05,09:00,26.3,0.0,84,34.1,0.6
2025/06/05,10:00,28.4,0.0,77,2.4,0.6
2025/06/05,11:00,29.6,0.0,74,35,0.9
2025/06/05,12:00,30.3,0.0,73,34.3,0.6
2025/06/05,13:00,30.6,0.0,70,33.7,0.7
2025/06/05,14:00,31.2,0.0,67,28.9,0.3
2025/06/05,15:00,31.1,0.0,67,28,0.6
2025/06/05,16:00,30.9,0.0,68,30.9,0.5
2025/06/05,17:00,30.9,0.0,68,31.5,0.4
2025/06/05,18:00,27.7,0.0,78,S/D,0.0
2025/06/05,19:00,26.6,0.0,84,17.2,0.5
2025/06/05,20:00,25.2,0.0,89,12.2,0.0
2025/06/05,21:00,24.9,0.0,92,9.9,0.4
2025/06/05,22:00,25.0,0.0,90,8.7,1.1
2025/06/05,23:00,24.3,0.0,91,17.5,0.5
2025/06/06,00:00,23.5,0.0,94,12.5,0.0
2025/06/06,01:00,22.8,0.0,96,24,0.0
2025/06/06,02:00,22.3,0.0,96,25.3,0.3
2025/06/06,03:00,22.2,0.0,97,20.1,0.3
2025/06/06,04:00,22.2,0.0,96,18.7,0.2
2025/06/06,05:00,21.8,0.0,96,S/D,0.0
2025/06/06,06:00,21.5,0.0,97,S/D,0.0
2025/06/06,07:00,22.0,0.0,98,19.3,0.2
2025/06/06,08:00,24.1,0.0,90,18.1,1.0
2025/06/06,09:00,26.4,0.0,84,17.6,1.1
2025/06/06,10:00,28.8,0.0,77,19.8,1.0
2025/06/06,11:00,29.7,0.0,73,20.5,0.8
2025/06/06,12:00,30.3,0.0,71,19.5,0.6
2025/06/06,13:00,30.9,0.0,67,14.9,0.6
2025/06/06,14:00,31.9,0.0,63,16.5,0.3
2025/06/06,15:00,31.8,0.0,61,14.5,0.4
2025/06/06,16:00,32.0,0.0,62,25.3,0.2
2025/06/06,17:00,31.3,0.0,65,30.8,0.4
2025/06/06,18:00,28.5,0.0,74,17.9,0.3
2025/06/06,19:00,27.1,0.0,80,12.5,0.0
2025/06/06,20:00,25.5,0.0,88,20.7,0.0
2025/06/06,21:00,24.7,0.0,91,21.9,0.1
2025/06/06,22:00,24.7,0.0,91,16.1,0.2
2025/06/06,23:00,25.1,0.0,89,10.5,0.6
2025/06/07,00:00,24.9,0.0,89,11.4,0.5
2025/06/07,01:00,24.2,0.0,91,9.6,0.6
2025/06/07,02:00,23.5,0.0,93,10.1,0.0
2025/06/07,03:00,23.2,0.0,95,8.3,0.3
2025/06/07,04:00,22.9,0.0,95,19.4,0.4
2025/06/07,05:00,22.4,0.0,96,18.2,0.4
2025/06/07,06:00,22.0,0.0,96,S/D,0.0
2025/06/07,07:00,22.3,0.0,98,S/D,0.0
2025/06/07,08:00,24.8,0.0,91,9.3,0.8
2025/06/07,09:00,26.9,0.0,83,10.1,1.1
2025/06/07,10:00,28.4,0.0,80,5.2,0.8
2025/06/07,11:00,28.9,0.0,79,35.1,1.4
2025/06/07,12:00,29.6,0.0,76,34.4,0.7
2025/06/07,13:00,30.6,0.0,72,34.7,1.1
2025/06/07,14:00,30.4,0.0,72,32.3,1.3
2025/06/07,15:00,30.2,0.0,74,30.3,0.9
2025/06/07,16:00,30.5,0.0,75,31.3,0.9
2025/06/07,17:00,29.4,0.0,77,30.3,0.4
2025/06/07,18:00,27.1,0.0,84,34.4,0.0
2025/06/07,19:00,26.2,0.0,87,20.3,0.0
2025/06/07,20:00,25.6,0.0,91,24.5,0.1
2025/06/07,21:00,25.1,0.0,93,21.6,0.5
2025/06/07,22:00,25.4,0.0,93,20,0.6
2025/06/07,23:00,24.6,0.0,94,21.4,0.1
2025/06/08,00:00,23.9,0.0,96,S/D,0.0
2025/06/08,01:00,23.8,0.0,97,1.8,0.3
2025/06/08,02:00,23.7,0.0,97,S/D,0.0
2025/06/08,03:00,23.4,0.0,97,S/D,0.0
2025/06/08,04:00,23.1,0.0,98,S/D,0.0
2025/06/08,05:00,22.9,0.0,98,S/D,0.0
2025/06/08,06:00,22.9,0.0,98,35.3,0.1
2025/06/08,07:00,22.9,0.0,98,18.6,0.5
2025/06/08,08:00,23.7,0.0,97,19.2,1.2
2025/06/08,09:00,24.7,0.0,93,20.2,1.4
2025/06/08,10:00,26.9,0.0,85,18.3,1.2
2025/06/08,11:00,29.0,0.0,79,21,0.6
2025/06/08,12:00,30.5,0.0,73,32.9,0.6
