Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO MALDONADO
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'14.28'',Longitud :,69°12'31.68'',Altitud :,209 msnm.
Tipo :,EMA - Meteorológica,Código :,112279
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/07/01,00:00,16.1,0.0,83,12,1.6
2025/07/01,01:00,15.9,0.0,83,12.1,1.5
2025/07/01,02:00,15.6,0.0,83,12.6,1.7
2025/07/01,03:00,15.3,0.0,82,12.5,1.6
2025/07/01,04:00,14.9,0.0,83,13.3,1.4
2025/07/01,05:00,14.9,0.0,82,11.8,1.5
2025/07/01,06:00,14.4,0.0,81,12,1.4
2025/07/01,07:00,14.5,0.0,80,13.1,1.4
2025/07/01,08:00,14.9,0.0,77,13,2.0
2025/07/01,09:00,15.9,0.0,74,12.5,2.3
2025/07/01,10:00,17.5,0.0,73,10.8,2.2
2025/07/01,11:00,18.2,0.0,72,11.7,2.2
2025/07/01,12:00,19.1,0.0,70,11.3,2.3
2025/07/01,13:00,19.2,0.0,70,13,1.8
2025/07/01,14:00,19.6,0.0,70,13.1,1.7
2025/07/01,15:00,19.4,0.0,71,13.4,1.7
2025/07/01,16:00,19.2,0.0,73,14,1.3
2025/07/01,17:00,18.9,0.0,75,14,1.4
2025/07/01,18:00,18.2,0.0,79,14.9,1.3
2025/07/01,19:00,17.4,0.0,83,14.9,1.3
2025/07/01,20:00,17.3,0.0,83,15.1,1.3
2025/07/01,21:00,16.8,0.0,83,12.6,1.2
2025/07/01,22:00,16.0,0.0,83,11.9,1.2
2025/07/01,23:00,15.3,0.0,85,11.2,1.2
2025/07/02,00:00,14.8,0.0,86,11.3,1.1
2025/07/02,01:00,14.4,0.0,87,11.2,1.4
2025/07/02,02:00,13.9,0.0,88,12.6,0.9
2025/07/02,03:00,13.5,0.0,89,11.6,1.2
2025/07/02,04:00,13.5,0.0,88,11.2,1.7
2025/07/02,05:00,13.4,0.0,86,11.2,1.7
2025/07/02,06:00,13.3,0.0,85,12.1,1.4
2025/07/02,07:00,13.4,0.0,82,11.5,1.6
2025/07/02,08:00,14.3,0.0,76,11.6,1.7
2025/07/02,09:00,15.6,0.0,70,13.9,2.5
2025/07/02,10:00,17.3,0.0,65,13.5,2.4
